sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_emergence,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt-4o_relevance,meta.toxicity,meta.gpt-4o_indiv_max,o1-2024-12-17_naive_0_generated_,o1-2024-12-17_naive_1_generated_,o1-2024-12-17_naive_2_generated_,o1-2024-12-17_naive_0_generated,o1-2024-12-17_naive_0_property,o1-2024-12-17_naive_0_combination_relevance,o1-2024-12-17_naive_0_root_relevance,o1-2024-12-17_naive_0_modifier_relevance,o1-2024-12-17_naive_0_indiv_max,o1-2024-12-17_naive_0_emergence,o1-2024-12-17_naive_1_generated,o1-2024-12-17_naive_1_property,o1-2024-12-17_naive_1_combination_relevance,o1-2024-12-17_naive_1_root_relevance,o1-2024-12-17_naive_1_modifier_relevance,o1-2024-12-17_naive_1_indiv_max,o1-2024-12-17_naive_1_emergence,o1-2024-12-17_naive_2_generated,o1-2024-12-17_naive_2_property,o1-2024-12-17_naive_2_combination_relevance,o1-2024-12-17_naive_2_root_relevance,o1-2024-12-17_naive_2_modifier_relevance,o1-2024-12-17_naive_2_indiv_max,o1-2024-12-17_naive_2_emergence
Yes it means new recruits but it also means that we're about as useful as a steak to a vegan.,a steak to a vegan,steak,vegan,unwanted,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 1)","(5, 5, 1)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.1111111111111111,False,0.1111111111111111,"['{""property"": ""forbidden""}']","['{""property"": ""incompatible""}']","['{""property"": ""inedible""}']",{'property': 'forbidden'},forbidden,0.8888888888888888,0.0,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'incompatible'},incompatible,0.8888888888888888,0.0,0.1111111111111111,0.1111111111111111,0.7777777777777777,{'property': 'inedible'},inedible,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888
This is as subtle as a brick to the head is nonviolent.,a brick to the head,brick,head,forceful,emergent,"(emergent, component, emergent)","(5, 5, 4)","(4, 4, 1)","(2, 2, 1)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""painful""}']","['{""property"": ""painful""}']","['{""property"": ""traumatic""}']",{'property': 'painful'},painful,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'painful'},painful,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'traumatic'},traumatic,0.8888888888888888,0.0,0.2222222222222222,0.2222222222222222,0.6666666666666666
Joe and Elon walked deeper into the ship to find that all the doors slid open like supermarket doors as they approached.,supermarket doors,door,supermarket,automatic,emergent,"(component, emergent, emergent)","(4, 4, 4)","(3, 2, 2)","(2, 1, 3)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""bustling threshold""}']","['{""property"": ""automated welcome""}']","['{""property"": ""cart-friendly""}']",{'property': 'bustling threshold'},bustling threshold,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'automated welcome'},automated welcome,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.3333333333333333,{'property': 'cart-friendly'},cart-friendly,1.0,0.5555555555555556,1.0,1.0,0.0
"They serve the Valar, the main god's, and the evil ones are basically like twisted archangels. ",twisted archangels,archangel,twist,evil,emergent,"(component, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(3, 3, 4)",0.0,0.3333333333333333,0.0,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""shattered purity""}']","['{""property"": ""blasphemous""}']","['{""property"": ""blasphemous""}']",{'property': 'shattered purity'},shattered purity,0.7777777777777778,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'blasphemous'},blasphemous,0.7777777777777778,0.0,0.0,0.0,0.7777777777777778,{'property': 'blasphemous'},blasphemous,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666
"It's basically like a handicapped spot, but doesn't carry the fine for parking in it if you are not expecting.",a handicapped spot,spot,handicapped,designate,emergent,"(component, emergent, emergent)","(5, 5, 4)","(4, 3, 3)","(3, 2, 3)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""priority""}']","['{""property"": ""restricted""}']","['{""property"": ""mandated""}']",{'property': 'priority'},priority,1.0,0.0,0.8888888888888888,0.8888888888888888,0.11111111111111116,{'property': 'restricted'},restricted,0.8888888888888888,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.2222222222222222,{'property': 'mandated'},mandated,1.0,0.0,0.1111111111111111,0.1111111111111111,0.8888888888888888
"Surely she was trapped there like a villager under ice, and she needed me to save her. ",a villager under ice,villager,ice,in need of rescue,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 4)","(4, 3, 5)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""entombed""}']","['{""property"": ""eerie""}']","['{""property"": ""haunting""}']",{'property': 'entombed'},entombed,0.8888888888888888,0.0,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'eerie'},eerie,0.7777777777777778,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'haunting'},haunting,0.0,0.0,0.0,0.0,0.0
The first revival in Oroomiah seemed to burst forth like a fountain in the desert.,a fountain in the desert,fountain,desert,life,emergent,"(emergent, emergent, component)","(5, 5, 5)","(3, 4, 4)","(1, 2, 2)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""miraculous""}']","['{""property"": ""miraculous""}']","['{""property"": ""miraculous""}']",{'property': 'miraculous'},miraculous,0.8888888888888888,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.6666666666666666,{'property': 'miraculous'},miraculous,0.8888888888888888,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.7777777777777777,{'property': 'miraculous'},miraculous,0.8888888888888888,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.7777777777777777
He stood and looked as puzzled as a bee in a bottle.,a bee in a bottle,bee,bottle,trapped,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 2)","(5, 4, 4)",0.6666666666666666,0.8888888888888888,0.1111111111111111,0.2222222222222222,False,0.2222222222222222,"['{""property"": ""claustrophobic""}']","['{""property"": ""echoing hum""}']","['{""property"": ""claustrophobic""}']",{'property': 'claustrophobic'},claustrophobic,0.6666666666666666,0.0,0.1111111111111111,0.1111111111111111,0.5555555555555556,{'property': 'echoing hum'},echoing hum,0.5555555555555556,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,{'property': 'claustrophobic'},claustrophobic,0.7777777777777778,0.0,0.0,0.0,0.7777777777777778
Almost like shattered glass.,shattered glass,glass,shatter,dangerous,emergent,"(component, emergent, emergent)","(5, 5, 5)","(3, 3, 2)","(4, 4, 4)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""dangerous""}']","['{""property"": ""dangerous""}']","['{""property"": ""dangerous""}']",{'property': 'dangerous'},dangerous,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'dangerous'},dangerous,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'dangerous'},dangerous,0.7777777777777778,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.2222222222222222
so he was trapped as surely as a firefly in a jar .,a firefly in a jar,firefly,jar,trapped,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 3, 1)","(4, 4, 2)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.2222222222222222,False,0.3333333333333333,"['{""property"": ""nostalgic""}']","['{""property"": ""makeshift nightlight""}']","['{""property"": ""enchanted captivity""}']",{'property': 'nostalgic'},nostalgic,0.7777777777777778,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.4444444444444445,{'property': 'makeshift nightlight'},makeshift nightlight,0.6666666666666666,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.11111111111111105,{'property': 'enchanted captivity'},enchanted captivity,0.5555555555555556,0.2222222222222222,0.0,0.2222222222222222,0.33333333333333337
"that thing was too goddamn heavy , and about as useful as a trapdoor on a canoe . ",a trapdoor on a canoe,trapdoor,canoe,unnecessary,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 2, 2)","(1, 2, 2)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""incongruous""}']","['{""property"": ""counterintuitive design""}']","['{""property"": ""contradictory function""}']",{'property': 'incongruous'},incongruous,0.8888888888888888,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.6666666666666666,{'property': 'counterintuitive design'},counterintuitive design,1.0,0.5555555555555556,0.2222222222222222,0.5555555555555556,0.4444444444444444,{'property': 'contradictory function'},contradictory function,0.7777777777777778,0.5555555555555556,0.0,0.5555555555555556,0.2222222222222222
A Government without people is as useful as a clock without power.,a clock without power,clock,power,useless,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 3, 1)","(1, 4, 1)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.0,False,0.1111111111111111,"['{""property"": ""frozen in time""}']","['{""property"": ""untrustworthy""}']","['{""property"": ""misleading""}']",{'property': 'frozen in time'},frozen in time,1.0,0.1111111111111111,0.0,0.1111111111111111,0.8888888888888888,{'property': 'untrustworthy'},untrustworthy,0.8888888888888888,0.2222222222222222,0.5555555555555556,0.5555555555555556,0.33333333333333326,{'property': 'misleading'},misleading,0.8888888888888888,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.5555555555555556
"These impressive attributes however were not very necessary when talking to the general, his emotional responses were about as subtle as a truck to the face.",a truck to the face,truck,face,painful,emergent,"(component, emergent, emergent)","(5, 5, 5)","(4, 3, 3)","(4, 3, 4)",0.8888888888888888,1.0,0.0,0.1111111111111111,False,0.1111111111111111,"['{""property"": ""traumatic""}']","['{""property"": ""traumatic""}']","['{""property"": ""traumatic""}']",{'property': 'traumatic'},traumatic,1.0,0.2222222222222222,0.0,0.2222222222222222,0.7777777777777778,{'property': 'traumatic'},traumatic,1.0,0.2222222222222222,0.0,0.2222222222222222,0.7777777777777778,{'property': 'traumatic'},traumatic,1.0,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.6666666666666667
"Striking his spurs deeply into his horse, and giving him bridle enough, the major seemed to shoot forward like a shell through the air.",a shell through the air,shell,air,projectile,emergent,"(emergent, component, emergent)","(5, 5, 5)","(4, 4, 4)","(3, 3, 2)",0.4444444444444444,1.0,0.5555555555555556,0.0,False,0.5555555555555556,"['{""property"": ""ominous""}']","['{""property"": ""panic-inducing""}']","['{""property"": ""ominous""}']",{'property': 'ominous'},ominous,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888,{'property': 'panic-inducing'},panic-inducing,0.7777777777777778,0.1111111111111111,0.0,0.1111111111111111,0.6666666666666667,{'property': 'ominous'},ominous,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888
At SwaffhamonSea eligible bachelors were as rare as snow in summer.,snow in summer,snow,summer,uncommon,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 4, 2)","(2, 3, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""contradictory""}']","['{""property"": ""paradoxical""}']","['{""property"": ""unexpected""}']",{'property': 'contradictory'},contradictory,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888,{'property': 'paradoxical'},paradoxical,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888,{'property': 'unexpected'},unexpected,0.8888888888888888,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5555555555555556
So the verse is saying that your most selfless and morally good act is as righteous as a used tampon.,a used tampon,tampon,use,undesirable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(4, 4, 1)",0.8888888888888888,1.0,0.1111111111111111,0.1111111111111111,False,0.1111111111111111,"['{""property"": ""unhygienic""}']","['{""property"": ""disgusting""}']","['{""property"": ""biohazardous""}']",{'property': 'unhygienic'},unhygienic,1.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'disgusting'},disgusting,0.8888888888888888,0.1111111111111111,0.0,0.1111111111111111,0.7777777777777777,{'property': 'biohazardous'},biohazardous,0.7777777777777778,0.3333333333333333,0.0,0.3333333333333333,0.4444444444444445
Glad you didnt splat like an insect in a windshield this time.,an insect in a windshield,insect,windshield,squished,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 3, 3)","(1, 4, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""annoying obstruction""}']","['{""property"": ""smudged obstruction""}']","['{""property"": ""splattered""}']",{'property': 'annoying obstruction'},annoying obstruction,0.7777777777777778,0.5555555555555556,0.0,0.5555555555555556,0.2222222222222222,{'property': 'smudged obstruction'},smudged obstruction,0.8888888888888888,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'splattered'},splattered,0.8888888888888888,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.5555555555555556
"It may have been a bit before my time, but I still quite like the spaghetti tree",the spaghetti tree,tree,spaghetti,bizarre,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(2, 2, 2)","(4, 4, 4)",0.7777777777777778,1.0,0.1111111111111111,0.2222222222222222,False,0.2222222222222222,"['{""property"": ""comical hoax""}']","['{""property"": ""mythical""}']","['{""property"": ""farcical""}']",{'property': 'comical hoax'},comical hoax,1.0,0.0,0.0,0.0,1.0,{'property': 'mythical'},mythical,1.0,0.0,0.0,0.0,1.0,{'property': 'farcical'},farcical,0.8888888888888888,0.0,0.2222222222222222,0.2222222222222222,0.6666666666666666
,automated checkouts,checkout,automate,replacing human employees,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 3, 2)","(5, 4, 4)",0.0,0.7777777777777778,0.3333333333333333,0.7777777777777778,False,0.7777777777777778,"['{""property"": ""customer autonomy""}']","['{""property"": ""cashierless""}']","['{""property"": ""customer autonomy""}']",{'property': 'customer autonomy'},customer autonomy,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'cashierless'},cashierless,0.8888888888888888,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.33333333333333326,{'property': 'customer autonomy'},customer autonomy,0.7777777777777778,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.0
his face was as blank as a washed blackboard .,a washed blackboard,blackboard,washed,blank,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(4, 4, 4)","(2, 3, 3)",0.6666666666666667,1.0,0.3333333333333333,0.0,True,0.3333333333333333,"['{""property"": ""renewed clarity""}']","['{""property"": ""memoryless""}']","['{""property"": ""forgotten lessons""}']",{'property': 'renewed clarity'},renewed clarity,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.0,{'property': 'memoryless'},memoryless,0.7777777777777778,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.4444444444444445,{'property': 'forgotten lessons'},forgotten lessons,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
"When last I saw you, you looked as dead as a beached dogfish.",a beached dogfish,dogfish,beach,lifeless,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 2, 2)","(1, 3, 2)",0.7777777777777777,0.8888888888888888,0.0,0.1111111111111111,False,0.1111111111111111,"['{""property"": ""distressing""}']","['{""property"": ""disconcerting""}']","['{""property"": ""tragic""}']",{'property': 'distressing'},distressing,0.7777777777777778,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.5555555555555556,{'property': 'disconcerting'},disconcerting,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.22222222222222227,{'property': 'tragic'},tragic,0.5555555555555556,0.0,0.0,0.0,0.5555555555555556
But I know nothing about motorcycles so my opinion is probably as useful as a gun with zero bullets.,a gun with zero bullets,gun,bullet,useless,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 3)","(2, 3, 2)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.0,False,0.1111111111111111,"['{""property"": ""empty threat""}']","['{""property"": ""empty threat""}']","['{""property"": ""illusory threat""}']",{'property': 'empty threat'},empty threat,0.8888888888888888,0.2222222222222222,0.0,0.2222222222222222,0.6666666666666666,{'property': 'empty threat'},empty threat,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556,{'property': 'illusory threat'},illusory threat,0.8888888888888888,0.2222222222222222,0.0,0.2222222222222222,0.6666666666666666
It is kind of like a needle in the haystack.,a needle in the haystack,needle,haystack,elusive,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(3, 1, 2)","(3, 1, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.2222222222222222,False,0.3333333333333333,"['{""property"": ""difficult to find""}']","['{""property"": ""difficult to find""}']","['{""property"": ""exasperating""}']",{'property': 'difficult to find'},difficult to find,0.8888888888888888,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.2222222222222222,{'property': 'difficult to find'},difficult to find,0.8888888888888888,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.33333333333333326,{'property': 'exasperating'},exasperating,0.7777777777777778,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.4444444444444445
"Moreover, snow is one of the chief natural productions of the country and without it Russia is as uninteresting as an orchard without fruit.",an orchard without fruit,orchard,fruit,barren,emergent,"(emergent, emergent, component)","(5, 5, 5)","(3, 3, 4)","(4, 5, 4)",0.8888888888888888,0.8888888888888888,0.0,0.0,False,0.0,"['{""property"": ""disheartening""}']","['{""property"": ""disheartening""}']","['{""property"": ""disappointing""}']",{'property': 'disheartening'},disheartening,0.3333333333333333,0.1111111111111111,0.0,0.1111111111111111,0.2222222222222222,{'property': 'disheartening'},disheartening,0.5555555555555556,0.1111111111111111,0.0,0.1111111111111111,0.4444444444444445,{'property': 'disappointing'},disappointing,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.3333333333333333
his eyes were as black as the sky between stars .,the sky between stars,sky,star,empty,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(3, 3, 4)","(2, 2, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""overlooked""}']","['{""property"": ""cosmic silence""}']","['{""property"": ""desolate""}']",{'property': 'overlooked'},overlooked,0.7777777777777778,0.5555555555555556,0.1111111111111111,0.5555555555555556,0.2222222222222222,{'property': 'cosmic silence'},cosmic silence,0.8888888888888888,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.33333333333333326,{'property': 'desolate'},desolate,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556
"But, Jean objected, we're not in the least like people in a book.",people in a book,people,book,not real,emergent,"(emergent, emergent, emergent)","(4, 4, 5)","(1, 2, 1)","(1, 3, 1)",0.8888888888888888,1.0,0.0,0.1111111111111111,False,0.1111111111111111,"['{""property"": ""fictional""}']","['{""property"": ""immortalized""}']","['{""property"": ""fictional""}']",{'property': 'fictional'},fictional,1.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'immortalized'},immortalized,0.7777777777777778,0.0,0.5555555555555556,0.5555555555555556,0.2222222222222222,{'property': 'fictional'},fictional,0.7777777777777778,0.0,0.5555555555555556,0.5555555555555556,0.2222222222222222
Sometimes drinking makes me about as bright as a burnt out lightbulb,a burnt out lightbulb,lightbulb,burn,not bright,emergent,"(emergent, component, emergent)","(5, 5, 5)","(3, 2, 4)","(4, 4, 5)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""disappointing""}']","['{""property"": ""inconvenient""}']","['{""property"": ""disheartening""}']",{'property': 'disappointing'},disappointing,0.7777777777777778,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'inconvenient'},inconvenient,0.8888888888888888,0.2222222222222222,0.7777777777777778,0.7777777777777778,0.11111111111111105,{'property': 'disheartening'},disheartening,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.0
"She will, sir, as sure as country eggs are eggs, which they mostly are, sir.",country eggs,egg,country,farm-fresh,emergent,"(component, emergent, emergent)","(5, 5, 5)","(5, 4, 4)","(5, 5, 3)",0.3333333333333332,0.8888888888888888,0.5555555555555556,0.3333333333333333,False,0.5555555555555556,"['{""property"": ""multicolored""}']","['{""property"": ""nostalgic""}']","['{""property"": ""nostalgic""}']",{'property': 'multicolored'},multicolored,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.0,{'property': 'nostalgic'},nostalgic,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.0,{'property': 'nostalgic'},nostalgic,0.4444444444444444,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.1111111111111111
,gloves on a chicken,glove,chicken,not useful,emergent,"(emergent, component, emergent)","(4, 5, 5)","(1, 4, 4)","(1, 4, 3)",0.5555555555555556,0.7777777777777778,0.0,0.2222222222222222,False,0.2222222222222222,"['{""property"": ""absurd""}']","['{""property"": ""comical""}']","['{""property"": ""absurd""}']",{'property': 'absurd'},absurd,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888,{'property': 'comical'},comical,0.7777777777777778,0.1111111111111111,0.4444444444444444,0.4444444444444444,0.33333333333333337,{'property': 'absurd'},absurd,0.7777777777777778,0.1111111111111111,0.0,0.1111111111111111,0.6666666666666667
he looks about as relaxed as a wound spring .,a wound spring,spring,wound,tense,emergent,"(emergent, emergent, component)","(5, 5, 5)","(4, 4, 4)","(4, 4, 5)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""poised""}']","['{""property"": ""latent volatility""}']","['{""property"": ""pent-up energy""}']",{'property': 'poised'},poised,0.7777777777777778,0.5555555555555556,0.0,0.5555555555555556,0.2222222222222222,{'property': 'latent volatility'},latent volatility,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'pent-up energy'},pent-up energy,0.7777777777777778,0.4444444444444444,0.0,0.4444444444444444,0.33333333333333337
"An uncontrollable giggle erupts from me, spewing forth like a breaking dam. ",a breaking dam,dam,break,uncontrollable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 1, 2)","(5, 1, 4)",0.5555555555555556,0.8888888888888888,0.0,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""flood hazard""}']","['{""property"": ""catastrophic""}']","['{""property"": ""catastrophic""}']",{'property': 'flood hazard'},flood hazard,0.8888888888888888,0.6666666666666666,0.0,0.6666666666666666,0.2222222222222222,{'property': 'catastrophic'},catastrophic,1.0,0.2222222222222222,0.5555555555555556,0.5555555555555556,0.4444444444444444,{'property': 'catastrophic'},catastrophic,0.8888888888888888,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.33333333333333326
The weapon is there like the sword in the stone .,the sword in the stone,sword,stone,legendary,emergent,"(emergent, component, emergent)","(4, 2, 5)","(3, 2, 3)","(2, 1, 2)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""mythical challenge""}']","['{""property"": ""mythical test""}']","['{""property"": ""legendary""}']",{'property': 'mythical challenge'},mythical challenge,0.8888888888888888,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5555555555555556,{'property': 'mythical test'},mythical test,0.8888888888888888,0.2222222222222222,0.0,0.2222222222222222,0.6666666666666666,{'property': 'legendary'},legendary,1.0,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.7777777777777778
Lol no we had almost like bleachers as desks so the seats behind would be also a foot above.,bleachers as desks,bleacher,desk,makeshift,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 2, 2)","(1, 3, 1)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.2222222222222222,False,0.3333333333333333,"['{""property"": ""makeshift""}']","['{""property"": ""awkward arrangement""}']","['{""property"": ""makeshift""}']",{'property': 'makeshift'},makeshift,0.7777777777777778,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'awkward arrangement'},awkward arrangement,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'makeshift'},makeshift,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445
She had turned towards him as irresistibly as the needle to the pole.,the needle to the pole,needle,pole,attract,emergent,"(2, emergent, emergent)","(4, 5, 5)","(1, 2, 2)","(2, 4, 1)",1.0,1.0,0.0,0.0,False,0.0,"['{""property"": ""unfailing guidance""}']","['{""property"": ""inevitable alignment""}']","['{""property"": ""compass alignment""}']",{'property': 'unfailing guidance'},unfailing guidance,1.0,0.0,0.0,0.0,1.0,{'property': 'inevitable alignment'},inevitable alignment,1.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'compass alignment'},compass alignment,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667
"Thirteen years ago I wrote, Socialism without democracy is as impossible as a shadow without light.",a shadow without light,shadow,light,contradictory,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 1, 2)","(4, 1, 1)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""paradoxical""}']","['{""property"": ""paradoxical""}']","['{""property"": ""impossible""}']",{'property': 'paradoxical'},paradoxical,1.0,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.4444444444444444,{'property': 'paradoxical'},paradoxical,0.8888888888888888,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.33333333333333326,{'property': 'impossible'},impossible,1.0,0.0,0.0,0.0,1.0
And you just lay there like a beached whale....,a beached whale,whale,beach,helpless,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 2)","(1, 3, 4)",0.6666666666666666,0.8888888888888888,0.2222222222222222,0.0,False,0.2222222222222222,"['{""property"": ""tragic spectacle""}']","['{""property"": ""tragic""}']","['{""property"": ""heartbreaking""}']",{'property': 'tragic spectacle'},tragic spectacle,0.8888888888888888,0.2222222222222222,0.0,0.2222222222222222,0.6666666666666666,{'property': 'tragic'},tragic,0.8888888888888888,0.1111111111111111,0.0,0.1111111111111111,0.7777777777777777,{'property': 'heartbreaking'},heartbreaking,0.8888888888888888,0.1111111111111111,0.0,0.1111111111111111,0.7777777777777777
So the symbols of Romanticism became the realities of Bohemia after all that they symbolized was as lifeless as a cancelled banknote.,a cancelled banknote,banknote,cancel,worthless,emergent,"(component, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(5, 4, 5)",0.6666666666666667,1.0,0.0,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""souvenir""}']","['{""property"": ""collectible""}']","['{""property"": ""collectible""}']",{'property': 'souvenir'},souvenir,0.3333333333333333,0.2222222222222222,0.0,0.2222222222222222,0.1111111111111111,{'property': 'collectible'},collectible,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'collectible'},collectible,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
