sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_cancellation,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt4o_relevance,meta.toxicity,meta.modifier_gpt-4o_relevance,meta.gpt-4o_indiv_max,o1-mini-2024-09-12_naive_0_generated_,o1-mini-2024-09-12_naive_1_generated_,o1-mini-2024-09-12_naive_2_generated_,o1-mini-2024-09-12_naive_0_generated,o1-mini-2024-09-12_naive_0_property,o1-mini-2024-09-12_naive_0_combination_relevance,o1-mini-2024-09-12_naive_0_root_relevance,o1-mini-2024-09-12_naive_0_modifier_relevance,o1-mini-2024-09-12_naive_0_indiv_max,o1-mini-2024-09-12_naive_0_cancellation,o1-mini-2024-09-12_naive_1_generated,o1-mini-2024-09-12_naive_1_property,o1-mini-2024-09-12_naive_1_combination_relevance,o1-mini-2024-09-12_naive_1_root_relevance,o1-mini-2024-09-12_naive_1_modifier_relevance,o1-mini-2024-09-12_naive_1_indiv_max,o1-mini-2024-09-12_naive_1_cancellation,o1-mini-2024-09-12_naive_2_generated,o1-mini-2024-09-12_naive_2_property,o1-mini-2024-09-12_naive_2_combination_relevance,o1-mini-2024-09-12_naive_2_root_relevance,o1-mini-2024-09-12_naive_2_modifier_relevance,o1-mini-2024-09-12_naive_2_indiv_max,o1-mini-2024-09-12_naive_2_cancellation
Here I got to lie still like a mouse under a broom.,a mouse under a broom,mouse,broom,quiet,canceled,"(canceled, canceled, component)","(1, 1, 4)","(4, 5, 5)","(3, 1, 1)",0.3333333333333332,0.5555555555555556,0.7777777777777778,0.988888889,False,0.8888888888888888,0.8888888888888888,"['{""property"": ""furry""}']","['{""property"": ""animal""}']","['{""property"": ""cleaning""}']",{'property': 'furry'},furry,1.0,1.0,0.0,1.0,0.0,{'property': 'animal'},animal,0.3333333333333333,1.0,0.0,1.0,0.6666666666666667,{'property': 'cleaning'},cleaning,0.0,0.4444444444444444,0.8888888888888888,0.8888888888888888,0.8888888888888888
,a burnt out lightbulb,lightbulb,burn,bright,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(5, 4, 5)","(3, 3, 2)",0.7777777777777778,0.0,0.7777777777777778,,False,0.7777777777777778,0.7777777777777778,"['{""property"": ""illuminating""}']","['{""property"": ""emits light""}']","['{""property"": ""emits light""}']",{'property': 'illuminating'},illuminating,0.0,0.8888888888888888,0.5555555555555556,0.8888888888888888,0.8888888888888888,{'property': 'emits light'},emits light,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,{'property': 'emits light'},emits light,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888
,a jenga tower,tower,jenga,often made of stone or metal,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(4, 4, 2)","(1, 1, 1)",0.8888888888888888,0.0,0.8888888888888888,,False,0.0,0.8888888888888888,"['{""property"": ""stackable""}']","['{""property"": ""flat""}']","['{""property"": ""game-based""}']",{'property': 'stackable'},stackable,1.0,0.3333333333333333,1.0,1.0,0.0,{'property': 'flat'},flat,0.0,0.0,0.0,0.0,0.0,{'property': 'game-based'},game-based,1.0,0.1111111111111111,1.0,1.0,0.0
They became as still as men of stone.,men of stone,man,stone,curious,canceled,"(canceled, canceled, others)","(1, 1, 2)","(4, 3, 4)","(1, 1, 1)",0.5555555555555556,0.0,0.5555555555555556,0.0,False,0.0,0.5555555555555556,"['{""property"": ""mortal""}']","['{""property"": ""animate""}']","['{""property"": ""living""}']",{'property': 'mortal'},mortal,0.0,1.0,0.0,1.0,1.0,{'property': 'animate'},animate,0.0,1.0,0.0,1.0,1.0,{'property': 'living'},living,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888
"A Nobel of course NOBEL and I got to I was invited, I was just like the dessert to the dinner, to give a little afterdinner speech.",the dessert to the dinner,dessert,dinner,hearty,canceled,"(canceled, canceled, canceled)","(2, 2, 1)","(1, 1, 1)","(4, 4, 4)",0.5555555555555556,0.0,0.0,0.588888889,False,0.5555555555555556,0.5555555555555556,"['{""property"": ""savory""}']","['{""property"": ""savory""}']","['{""property"": ""sweet""}']",{'property': 'savory'},savory,0.0,0.0,0.5555555555555556,0.5555555555555556,0.5555555555555556,{'property': 'savory'},savory,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,{'property': 'sweet'},sweet,0.7777777777777778,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.11111111111111105
"You are in love, you want to discover the object of your passion you are getting as yellow as a lettuce without water.",a lettuce without water,lettuce,water,leafy,canceled,"(canceled, component, canceled)","(3, 2, 2)","(5, 5, 5)","(2, 1, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""hydrated""}']","['{""property"": ""fresh""}']","['{""property"": ""crisp""}']",{'property': 'hydrated'},hydrated,0.0,0.6666666666666666,1.0,1.0,1.0,{'property': 'fresh'},fresh,0.1111111111111111,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5555555555555556,{'property': 'crisp'},crisp,0.0,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.8888888888888888
"The fact is, rental prices did originally rise rapidly, not as rapidly as home prices, but they were rising in these areas.",home prices,price,home,comfortable,canceled,"(others, canceled, canceled)","(2, 2, 1)","(1, 1, 1)","(5, 5, 4)",0.4444444444444445,0.3333333333333333,0.0,0.788888889,False,0.7777777777777778,0.7777777777777778,"['{""property"": ""spacious""}']","['{""property"": ""spacious""}']","['{""property"": ""spacious""}']",{'property': 'spacious'},spacious,0.3333333333333333,0.0,0.5555555555555556,0.5555555555555556,0.22222222222222227,{'property': 'spacious'},spacious,0.3333333333333333,0.0,0.5555555555555556,0.5555555555555556,0.22222222222222227,{'property': 'spacious'},spacious,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0
The flats look almost like a young woods.,a young woods,wood,young,sturdy,canceled,"(canceled, canceled, component)","(2, 3, 4)","(5, 4, 5)","(1, 2, 1)",0.2222222222222222,0.3333333333333333,0.5555555555555556,0.077777778,False,0.3333333333333333,0.5555555555555556,"['{""property"": ""mature""}']","['{""property"": ""mature""}']","['{""property"": ""mature""}']",{'property': 'mature'},mature,0.1111111111111111,0.5555555555555556,0.0,0.5555555555555556,0.4444444444444445,{'property': 'mature'},mature,0.1111111111111111,0.5555555555555556,0.1111111111111111,0.5555555555555556,0.4444444444444445,{'property': 'mature'},mature,0.0,0.5555555555555556,0.1111111111111111,0.5555555555555556,0.5555555555555556
,a static radio,radio,static,tunable,canceled,"(canceled, canceled, canceled)","(2, 2, 1)","(5, 5, 5)","(2, 1, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""portable""}']","['{""property"": ""tunable""}']","['{""property"": ""musical""}']",{'property': 'portable'},portable,0.3333333333333333,0.5555555555555556,0.1111111111111111,0.5555555555555556,0.22222222222222227,{'property': 'tunable'},tunable,0.0,1.0,0.0,1.0,1.0,{'property': 'musical'},musical,0.1111111111111111,0.5555555555555556,0.0,0.5555555555555556,0.4444444444444445
the assistant just stands there like a remedial bodyguard .,a remedial bodyguard,bodyguard,remedial,intimidate,canceled,"(canceled, canceled, canceled)","(2, 1, 2)","(4, 4, 4)","(1, 1, 1)",0.4444444444444445,0.3333333333333333,0.7777777777777778,0.077777778,False,0.0,0.7777777777777778,"['{""property"": ""corrective""}']","['{""property"": ""educational""}']","['{""property"": ""corrective""}']",{'property': 'corrective'},corrective,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6666666666666667,{'property': 'educational'},educational,0.2222222222222222,0.0,0.7777777777777778,0.7777777777777778,0.5555555555555556,{'property': 'corrective'},corrective,0.5555555555555556,0.3333333333333333,1.0,1.0,0.4444444444444444
,a bridge to nowhere,bridge,nowhere,connection,canceled,"(canceled, canceled, canceled)","(1, 2, 1)","(5, 5, 4)","(1, 1, 1)",0.7777777777777778,0.2222222222222222,1.0,,False,0.0,1.0,"['{""property"": ""connecting""}']","['{""property"": ""connects two points""}']","['{""property"": ""supports traffic""}']",{'property': 'connecting'},connecting,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'connects two points'},connects two points,0.0,1.0,0.0,1.0,1.0,{'property': 'supports traffic'},supports traffic,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888
"John Frankenheimer shot his ride full of bullet holes, and Guy Ritchie takes his beamer on a Ferris Buellerlike joyride, with Madonna being tossed around like a sack of melons.",a sack of melons,sack,melon,limp,canceled,"(canceled, canceled, component)","(3, 3, 4)","(3, 2, 1)","(3, 3, 3)",0.8888888888888888,0.0,0.8888888888888888,0.0,False,0.0,0.8888888888888888,"['{""property"": ""juicy""}']","['{""property"": ""juicy""}']","['{""property"": ""empty""}']",{'property': 'juicy'},juicy,0.7777777777777778,0.0,0.8888888888888888,0.8888888888888888,0.11111111111111105,{'property': 'juicy'},juicy,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,0.0,{'property': 'empty'},empty,0.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.3333333333333333
,breaking traditions,tradition,break,generational transmission,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(5, 5, 5)","(1, 2, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""long-standing""}']","['{""property"": ""traditional""}']","['{""property"": ""customary""}']",{'property': 'long-standing'},long-standing,0.0,1.0,0.2222222222222222,1.0,1.0,{'property': 'traditional'},traditional,0.0,1.0,0.2222222222222222,1.0,1.0,{'property': 'customary'},customary,0.0,1.0,0.3333333333333333,1.0,1.0
This rig is about as comfortable as a hair shirt.,a hair shirt,shirt,hair,cotton,canceled,"(canceled, canceled, canceled)","(2, 1, 1)","(5, 5, 5)","(1, 1, 1)",0.5555555555555556,0.0,0.5555555555555556,,False,0.0,0.5555555555555556,"['{""property"": ""soft""}']","['{""property"": ""soft""}']","['{""property"": ""soft""}']",{'property': 'soft'},soft,0.0,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,{'property': 'soft'},soft,0.0,0.5555555555555556,0.6666666666666666,0.6666666666666666,0.6666666666666666,{'property': 'soft'},soft,0.0,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.5555555555555556
"Straight leg was about as skinny as men's jeans got back then, and if you wore straight leg jeans people would make fun of you as if you were dressed like Steve Urkel.",men's jeans,jean,man,curious,canceled,"(canceled, others, canceled)","(1, 1, 1)","(1, 1, 1)","(3, 2, 1)",0.5555555555555556,0.0,0.3333333333333333,0.922222222,False,0.5555555555555556,0.5555555555555556,"['{""property"": ""blue""}']","['{""property"": ""male""}']","['{""property"": ""formal""}']",{'property': 'blue'},blue,0.5555555555555556,0.3333333333333333,0.0,0.3333333333333333,0.0,{'property': 'male'},male,0.8888888888888888,0.3333333333333333,1.0,1.0,0.11111111111111116,{'property': 'formal'},formal,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.2222222222222222
The reaction times of these mechanical systems are as short as the water extinguishing.,the water extinguishing,water,extinguishing,solvent,canceled,"(canceled, canceled, canceled)","(2, 2, 2)","(5, 5, 5)","(1, 1, 1)",0.6666666666666667,0.3333333333333333,1.0,,False,0.0,1.0,"['{""property"": ""wet""}']","['{""property"": ""transparent""}']","['{""property"": ""hydrating""}']",{'property': 'wet'},wet,0.8888888888888888,1.0,0.7777777777777778,1.0,0.11111111111111116,{'property': 'transparent'},transparent,0.8888888888888888,0.8888888888888888,0.0,0.8888888888888888,0.0,{'property': 'hydrating'},hydrating,0.3333333333333333,1.0,0.1111111111111111,1.0,0.6666666666666667
I spent years on studying traditional and digital graphics yet clients are always surprised when I tell them that digital design is as expensive as a traditional print.,a traditional print,print,traditional,reflective,canceled,"(canceled, others, canceled)","(1, 2, 1)","(2, 2, 3)","(1, 1, 1)",0.5555555555555556,0.0,0.0,0.544444444,False,0.5555555555555556,0.5555555555555556,"['{""property"": ""handmade""}']","['{""property"": ""innovative""}']","['{""property"": ""mass-produced""}']",{'property': 'handmade'},handmade,0.7777777777777778,0.2222222222222222,0.6666666666666666,0.6666666666666666,0.0,{'property': 'innovative'},innovative,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.0,{'property': 'mass-produced'},mass-produced,0.1111111111111111,0.8888888888888888,0.1111111111111111,0.8888888888888888,0.7777777777777777
for days she was running around like a chicken without a head . '',a chicken without a head,chicken,head,cerebral,canceled,"(canceled, canceled, canceled)","(4, 1, 5)","(3, 1, 3)","(4, 5, 4)",0.8888888888888888,0.0,0.1111111111111111,1.0,False,0.8888888888888888,0.8888888888888888,"['{""property"": ""capable of movement""}']","['{""property"": ""having a head""}']","['{""property"": ""alive""}']",{'property': 'capable of movement'},capable of movement,0.3333333333333333,1.0,0.7777777777777778,1.0,0.6666666666666667,{'property': 'having a head'},having a head,0.0,1.0,1.0,1.0,1.0,{'property': 'alive'},alive,0.0,0.7777777777777778,0.8888888888888888,0.8888888888888888,0.8888888888888888
But your respected mother tells us that even among the immigrants drunkards are as rare as white ravens.,white ravens,ravens,white,black,canceled,"(canceled, canceled, canceled)","(2, 1, 2)","(5, 5, 5)","(1, 1, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""black""}']","['{""property"": ""black""}']","['{""property"": ""black""}']",{'property': 'black'},black,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'black'},black,0.0,1.0,0.0,1.0,1.0,{'property': 'black'},black,0.0,1.0,0.0,1.0,1.0
,a fish on land,fish,land,Swim,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(5, 5, 5)","(1, 1, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""aquatic""}']","['{""property"": ""swimming""}']","['{""property"": ""swims""}']",{'property': 'aquatic'},aquatic,0.0,1.0,0.0,1.0,1.0,{'property': 'swimming'},swimming,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'swims'},swims,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888
"But then you are to go around like a wet cat, and mope, and hang on worse then ever.",a wet cat,cat,wet,quietly,canceled,"(canceled, canceled, component)","(1, 2, 2)","(2, 3, 1)","(1, 1, 1)",0.5555555555555556,0.0,0.5555555555555556,0.0,False,0.0,0.5555555555555556,"['{""property"": ""liquid""}']","['{""property"": ""dry""}']","['{""property"": ""dry""}']",{'property': 'liquid'},liquid,0.0,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222,{'property': 'dry'},dry,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,{'property': 'dry'},dry,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556
"James extended a thin, crooked finger, oddly like the beckoning of a skeleton, and passed through the doorway of his bedroom.",the beckoning of a skeleton,beckoning,skeleton,fragile,canceled,"(component, canceled, canceled)","(3, 2, 1)","(1, 1, 1)","(4, 4, 4)",0.4444444444444445,0.3333333333333333,0.0,1.0,False,0.7777777777777778,0.7777777777777778,"['{""property"": ""bony""}']","['{""property"": ""dead""}']","['{""property"": ""static""}']",{'property': 'bony'},bony,1.0,0.0,1.0,1.0,0.0,{'property': 'dead'},dead,1.0,0.0,1.0,1.0,0.0,{'property': 'static'},static,0.3333333333333333,0.0,0.7777777777777778,0.7777777777777778,0.4444444444444445
"almost there , just like a hundred flights of stairs , tomas said .",a hundred flights of stairs,flight,stair,natural,canceled,"(canceled, canceled, others)","(1, 1, 1)","(2, 2, 1)","(1, 2, 1)",0.5555555555555556,0.0,0.5555555555555556,0.022222222,False,0.0,0.5555555555555556,"['{""property"": ""numerical""}']","['{""property"": ""connects two floors""}']","['{""property"": ""even""}']",{'property': 'numerical'},numerical,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,{'property': 'connects two floors'},connects two floors,1.0,0.3333333333333333,1.0,1.0,0.0,{'property': 'even'},even,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
"I mean, they go together like a horse and buggy.",a horse and buggy,horse,buggy,fast,canceled,"(canceled, canceled, canceled)","(2, 3, 3)","(4, 5, 4)","(1, 2, 2)",0.5555555555555556,0.1111111111111111,0.6666666666666666,0.122222222,False,0.1111111111111111,0.6666666666666666,"['{""property"": ""living""}']","['{""property"": ""living""}']","['{""property"": ""animal""}']",{'property': 'living'},living,0.0,1.0,0.0,1.0,1.0,{'property': 'living'},living,0.0,1.0,0.0,1.0,1.0,{'property': 'animal'},animal,0.3333333333333333,1.0,0.0,1.0,0.6666666666666667
"The husks from the nuts are braided and woven into a strong, thin rope as thick as a cod line.",a cod line,line,cod,no thickness,canceled,"(canceled, component, canceled)","(2, 2, 2)","(4, 4, 3)","(1, 1, 1)",0.7777777777777778,0.2222222222222222,1.0,,False,0.3333333333333333,1.0,"['{""property"": ""edible""}']","['{""property"": ""edible""}']","['{""property"": ""edible""}']",{'property': 'edible'},edible,0.0,0.0,1.0,1.0,1.0,{'property': 'edible'},edible,0.0,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,{'property': 'edible'},edible,0.0,0.0,1.0,1.0,1.0
"As compared with the calm uniformity of nature, his life is a mere phantasy, passing for ever through a tedious and limited range of forms, each of which is as unsubstantial as the fabric of a vision, many of which are as base and sordid as they are unreal, and all of which, for ever in a flux, elude the grasp of those who pursue them, or disappoint those who hold them in their hands.",the fabric of a vision,fabric,vision,weave,canceled,"(canceled, canceled, canceled)","(4, 1, 3)","(3, 5, 3)","(4, 1, 4)",0.6666666666666667,0.3333333333333333,1.0,0.0,False,0.0,1.0,"['{""property"": ""soft""}']","['{""property"": ""textile""}']","['{""property"": ""tangible""}']",{'property': 'soft'},soft,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,{'property': 'textile'},textile,0.0,1.0,0.0,1.0,1.0,{'property': 'tangible'},tangible,0.0,1.0,0.0,1.0,1.0
"But I have known men talk as bravely, and whimper and tremble like flogged children five minutes later.",flogged children,child,flog,inquisitive,canceled,"(canceled, component, canceled)","(2, 5, 1)","(4, 5, 4)","(1, 1, 1)",0.8888888888888888,0.0,0.8888888888888888,0.277777778,True,0.3333333333333333,0.8888888888888888,"['{""property"": ""innocent""}']","['{""property"": ""cute""}']","['{""property"": ""innocent""}']",{'property': 'innocent'},innocent,0.8888888888888888,0.7777777777777778,0.0,0.7777777777777778,0.0,{'property': 'cute'},cute,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,{'property': 'innocent'},innocent,0.8888888888888888,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.0
"I take one last look at the razor, then send it flying across the room, as casually as a bullet without a target.",a bullet without a target,bullet,target,specific,canceled,"(canceled, canceled, canceled)","(1, 1, 2)","(1, 2, 3)","(5, 3, 4)",0.7777777777777778,0.0,0.7777777777777778,0.9,False,0.7777777777777778,0.7777777777777778,"['{""property"": ""lethal""}']","['{""property"": ""lethal""}']","['{""property"": ""deadly""}']",{'property': 'lethal'},lethal,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'lethal'},lethal,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'deadly'},deadly,0.1111111111111111,0.8888888888888888,0.2222222222222222,0.8888888888888888,0.7777777777777777
,the writer giving up,writer,give,creative,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(4, 3, 5)","(1, 1, 1)",0.7777777777777778,0.0,0.7777777777777778,,False,0.3333333333333333,0.7777777777777778,"['{""property"": ""creative""}']","['{""property"": ""resilient""}']","['{""property"": ""persistent""}']",{'property': 'creative'},creative,0.0,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.8888888888888888,{'property': 'resilient'},resilient,0.0,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.6666666666666666,{'property': 'persistent'},persistent,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666
"You always praised Nancy's cooking when you came to 'The Hall' in the old days, so you are under obligations to eat every crumb of it, even if it isn't as good as the prison fare.",the prison fare,fare,prison,varied,canceled,"(canceled, canceled, others)","(2, 2, 3)","(4, 3, 3)","(2, 2, 2)",0.4444444444444445,0.1111111111111111,0.5555555555555556,0.644444444,False,0.5555555555555556,0.5555555555555556,"['{""property"": ""delicious""}']","['{""property"": ""payable""}']","['{""property"": ""punitive""}']",{'property': 'delicious'},delicious,0.1111111111111111,0.3333333333333333,0.0,0.3333333333333333,0.2222222222222222,{'property': 'payable'},payable,0.5555555555555556,1.0,0.0,1.0,0.4444444444444444,{'property': 'punitive'},punitive,0.6666666666666666,0.0,0.7777777777777778,0.7777777777777778,0.11111111111111116
Many parts of the plot in those games ARE kind of like side quests but with the plot mixed in.,side quests,quest,side,adjacent,canceled,"(canceled, canceled, component)","(1, 1, 3)","(1, 1, 1)","(5, 3, 3)",0.111111111111111,0.7777777777777778,0.0,0.566666667,False,0.8888888888888888,0.8888888888888888,"['{""property"": ""mandatory""}']","['{""property"": ""adventurous""}']","['{""property"": ""epic""}']",{'property': 'mandatory'},mandatory,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'adventurous'},adventurous,0.5555555555555556,0.7777777777777778,0.0,0.7777777777777778,0.2222222222222222,{'property': 'epic'},epic,0.3333333333333333,0.5555555555555556,0.0,0.5555555555555556,0.22222222222222227
In England it would be as valuable as the philosopher's stone.,the philosopher's stone,stone,philosopher,dead,canceled,"(others, canceled, canceled)","(1, 2, 4)","(2, 5, 2)","(1, 1, 2)",1.0,0.0,1.0,0.355555556,False,0.3333333333333333,1.0,"['{""property"": ""natural""}']","['{""property"": ""intelligent""}']","['```json\n{""property"": ""wise""}\n```']",{'property': 'natural'},natural,0.0,1.0,0.3333333333333333,1.0,1.0,{'property': 'intelligent'},intelligent,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,{'property': 'wise'},wise,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
That tune is exactly like the stained glass.,the stained glass,glass,stain,clear,canceled,"(canceled, canceled, canceled)","(2, 2, 2)","(5, 4, 5)","(1, 1, 1)",0.8888888888888888,0.0,0.8888888888888888,0.0,False,0.0,0.8888888888888888,"['{""property"": ""clear""}']","['{""property"": ""colorless""}']","['{""property"": ""clear""}']",{'property': 'clear'},clear,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'colorless'},colorless,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'clear'},clear,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888
and as trustworthy as a chocolate hammer .,a chocolate hammer,hammer,chocolate,strong,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(4, 4, 5)","(1, 1, 1)",0.7777777777777778,0.0,0.7777777777777778,0.0,False,0.1111111111111111,0.7777777777777778,"['{""property"": ""edible""}']","['{""property"": ""edible""}']","['{""property"": ""edible""}']",{'property': 'edible'},edible,0.5555555555555556,0.0,1.0,1.0,0.4444444444444444,{'property': 'edible'},edible,1.0,0.0,1.0,1.0,0.0,{'property': 'edible'},edible,0.7777777777777778,0.0,1.0,1.0,0.2222222222222222
It is as likely as snow in hell.,snow in hell,snow,hell,white,canceled,"(canceled, canceled, canceled)","(2, 2, 2)","(5, 5, 5)","(1, 1, 1)",1.0,0.0,1.0,0.0,False,0.0,1.0,"['{""property"": ""hot""}']","['{""property"": ""cold""}']","['{""property"": ""fiery""}']",{'property': 'hot'},hot,0.0,0.0,1.0,1.0,1.0,{'property': 'cold'},cold,0.0,1.0,0.0,1.0,1.0,{'property': 'fiery'},fiery,0.0,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888
"And if you are a crosscountry skier without a pole, you are just like a canoeist without a paddle.",a canoeist without a paddle,canoeist,paddle,broad,canceled,"(canceled, canceled, component)","(2, 1, 2)","(3, 1, 3)","(1, 4, 1)",0.7777777777777778,0.0,0.0,1.0,False,0.7777777777777778,0.7777777777777778,"['{""property"": ""able to paddle""}']","['{""property"": ""can paddle""}']","['{""property"": ""has a paddle""}']",{'property': 'able to paddle'},able to paddle,0.0,1.0,1.0,1.0,1.0,{'property': 'can paddle'},can paddle,0.0,1.0,1.0,1.0,1.0,{'property': 'has a paddle'},has a paddle,0.0,0.8888888888888888,1.0,1.0,1.0
she was as subtle as a rock through a window .,a rock through a window,rock,window,transparent,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(1, 1, 1)","(4, 5, 5)",0.8888888888888888,0.0,0.0,0.877777778,False,0.8888888888888888,0.8888888888888888,"['{""property"": ""stationary""}']","['{""property"": ""fragile""}']","['{""property"": ""transparent""}']",{'property': 'stationary'},stationary,0.0,1.0,1.0,1.0,1.0,{'property': 'fragile'},fragile,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,{'property': 'transparent'},transparent,0.0,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888
v B26 b6 look exactly like ones parents.,ones parents,parent,one,single,canceled,"(canceled, canceled, canceled)","(1, 2, 1)","(2, 1, 3)","(5, 5, 5)",0.8888888888888888,0.1111111111111111,0.3333333333333333,1.0,False,1.0,1.0,"['{""property"": ""singular""}']","['{""property"": ""singular""}']","['{""property"": ""singular""}']",{'property': 'singular'},singular,0.0,0.2222222222222222,1.0,1.0,1.0,{'property': 'singular'},singular,0.0,0.0,1.0,1.0,1.0,{'property': 'singular'},singular,0.0,0.1111111111111111,1.0,1.0,1.0
"In strict accordance with the traditions of the navy, he wore kid gloves, without which a naval officer, on a ceremonial occasion, would be as incomplete as a ship without a rudder.",a ship without a rudder,ship,rudder,directional,canceled,"(canceled, component, canceled)","(1, 5, 2)","(4, 4, 4)","(5, 5, 5)",1.0,0.0,0.7777777777777778,1.0,False,1.0,1.0,"['{""property"": ""steerable""}']","['{""property"": ""steerable""}']","['{""property"": ""steerable""}']",{'property': 'steerable'},steerable,0.0,0.8888888888888888,1.0,1.0,1.0,{'property': 'steerable'},steerable,0.0,0.8888888888888888,1.0,1.0,1.0,{'property': 'steerable'},steerable,0.0,1.0,1.0,1.0,1.0
it would be a death blow to the antidivisional resistancewhich has become as effective as a flyswatter against a dragon .,a flyswatter against a dragon,flyswatter,dragon,fantastical,canceled,"(component, canceled, canceled)","(4, 1, 4)","(1, 1, 2)","(5, 5, 5)",0.1111111111111111,0.8888888888888888,0.0,0.911111111,False,1.0,1.0,"['{""property"": ""small""}']","['{""property"": ""small""}']","['{""property"": ""inanimate""}']",{'property': 'small'},small,1.0,0.8888888888888888,0.0,0.8888888888888888,0.0,{'property': 'small'},small,1.0,0.8888888888888888,0.0,0.8888888888888888,0.0,{'property': 'inanimate'},inanimate,1.0,1.0,0.0,1.0,0.0
,a breaking dam,dam,break,flood prevention,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(4, 5, 5)","(1, 1, 1)",0.8888888888888888,0.0,0.8888888888888888,,False,0.0,0.8888888888888888,"['{""property"": ""intact""}']","['{""property"": ""intact""}']","['{""property"": ""static""}']",{'property': 'intact'},intact,0.0,0.7777777777777778,0.0,0.7777777777777778,0.7777777777777778,{'property': 'intact'},intact,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'static'},static,0.0,1.0,0.0,1.0,1.0
