sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_emergence,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt-4o_relevance,meta.toxicity,meta.gpt-4o_indiv_max,o1-mini-2024-09-12_naive_0_generated_,o1-mini-2024-09-12_naive_1_generated_,o1-mini-2024-09-12_naive_2_generated_,o1-mini-2024-09-12_naive_0_generated,o1-mini-2024-09-12_naive_0_property,o1-mini-2024-09-12_naive_0_combination_relevance,o1-mini-2024-09-12_naive_0_root_relevance,o1-mini-2024-09-12_naive_0_modifier_relevance,o1-mini-2024-09-12_naive_0_indiv_max,o1-mini-2024-09-12_naive_0_emergence,o1-mini-2024-09-12_naive_1_generated,o1-mini-2024-09-12_naive_1_property,o1-mini-2024-09-12_naive_1_combination_relevance,o1-mini-2024-09-12_naive_1_root_relevance,o1-mini-2024-09-12_naive_1_modifier_relevance,o1-mini-2024-09-12_naive_1_indiv_max,o1-mini-2024-09-12_naive_1_emergence,o1-mini-2024-09-12_naive_2_generated,o1-mini-2024-09-12_naive_2_property,o1-mini-2024-09-12_naive_2_combination_relevance,o1-mini-2024-09-12_naive_2_root_relevance,o1-mini-2024-09-12_naive_2_modifier_relevance,o1-mini-2024-09-12_naive_2_indiv_max,o1-mini-2024-09-12_naive_2_emergence
This is as subtle as a brick to the head is nonviolent.,a brick to the head,brick,head,forceful,emergent,"(emergent, component, emergent)","(5, 5, 4)","(4, 4, 1)","(2, 2, 1)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""traumatic""}']","['{""property"": ""knockout""}']","['```json\n{""property"": ""knockout""}\n```']",{'property': 'traumatic'},traumatic,0.8888888888888888,0.0,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'knockout'},knockout,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'knockout'},knockout,0.8888888888888888,0.4444444444444444,0.3333333333333333,0.4444444444444444,0.4444444444444444
Joe and Elon walked deeper into the ship to find that all the doors slid open like supermarket doors as they approached.,supermarket doors,door,supermarket,automatic,emergent,"(component, emergent, emergent)","(4, 4, 4)","(3, 2, 2)","(2, 1, 3)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""automatic sliding""}']","['{""property"": ""constant motion""}']","['{""property"": ""liminality""}']",{'property': 'automatic sliding'},automatic sliding,0.8888888888888888,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.2222222222222222,{'property': 'constant motion'},constant motion,0.3333333333333333,0.0,0.5555555555555556,0.5555555555555556,0.0,{'property': 'liminality'},liminality,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0
"They serve the Valar, the main god's, and the evil ones are basically like twisted archangels. ",twisted archangels,archangel,twist,evil,emergent,"(component, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(3, 3, 4)",0.0,0.3333333333333333,0.0,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""corrupted""}']","['{""property"": ""malevolent""}']","['{""property"": ""uncanny""}']",{'property': 'corrupted'},corrupted,0.7777777777777778,0.0,0.2222222222222222,0.2222222222222222,0.5555555555555556,{'property': 'malevolent'},malevolent,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,{'property': 'uncanny'},uncanny,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445
"It's basically like a handicapped spot, but doesn't carry the fine for parking in it if you are not expecting.",a handicapped spot,spot,handicapped,designate,emergent,"(component, emergent, emergent)","(5, 5, 4)","(4, 3, 3)","(3, 2, 3)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""reserved for disabled individuals""}']","['{""property"": ""accessible""}']","['{""property"": ""reserved for disabled individuals""}']",{'property': 'reserved for disabled individuals'},reserved for disabled individuals,1.0,0.3333333333333333,1.0,1.0,0.0,{'property': 'accessible'},accessible,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556,{'property': 'reserved for disabled individuals'},reserved for disabled individuals,1.0,0.2222222222222222,1.0,1.0,0.0
"Surely she was trapped there like a villager under ice, and she needed me to save her. ",a villager under ice,villager,ice,in need of rescue,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 4)","(4, 3, 5)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""imprisoned""}']","['{""property"": ""entrapment""}']","['{""property"": ""preserved""}']",{'property': 'imprisoned'},imprisoned,0.5555555555555556,0.1111111111111111,0.0,0.1111111111111111,0.4444444444444445,{'property': 'entrapment'},entrapment,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'preserved'},preserved,0.5555555555555556,0.2222222222222222,0.8888888888888888,0.8888888888888888,0.0
The first revival in Oroomiah seemed to burst forth like a fountain in the desert.,a fountain in the desert,fountain,desert,life,emergent,"(emergent, emergent, component)","(5, 5, 5)","(3, 4, 4)","(1, 2, 2)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""paradoxical""}']","['{""property"": ""paradoxical""}']","['{""property"": ""miraculous""}']",{'property': 'paradoxical'},paradoxical,0.8888888888888888,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'paradoxical'},paradoxical,1.0,0.0,0.2222222222222222,0.2222222222222222,0.7777777777777778,{'property': 'miraculous'},miraculous,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.6666666666666667
He stood and looked as puzzled as a bee in a bottle.,a bee in a bottle,bee,bottle,trapped,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 2)","(5, 4, 4)",0.6666666666666666,0.8888888888888888,0.1111111111111111,0.2222222222222222,False,0.2222222222222222,"['{""property"": ""bizarre""}']","['{""property"": ""trapped""}']","['{""property"": ""unnatural""}']",{'property': 'bizarre'},bizarre,0.7777777777777778,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.5555555555555556,{'property': 'trapped'},trapped,0.8888888888888888,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.6666666666666666,{'property': 'unnatural'},unnatural,0.7777777777777778,0.0,0.4444444444444444,0.4444444444444444,0.33333333333333337
Almost like shattered glass.,shattered glass,glass,shatter,dangerous,emergent,"(component, emergent, emergent)","(5, 5, 5)","(3, 3, 2)","(4, 4, 4)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""hazardous""}']","['{""property"": ""hazardous""}']","['{""property"": ""hazardous""}']",{'property': 'hazardous'},hazardous,0.8888888888888888,0.5555555555555556,0.7777777777777778,0.7777777777777778,0.11111111111111105,{'property': 'hazardous'},hazardous,0.8888888888888888,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.2222222222222222,{'property': 'hazardous'},hazardous,0.8888888888888888,0.5555555555555556,0.6666666666666666,0.6666666666666666,0.2222222222222222
so he was trapped as surely as a firefly in a jar .,a firefly in a jar,firefly,jar,trapped,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 3, 1)","(4, 4, 2)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.2222222222222222,False,0.3333333333333333,"['{""property"": ""contained luminescence""}']","['{""property"": ""caged glow""}']","['{""property"": ""glowing confinement""}']",{'property': 'contained luminescence'},contained luminescence,1.0,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.11111111111111116,{'property': 'caged glow'},caged glow,1.0,0.2222222222222222,0.0,0.2222222222222222,0.7777777777777778,{'property': 'glowing confinement'},glowing confinement,0.7777777777777778,0.5555555555555556,0.0,0.5555555555555556,0.2222222222222222
"that thing was too goddamn heavy , and about as useful as a trapdoor on a canoe . ",a trapdoor on a canoe,trapdoor,canoe,unnecessary,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 2, 2)","(1, 2, 2)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""self-draining""}']","['{""property"": ""unstable""}']","['```json\n{""property"": ""unbalanced""}\n```']",{'property': 'self-draining'},self-draining,0.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.0,{'property': 'unstable'},unstable,0.1111111111111111,0.6666666666666666,0.4444444444444444,0.6666666666666666,0.0,{'property': 'unbalanced'},unbalanced,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
A Government without people is as useful as a clock without power.,a clock without power,clock,power,useless,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 3, 1)","(1, 4, 1)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.0,False,0.1111111111111111,"['{""property"": ""decorative""}']","['{""property"": ""inoperative""}']","['{""property"": ""silent""}']",{'property': 'decorative'},decorative,0.7777777777777778,0.5555555555555556,0.0,0.5555555555555556,0.2222222222222222,{'property': 'inoperative'},inoperative,1.0,0.1111111111111111,0.0,0.1111111111111111,0.8888888888888888,{'property': 'silent'},silent,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667
"These impressive attributes however were not very necessary when talking to the general, his emotional responses were about as subtle as a truck to the face.",a truck to the face,truck,face,painful,emergent,"(component, emergent, emergent)","(5, 5, 5)","(4, 3, 3)","(4, 3, 4)",0.8888888888888888,1.0,0.0,0.1111111111111111,False,0.1111111111111111,"['{""property"": ""traumatic""}']","['{""property"": ""traumatic""}']","['{""property"": ""absurd""}']",{'property': 'traumatic'},traumatic,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667,{'property': 'traumatic'},traumatic,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667,{'property': 'absurd'},absurd,1.0,0.0,0.0,0.0,1.0
"Striking his spurs deeply into his horse, and giving him bridle enough, the major seemed to shoot forward like a shell through the air.",a shell through the air,shell,air,projectile,emergent,"(emergent, component, emergent)","(5, 5, 5)","(4, 4, 4)","(3, 3, 2)",0.4444444444444444,1.0,0.5555555555555556,0.0,False,0.5555555555555556,"['{""property"": ""whistling""}']","['{""property"": ""whistling""}']","['{""property"": ""ballistic""}']",{'property': 'whistling'},whistling,0.8888888888888888,0.0,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'whistling'},whistling,0.7777777777777778,0.0,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'ballistic'},ballistic,1.0,0.5555555555555556,0.0,0.5555555555555556,0.4444444444444444
At SwaffhamonSea eligible bachelors were as rare as snow in summer.,snow in summer,snow,summer,uncommon,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 4, 2)","(2, 3, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""unseasonal""}']","['{""property"": ""unusual""}']","['{""property"": ""unseasonal""}']",{'property': 'unseasonal'},unseasonal,0.8888888888888888,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5555555555555556,{'property': 'unusual'},unusual,0.8888888888888888,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5555555555555556,{'property': 'unseasonal'},unseasonal,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556
So the verse is saying that your most selfless and morally good act is as righteous as a used tampon.,a used tampon,tampon,use,undesirable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(4, 4, 1)",0.8888888888888888,1.0,0.1111111111111111,0.1111111111111111,False,0.1111111111111111,"['{""property"": ""biohazard""}']","['```json\n{""property"": ""biohazard""}\n```']","['{""property"": ""biohazardous""}']",{'property': 'biohazard'},biohazard,0.7777777777777778,0.2222222222222222,0.0,0.2222222222222222,0.5555555555555556,{'property': 'biohazard'},biohazard,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556,{'property': 'biohazardous'},biohazardous,0.8888888888888888,0.2222222222222222,0.0,0.2222222222222222,0.6666666666666666
Glad you didnt splat like an insect in a windshield this time.,an insect in a windshield,insect,windshield,squished,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 3, 3)","(1, 4, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""obstructive""}']","['{""property"": ""distraction""}']","['{""property"": ""obstructed view""}']",{'property': 'obstructive'},obstructive,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,{'property': 'distraction'},distraction,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.0,{'property': 'obstructed view'},obstructed view,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
"It may have been a bit before my time, but I still quite like the spaghetti tree",the spaghetti tree,tree,spaghetti,bizarre,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(2, 2, 2)","(4, 4, 4)",0.7777777777777778,1.0,0.1111111111111111,0.2222222222222222,False,0.2222222222222222,"['{""property"": ""fanciful""}']","['{""property"": ""absurd""}']","['{""property"": ""illusory""}']",{'property': 'fanciful'},fanciful,1.0,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.7777777777777778,{'property': 'absurd'},absurd,1.0,0.0,0.1111111111111111,0.1111111111111111,0.8888888888888888,{'property': 'illusory'},illusory,1.0,0.0,0.0,0.0,1.0
,automated checkouts,checkout,automate,replacing human employees,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 3, 2)","(5, 4, 4)",0.0,0.7777777777777778,0.3333333333333333,0.7777777777777778,False,0.7777777777777778,"['{""property"": ""impersonal""}']","['{""property"": ""impersonal""}']","['{""property"": ""self-service""}']",{'property': 'impersonal'},impersonal,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.8888888888888888,0.0,{'property': 'impersonal'},impersonal,0.8888888888888888,0.6666666666666666,0.7777777777777778,0.7777777777777778,0.11111111111111105,{'property': 'self-service'},self-service,1.0,0.5555555555555556,0.6666666666666666,0.6666666666666666,0.33333333333333337
his face was as blank as a washed blackboard .,a washed blackboard,blackboard,washed,blank,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(4, 4, 4)","(2, 3, 3)",0.6666666666666667,1.0,0.3333333333333333,0.0,True,0.3333333333333333,"['{""property"": ""dust-free""}']","['{""property"": ""clean slate""}']","['{""property"": ""blank""}']",{'property': 'dust-free'},dust-free,1.0,0.0,0.8888888888888888,0.8888888888888888,0.11111111111111116,{'property': 'clean slate'},clean slate,1.0,0.5555555555555556,0.6666666666666666,0.6666666666666666,0.33333333333333337,{'property': 'blank'},blank,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667
"When last I saw you, you looked as dead as a beached dogfish.",a beached dogfish,dogfish,beach,lifeless,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 2, 2)","(1, 3, 2)",0.7777777777777777,0.8888888888888888,0.0,0.1111111111111111,False,0.1111111111111111,"['{""property"": ""moribund""}']","['{""property"": ""disoriented""}']","['{""property"": ""incongruous""}']",{'property': 'moribund'},moribund,0.8888888888888888,0.1111111111111111,0.0,0.1111111111111111,0.7777777777777777,{'property': 'disoriented'},disoriented,0.7777777777777778,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.5555555555555556,{'property': 'incongruous'},incongruous,0.5555555555555556,0.6666666666666666,0.0,0.6666666666666666,0.0
But I know nothing about motorcycles so my opinion is probably as useful as a gun with zero bullets.,a gun with zero bullets,gun,bullet,useless,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 3)","(2, 3, 2)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.0,False,0.1111111111111111,"['{""property"": ""harmless""}']","['{""property"": ""harmless""}']","['{""property"": ""harmless""}']",{'property': 'harmless'},harmless,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888,{'property': 'harmless'},harmless,0.7777777777777778,0.0,0.0,0.0,0.7777777777777778,{'property': 'harmless'},harmless,0.7777777777777778,0.0,0.0,0.0,0.7777777777777778
It is kind of like a needle in the haystack.,a needle in the haystack,needle,haystack,elusive,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(3, 1, 2)","(3, 1, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.2222222222222222,False,0.3333333333333333,"['{""property"": ""elusive""}']","['{""property"": ""elusive""}']","['{""property"": ""hard to find""}']",{'property': 'elusive'},elusive,0.8888888888888888,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.6666666666666666,{'property': 'elusive'},elusive,0.8888888888888888,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'hard to find'},hard to find,1.0,0.7777777777777778,0.0,0.7777777777777778,0.2222222222222222
"Moreover, snow is one of the chief natural productions of the country and without it Russia is as uninteresting as an orchard without fruit.",an orchard without fruit,orchard,fruit,barren,emergent,"(emergent, emergent, component)","(5, 5, 5)","(3, 3, 4)","(4, 5, 4)",0.8888888888888888,0.8888888888888888,0.0,0.0,False,0.0,"['{""property"": ""barren""}']","['{""property"": ""unproductive""}']","['{""property"": ""barren""}']",{'property': 'barren'},barren,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888,{'property': 'unproductive'},unproductive,1.0,0.1111111111111111,0.0,0.1111111111111111,0.8888888888888888,{'property': 'barren'},barren,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666
his eyes were as black as the sky between stars .,the sky between stars,sky,star,empty,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(3, 3, 4)","(2, 2, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""desolate""}']","['{""property"": ""void""}']","['{""property"": ""cosmic expanse""}']",{'property': 'desolate'},desolate,0.7777777777777778,0.2222222222222222,0.7777777777777778,0.7777777777777778,0.0,{'property': 'void'},void,0.8888888888888888,0.5555555555555556,0.0,0.5555555555555556,0.33333333333333326,{'property': 'cosmic expanse'},cosmic expanse,0.7777777777777778,0.5555555555555556,0.8888888888888888,0.8888888888888888,0.0
"But, Jean objected, we're not in the least like people in a book.",people in a book,people,book,not real,emergent,"(emergent, emergent, emergent)","(4, 4, 5)","(1, 2, 1)","(1, 3, 1)",0.8888888888888888,1.0,0.0,0.1111111111111111,False,0.1111111111111111,"['{""property"": ""fictional""}']","['{""property"": ""fictional""}']","['{""property"": ""fictional""}']",{'property': 'fictional'},fictional,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'fictional'},fictional,0.8888888888888888,0.0,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'fictional'},fictional,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666667
Sometimes drinking makes me about as bright as a burnt out lightbulb,a burnt out lightbulb,lightbulb,burn,not bright,emergent,"(emergent, component, emergent)","(5, 5, 5)","(3, 2, 4)","(4, 4, 5)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""non-luminous""}']","['{""property"": ""inactive""}']","['{""property"": ""unilluminated""}']",{'property': 'non-luminous'},non-luminous,1.0,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.4444444444444444,{'property': 'inactive'},inactive,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667,{'property': 'unilluminated'},unilluminated,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667
"She will, sir, as sure as country eggs are eggs, which they mostly are, sir.",country eggs,egg,country,farm-fresh,emergent,"(component, emergent, emergent)","(5, 5, 5)","(5, 4, 4)","(5, 5, 3)",0.3333333333333332,0.8888888888888888,0.5555555555555556,0.3333333333333333,False,0.5555555555555556,"['{""property"": ""farm-fresh""}']","['{""property"": ""farm-fresh""}']","['{""property"": ""rustic""}']",{'property': 'farm-fresh'},farm-fresh,0.8888888888888888,0.3333333333333333,0.4444444444444444,0.4444444444444444,0.4444444444444444,{'property': 'farm-fresh'},farm-fresh,0.8888888888888888,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.33333333333333326,{'property': 'rustic'},rustic,0.7777777777777778,0.1111111111111111,0.6666666666666666,0.6666666666666666,0.11111111111111116
,gloves on a chicken,glove,chicken,not useful,emergent,"(emergent, component, emergent)","(4, 5, 5)","(1, 4, 4)","(1, 4, 3)",0.5555555555555556,0.7777777777777778,0.0,0.2222222222222222,False,0.2222222222222222,"['{""property"": ""anthropomorphic""}']","['{""property"": ""absurd""}']","['{""property"": ""anthropomorphic""}']",{'property': 'anthropomorphic'},anthropomorphic,0.5555555555555556,0.0,0.1111111111111111,0.1111111111111111,0.4444444444444445,{'property': 'absurd'},absurd,0.7777777777777778,0.0,0.1111111111111111,0.1111111111111111,0.6666666666666667,{'property': 'anthropomorphic'},anthropomorphic,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.22222222222222227
he looks about as relaxed as a wound spring .,a wound spring,spring,wound,tense,emergent,"(emergent, emergent, component)","(5, 5, 5)","(4, 4, 4)","(4, 4, 5)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""energized""}']","['{""property"": ""mechanical energy storage""}']","['{""property"": ""spring-loaded""}']",{'property': 'energized'},energized,0.7777777777777778,0.5555555555555556,0.0,0.5555555555555556,0.2222222222222222,{'property': 'mechanical energy storage'},mechanical energy storage,1.0,0.8888888888888888,0.0,0.8888888888888888,0.11111111111111116,{'property': 'spring-loaded'},spring-loaded,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888
"An uncontrollable giggle erupts from me, spewing forth like a breaking dam. ",a breaking dam,dam,break,uncontrollable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 1, 2)","(5, 1, 4)",0.5555555555555556,0.8888888888888888,0.0,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""flooding""}']","['{""property"": ""flooding""}']","['{""property"": ""flooding""}']",{'property': 'flooding'},flooding,0.8888888888888888,0.2222222222222222,0.0,0.2222222222222222,0.6666666666666666,{'property': 'flooding'},flooding,0.8888888888888888,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'flooding'},flooding,0.8888888888888888,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5555555555555556
The weapon is there like the sword in the stone .,the sword in the stone,sword,stone,legendary,emergent,"(emergent, component, emergent)","(4, 2, 5)","(3, 2, 3)","(2, 1, 2)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""legendary""}']","['{""property"": ""legendary""}']","['{""property"": ""symbol of rightful kingship""}']",{'property': 'legendary'},legendary,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556,{'property': 'legendary'},legendary,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667,{'property': 'symbol of rightful kingship'},symbol of rightful kingship,1.0,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.6666666666666667
Lol no we had almost like bleachers as desks so the seats behind would be also a foot above.,bleachers as desks,bleacher,desk,makeshift,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 2, 2)","(1, 3, 1)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.2222222222222222,False,0.3333333333333333,"['{""property"": ""dual-purpose""}']","['{""property"": ""impractical""}']","['{""property"": ""makeshift""}']",{'property': 'dual-purpose'},dual-purpose,0.6666666666666666,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,{'property': 'impractical'},impractical,0.7777777777777778,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.4444444444444445,{'property': 'makeshift'},makeshift,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445
She had turned towards him as irresistibly as the needle to the pole.,the needle to the pole,needle,pole,attract,emergent,"(2, emergent, emergent)","(4, 5, 5)","(1, 2, 2)","(2, 4, 1)",1.0,1.0,0.0,0.0,False,0.0,"['{""property"": ""directional indicator""}']","['{""property"": ""balanced""}']","['{""property"": ""hard to locate""}']",{'property': 'directional indicator'},directional indicator,1.0,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.4444444444444444,{'property': 'balanced'},balanced,0.7777777777777778,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.2222222222222222,{'property': 'hard to locate'},hard to locate,0.0,0.7777777777777778,0.2222222222222222,0.7777777777777778,0.0
"Thirteen years ago I wrote, Socialism without democracy is as impossible as a shadow without light.",a shadow without light,shadow,light,contradictory,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 1, 2)","(4, 1, 1)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""invisible""}']","['{""property"": ""paradoxical""}']","['{""property"": ""invisible""}']",{'property': 'invisible'},invisible,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667,{'property': 'paradoxical'},paradoxical,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.33333333333333337,{'property': 'invisible'},invisible,1.0,0.8888888888888888,0.0,0.8888888888888888,0.11111111111111116
And you just lay there like a beached whale....,a beached whale,whale,beach,helpless,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 2)","(1, 3, 4)",0.6666666666666666,0.8888888888888888,0.2222222222222222,0.0,False,0.2222222222222222,"['{""property"": ""tragic""}']","['{""property"": ""tragic""}']","['{""property"": ""heartbreaking""}']",{'property': 'tragic'},tragic,0.8888888888888888,0.1111111111111111,0.0,0.1111111111111111,0.7777777777777777,{'property': 'tragic'},tragic,0.8888888888888888,0.1111111111111111,0.0,0.1111111111111111,0.7777777777777777,{'property': 'heartbreaking'},heartbreaking,0.8888888888888888,0.0,0.1111111111111111,0.1111111111111111,0.7777777777777777
So the symbols of Romanticism became the realities of Bohemia after all that they symbolized was as lifeless as a cancelled banknote.,a cancelled banknote,banknote,cancel,worthless,emergent,"(component, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(5, 4, 5)",0.6666666666666667,1.0,0.0,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""invalid""}']","['{""property"": ""non-negotiable""}']","['{""property"": ""collectible""}']",{'property': 'invalid'},invalid,1.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'non-negotiable'},non-negotiable,1.0,0.0,0.2222222222222222,0.2222222222222222,0.7777777777777778,{'property': 'collectible'},collectible,0.5555555555555556,0.4444444444444444,0.0,0.4444444444444444,0.11111111111111116
Often the solutions are not as important as the empathy for politicians.,the empathy for politicians,empathy,politician,low,emergent,"(emergent, emergent, emergent)","(3, 5, 4)","(2, 3, 2)","(3, 3, 3)",0.4444444444444445,0.7777777777777778,0.0,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""political empathy""}']","['{""property"": ""relatability""}']","['{""property"": ""humanized""}']",{'property': 'political empathy'},political empathy,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'relatability'},relatability,0.2222222222222222,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.0,{'property': 'humanized'},humanized,0.3333333333333333,1.0,1.0,1.0,0.0
