sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_emergence,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt-4o_relevance,meta.toxicity,meta.gpt-4o_indiv_max,C,C_T,gpt-4o_sa-conceptnet_0_generated_,gpt-4o_sa-conceptnet_1_generated_,gpt-4o_sa-conceptnet_2_generated_,gpt-4o_sa-conceptnet_0_generated,gpt-4o_sa-conceptnet_0_property,gpt-4o_sa-conceptnet_0_combination_relevance,gpt-4o_sa-conceptnet_0_root_relevance,gpt-4o_sa-conceptnet_0_modifier_relevance,gpt-4o_sa-conceptnet_0_indiv_max,gpt-4o_sa-conceptnet_0_emergence,gpt-4o_sa-conceptnet_1_generated,gpt-4o_sa-conceptnet_1_property,gpt-4o_sa-conceptnet_1_combination_relevance,gpt-4o_sa-conceptnet_1_root_relevance,gpt-4o_sa-conceptnet_1_modifier_relevance,gpt-4o_sa-conceptnet_1_indiv_max,gpt-4o_sa-conceptnet_1_emergence,gpt-4o_sa-conceptnet_2_generated,gpt-4o_sa-conceptnet_2_property,gpt-4o_sa-conceptnet_2_combination_relevance,gpt-4o_sa-conceptnet_2_root_relevance,gpt-4o_sa-conceptnet_2_modifier_relevance,gpt-4o_sa-conceptnet_2_indiv_max,gpt-4o_sa-conceptnet_2_emergence
he looks about as relaxed as a wound spring .,a wound spring,spring,wound,tense,emergent,"(emergent, emergent, component)","(5, 5, 5)","(4, 4, 4)","(4, 4, 5)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"{0: ['spring', 'wound'], 1: ['may', 'spring', 'wound'], 2: ['may', 'spring', 'wound'], 3: ['may', 'spring', 'wound'], 4: ['may', 'spring', 'wound'], 5: ['may', 'spring', 'wound']}",['may'],"['{""property"": ""potential energy""}']","['{""property"": ""potential energy""}']","['{""property"": ""potential energy""}']",{'property': 'potential energy'},potential energy,0.8888888888888888,0.8888888888888888,0.0,0.8888888888888888,0.0,{'property': 'potential energy'},potential energy,0.8888888888888888,0.8888888888888888,0.0,0.8888888888888888,0.0,{'property': 'potential energy'},potential energy,0.8888888888888888,0.8888888888888888,0.0,0.8888888888888888,0.0
"An uncontrollable giggle erupts from me, spewing forth like a breaking dam. ",a breaking dam,dam,break,uncontrollable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 1, 2)","(5, 1, 4)",0.5555555555555556,0.8888888888888888,0.0,0.3333333333333333,False,0.3333333333333333,"{0: ['dam', 'break'], 1: ['dam', 'break', 'water'], 2: ['dam', 'break', 'water'], 3: ['dam', 'break', 'water'], 4: ['dam', 'break', 'water'], 5: ['dam', 'break', 'water']}",['water'],"['{""property"": ""catastrophic""}']","['{""property"": ""catastrophic""}']","['{""property"": ""catastrophic""}']",{'property': 'catastrophic'},catastrophic,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'catastrophic'},catastrophic,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'catastrophic'},catastrophic,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556
The weapon is there like the sword in the stone .,the sword in the stone,sword,stone,legendary,emergent,"(emergent, component, emergent)","(4, 2, 5)","(3, 2, 3)","(2, 1, 2)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"{0: ['sword', 'stone'], 1: ['stone', 'sharp'], 2: ['stone', 'sharp'], 3: ['stone', 'sharp'], 4: ['stone', 'sharp'], 5: ['stone', 'sharp']}",['sharp'],"['{""property"": ""legendary""}']","['{""property"": ""legendary""}']","['{""property"": ""legendary""}']",{'property': 'legendary'},legendary,1.0,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.6666666666666667,{'property': 'legendary'},legendary,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556,{'property': 'legendary'},legendary,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556
Lol no we had almost like bleachers as desks so the seats behind would be also a foot above.,bleachers as desks,bleacher,desk,makeshift,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 2, 2)","(1, 3, 1)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.2222222222222222,False,0.3333333333333333,"{0: ['bleacher', 'desk'], 1: ['bleacher', 'desk'], 2: ['bleacher', 'desk'], 3: ['bleacher', 'desk'], 4: ['bleacher', 'desk'], 5: ['bleacher', 'desk']}",[],"['{""property"": ""improvised""}']","['{""property"": ""improvised""}']","['{""property"": ""improvisational""}']",{'property': 'improvised'},improvised,0.7777777777777778,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.5555555555555556,{'property': 'improvised'},improvised,0.7777777777777778,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.5555555555555556,{'property': 'improvisational'},improvisational,0.7777777777777778,0.0,0.0,0.0,0.7777777777777778
She had turned towards him as irresistibly as the needle to the pole.,the needle to the pole,needle,pole,attract,emergent,"(2, emergent, emergent)","(4, 5, 5)","(1, 2, 2)","(2, 4, 1)",1.0,1.0,0.0,0.0,False,0.0,"{0: ['needle', 'pole'], 1: ['sew', 'needle', 'pole', 'sharp'], 2: ['pole', 'sew', 'needle', 'sharp'], 3: ['needle', 'sew', 'pole', 'sharp'], 4: ['sew', 'needle', 'pole', 'sharp'], 5: ['pole', 'sew', 'needle', 'sharp']}","['sharp', 'sew']","['{""property"": ""directional""}']","['{""property"": ""guidance""}']","['{""property"": ""directional""}']",{'property': 'directional'},directional,1.0,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.4444444444444444,{'property': 'guidance'},guidance,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'directional'},directional,1.0,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.4444444444444444
"Thirteen years ago I wrote, Socialism without democracy is as impossible as a shadow without light.",a shadow without light,shadow,light,contradictory,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 1, 2)","(4, 1, 1)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"{0: ['shadow', 'light'], 1: ['lantern', 'light', 'shadow'], 2: ['lantern', 'light', 'shadow'], 3: ['lantern', 'light', 'shadow'], 4: ['lantern', 'light', 'shadow'], 5: ['lantern', 'light', 'shadow']}",['lantern'],"['{""property"": ""paradoxical""}']","['{""property"": ""paradoxical""}']","['{""property"": ""paradoxical""}']",{'property': 'paradoxical'},paradoxical,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'paradoxical'},paradoxical,1.0,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.4444444444444444,{'property': 'paradoxical'},paradoxical,1.0,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.4444444444444444
And you just lay there like a beached whale....,a beached whale,whale,beach,helpless,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 2)","(1, 3, 4)",0.6666666666666666,0.8888888888888888,0.2222222222222222,0.0,False,0.2222222222222222,"{0: ['whale', 'beach'], 1: ['mammal', 'beach'], 2: ['mammal', 'beach'], 3: ['mammal', 'beach'], 4: ['mammal', 'beach'], 5: ['mammal', 'beach']}",['mammal'],"['{""property"": ""vulnerable""}']","['{""property"": ""vulnerability""}']","['{""property"": ""vulnerability""}']",{'property': 'vulnerable'},vulnerable,0.8888888888888888,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.2222222222222222,{'property': 'vulnerability'},vulnerability,0.8888888888888888,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.33333333333333326,{'property': 'vulnerability'},vulnerability,0.8888888888888888,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.33333333333333326
So the symbols of Romanticism became the realities of Bohemia after all that they symbolized was as lifeless as a cancelled banknote.,a cancelled banknote,banknote,cancel,worthless,emergent,"(component, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(5, 4, 5)",0.6666666666666667,1.0,0.0,0.3333333333333333,False,0.3333333333333333,"{0: ['banknote', 'cancel'], 1: ['cancel', 'banknote'], 2: ['cancel', 'banknote'], 3: ['cancel', 'banknote'], 4: ['cancel', 'banknote'], 5: ['cancel', 'banknote']}",[],"['{""property"": ""devalued""}']","['{""property"": ""worthless""}']","['{""property"": ""non-negotiable""}']",{'property': 'devalued'},devalued,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'worthless'},worthless,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'non-negotiable'},non-negotiable,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666667
Often the solutions are not as important as the empathy for politicians.,the empathy for politicians,empathy,politician,low,emergent,"(emergent, emergent, emergent)","(3, 5, 4)","(2, 3, 2)","(3, 3, 3)",0.4444444444444445,0.7777777777777778,0.0,0.3333333333333333,False,0.3333333333333333,"{0: ['empathy', 'politician'], 1: ['politician', 'empathy'], 2: ['politician', 'empathy'], 3: ['politician', 'empathy'], 4: ['politician', 'empathy'], 5: ['politician', 'empathy']}",[],"['{""property"": ""paradoxical""}']","['{""property"": ""cynicism""}']","['{""property"": ""complex""}']",{'property': 'paradoxical'},paradoxical,0.7777777777777778,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.2222222222222222,{'property': 'cynicism'},cynicism,0.7777777777777778,0.0,0.6666666666666666,0.6666666666666666,0.11111111111111116,{'property': 'complex'},complex,0.5555555555555556,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0
LOL a Jeep in the Qld Outback is as useful as tits on a bull.,tits on a bull,tit,bull,unnecessary,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 2)","(1, 4, 3)",0.6666666666666667,1.0,0.3333333333333333,0.2222222222222222,True,0.3333333333333333,"{0: ['tit', 'bull'], 1: ['bull', 'tit'], 2: ['bull', 'tit'], 3: ['bull', 'tit'], 4: ['bull', 'tit'], 5: ['bull', 'tit']}",[],"['{""property"": ""pointless""}']","['{""property"": ""pointless""}']","['{""property"": ""futility""}']",{'property': 'pointless'},pointless,1.0,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.7777777777777778,{'property': 'pointless'},pointless,1.0,0.2222222222222222,0.0,0.2222222222222222,0.7777777777777778,{'property': 'futility'},futility,1.0,0.2222222222222222,0.0,0.2222222222222222,0.7777777777777778
Also sometimes snapbacks can look just as cuntish as beanies in the summer.,beanies in the summer,beanie,summer,impractical,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 3, 3)","(1, 5, 4)",0.5555555555555556,0.7777777777777778,0.2222222222222222,0.2222222222222222,False,0.2222222222222222,"{0: ['beanie', 'summer'], 1: ['summer', 'beanie'], 2: ['summer', 'beanie'], 3: ['summer', 'beanie'], 4: ['summer', 'beanie'], 5: ['summer', 'beanie']}",[],"['{""property"": ""uncomfortable""}']","['{""property"": ""overheating""}']","['{""property"": ""incongruous""}']",{'property': 'uncomfortable'},uncomfortable,0.7777777777777778,0.2222222222222222,0.5555555555555556,0.5555555555555556,0.2222222222222222,{'property': 'overheating'},overheating,0.5555555555555556,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,{'property': 'incongruous'},incongruous,0.7777777777777778,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.5555555555555556
reliable caregivers were as scarce as hens ' teeth and far more valuable .,hens ' teeth and,tooth,hen,nonexistant,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 2)","(1, 1, 3)",1.0,1.0,0.0,0.0,False,0.0,"{0: ['tooth', 'hen'], 1: ['hen', 'tooth'], 2: ['hen', 'tooth'], 3: ['hen', 'tooth'], 4: ['hen', 'tooth'], 5: ['hen', 'tooth']}",[],"['{""property"": ""rarity""}']","['{""property"": ""rare""}']","['{""property"": ""rare""}']",{'property': 'rarity'},rarity,1.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.8888888888888888,{'property': 'rare'},rare,1.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.8888888888888888,{'property': 'rare'},rare,1.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.8888888888888888
information of that sort was as precious as water on mars .,water on mars,water,mar,scarce,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 3)","(1, 4, 2)",0.6666666666666666,0.8888888888888888,0.2222222222222222,0.0,False,0.2222222222222222,"{0: ['water', 'mar'], 1: ['mar', 'river', 'water'], 2: ['mar', 'river', 'water'], 3: ['mar', 'river', 'water'], 4: ['mar', 'river', 'water'], 5: ['mar', 'river', 'water']}",['river'],"['{""property"": ""discovery""}']","['{""property"": ""possibility of life""}']","['{""property"": ""possibility of life""}']",{'property': 'discovery'},discovery,0.8888888888888888,0.0,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'possibility of life'},possibility of life,0.5555555555555556,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.0,{'property': 'possibility of life'},possibility of life,0.5555555555555556,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.0
"If you're get this uncomfortable about washing a cucumber, then you're sexuality is about as brittle as uncooked pasta.",uncooked pasta,pasta,uncooked,brittle,emergent,"(emergent, emergent, component)","(4, 5, 5)","(1, 2, 3)","(1, 4, 5)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"{0: ['pasta', 'uncooked'], 1: ['macaroni', 'gnocchi', 'uncooked'], 2: ['macaroni', 'gnocchi', 'uncooked'], 3: ['macaroni', 'gnocchi', 'uncooked'], 4: ['macaroni', 'gnocchi', 'uncooked'], 5: ['macaroni', 'gnocchi', 'uncooked']}","['macaroni', 'gnocchi']","['{""property"": ""inedible""}']","['{""property"": ""inedible""}']","['{""property"": ""inedible""}']",{'property': 'inedible'},inedible,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,0.0,{'property': 'inedible'},inedible,0.5555555555555556,0.0,0.8888888888888888,0.8888888888888888,0.0,{'property': 'inedible'},inedible,0.3333333333333333,0.0,0.5555555555555556,0.5555555555555556,0.0
For a time they kept side by side but in the distance they were as separate as the two ends of the earth.,the two ends of the earth,end,earth,distant,emergent,"(2, emergent, emergent)","(1, 5, 5)","(2, 3, 3)","(1, 1, 4)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"{0: ['end', 'earth'], 1: ['planet', 'end'], 2: ['planet', 'end'], 3: ['planet', 'end'], 4: ['planet', 'end'], 5: ['planet', 'end']}",['planet'],"['{""property"": ""remoteness""}']","['{""property"": ""distance""}']","['{""property"": ""infinite distance""}']",{'property': 'remoteness'},remoteness,1.0,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.6666666666666667,{'property': 'distance'},distance,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'infinite distance'},infinite distance,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
"Kings taste good, just like a bubblegum cigarette should!",a bubblegum cigarette,cigarette,bubblegum,pretend,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(2, 2, 2)","(3, 3, 3)",0.7777777777777778,1.0,0.2222222222222222,0.0,False,0.2222222222222222,"{0: ['cigarette', 'bubblegum'], 1: ['cigarette'], 2: ['cigarette'], 3: ['cigarette'], 4: ['cigarette'], 5: ['cigarette']}",[],"['{""property"": ""nostalgic""}']","['{""property"": ""nostalgic""}']","['{""property"": ""nostalgic""}']",{'property': 'nostalgic'},nostalgic,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.22222222222222227,{'property': 'nostalgic'},nostalgic,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.0,{'property': 'nostalgic'},nostalgic,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.22222222222222227
,shadowed sky,sky,shadow,ominous,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 3, 2)","(4, 4, 4)",0.0,0.5555555555555556,0.3333333333333333,0.5555555555555556,False,0.5555555555555556,"{0: ['sky', 'shadow'], 1: ['cloud', 'shadow', 'airplane', 'blue'], 2: ['cloud', 'shadow', 'airplane', 'blue'], 3: ['cloud', 'shadow', 'airplane', 'blue'], 4: ['cloud', 'shadow', 'airplane', 'blue'], 5: ['cloud', 'shadow', 'airplane', 'blue']}","['airplane', 'blue', 'cloud']","['{""property"": ""ominous""}']","['{""property"": ""ominous""}']","['{""property"": ""foreboding""}']",{'property': 'ominous'},ominous,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.22222222222222227,{'property': 'ominous'},ominous,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.0,{'property': 'foreboding'},foreboding,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.22222222222222227
The cantonal or tribal magistrates were classified and arranged just like the magistrates of a municipality.,the magistrates of a municipality,magistrate,municipality,elected,emergent,"(emergent, component, emergent)","(5, 4, 4)","(3, 3, 4)","(4, 4, 3)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"{0: ['magistrate', 'municipality'], 1: ['magistrate', 'municipality'], 2: ['magistrate', 'municipality'], 3: ['magistrate', 'municipality'], 4: ['magistrate', 'municipality'], 5: ['magistrate', 'municipality']}",[],"['{""property"": ""bureaucracy""}']","['{""property"": ""bureaucracy""}']","['{""property"": ""governance""}']",{'property': 'bureaucracy'},bureaucracy,0.7777777777777778,0.7777777777777778,0.8888888888888888,0.8888888888888888,0.0,{'property': 'bureaucracy'},bureaucracy,0.7777777777777778,0.7777777777777778,0.8888888888888888,0.8888888888888888,0.0,{'property': 'governance'},governance,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0
"We saw, said Fuller afterwards, there was a gold mine in India, but it was as deep as the centre of the earth.",the centre of the earth,centre,earth,hot,emergent,"(emergent, emergent, component)","(5, 5, 5)","(2, 1, 1)","(3, 1, 3)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"{0: ['centre', 'earth'], 1: ['earth', 'centre'], 2: ['earth', 'centre'], 3: ['earth', 'centre'], 4: ['earth', 'centre'], 5: ['earth', 'centre']}",[],"['{""property"": ""inaccessible""}']","['{""property"": ""inaccessible""}']","['{""property"": ""inaccessible""}']",{'property': 'inaccessible'},inaccessible,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667,{'property': 'inaccessible'},inaccessible,1.0,0.1111111111111111,0.0,0.1111111111111111,0.8888888888888888,{'property': 'inaccessible'},inaccessible,1.0,0.1111111111111111,0.0,0.1111111111111111,0.8888888888888888
"I find the vocabulary raw like a flow of consciousness, something that you write from heart without polishing it with sweet words.",a flow of consciousness,flow,consciousness,unfiltered,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(3, 3, 4)","(4, 3, 3)",0.3333333333333332,0.8888888888888888,0.5555555555555556,0.3333333333333333,False,0.5555555555555556,"{0: ['flow', 'consciousness'], 1: ['movement', 'flow'], 2: ['movement', 'flow'], 3: ['movement', 'flow'], 4: ['movement', 'flow'], 5: ['movement', 'flow']}",['movement'],"['{""property"": ""streaming""}']","['{""property"": ""introspection""}']","['{""property"": ""streaming thoughts""}']",{'property': 'streaming'},streaming,0.5555555555555556,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.0,{'property': 'introspection'},introspection,0.7777777777777778,0.3333333333333333,0.8888888888888888,0.8888888888888888,0.0,{'property': 'streaming thoughts'},streaming thoughts,1.0,0.5555555555555556,0.8888888888888888,0.8888888888888888,0.11111111111111116
gthealthy patriotism somehow healthy patriotism sounds always like healthy cancer.,healthy cancer,cancer,healthy,contradictory,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 3, 3)","(3, 3, 4)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"{0: ['cancer', 'healthy'], 1: ['healthy', 'cancer'], 2: ['healthy', 'cancer'], 3: ['healthy', 'cancer'], 4: ['healthy', 'cancer'], 5: ['healthy', 'cancer']}",[],"['{""property"": ""paradoxical""}']","['{""property"": ""paradoxical""}']","['{""property"": ""paradoxical""}']",{'property': 'paradoxical'},paradoxical,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667,{'property': 'paradoxical'},paradoxical,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667,{'property': 'paradoxical'},paradoxical,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667
I bet that even when she removes them every night before she goes to bed she probably looks as plain as burnt toast.,burnt toast,toast,burn,bitter,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(2, 1, 2)","(5, 1, 4)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.0,False,0.1111111111111111,"{0: ['toast', 'burn'], 1: ['bread', 'burn', 'fire'], 2: ['bread', 'fire', 'burn'], 3: ['bread', 'burn', 'fire'], 4: ['bread', 'fire', 'burn'], 5: ['bread', 'burn', 'fire']}","['fire', 'bread']","['{""property"": ""bitter""}']","['{""property"": ""bitter""}']","['{""property"": ""bitter""}']",{'property': 'bitter'},bitter,0.8888888888888888,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'bitter'},bitter,0.8888888888888888,0.1111111111111111,0.0,0.1111111111111111,0.7777777777777777,{'property': 'bitter'},bitter,0.8888888888888888,0.1111111111111111,0.0,0.1111111111111111,0.7777777777777777
"And he thumps the ground just like a horse stamping, said Rose.",a horse stamping,horse,stamp,loud,emergent,"(emergent, emergent, component)","(5, 5, 5)","(2, 2, 2)","(4, 4, 4)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.0,False,0.3333333333333333,"{0: ['horse', 'stamp'], 1: ['stamp', 'horse'], 2: ['stamp', 'horse'], 3: ['stamp', 'horse'], 4: ['stamp', 'horse'], 5: ['stamp', 'horse']}",[],"['{""property"": ""intimidating""}']","['{""property"": ""intimidating""}']","['{""property"": ""intimidating""}']",{'property': 'intimidating'},intimidating,0.7777777777777778,0.3333333333333333,0.0,0.3333333333333333,0.4444444444444445,{'property': 'intimidating'},intimidating,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'intimidating'},intimidating,0.7777777777777778,0.3333333333333333,0.0,0.3333333333333333,0.4444444444444445
It's sort of like a knife in the back.,a knife in the back,knife,back,betray,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 3, 3)","(4, 5, 4)",0.5555555555555556,0.8888888888888888,0.1111111111111111,0.3333333333333333,False,0.3333333333333333,"{0: ['knife', 'back'], 1: ['spread butter', 'knife', 'kitchen', 'cut'], 2: ['spread butter', 'knife', 'kitchen', 'cut'], 3: ['spread butter', 'knife', 'kitchen', 'cut'], 4: ['spread butter', 'knife', 'kitchen', 'cut'], 5: ['spread butter', 'knife', 'kitchen', 'cut']}","['kitchen', 'cut', 'spread butter']","['{""property"": ""betrayal""}']","['{""property"": ""betrayal""}']","['{""property"": ""betrayal""}']",{'property': 'betrayal'},betrayal,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'betrayal'},betrayal,0.8888888888888888,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'betrayal'},betrayal,0.8888888888888888,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.5555555555555556
You'll wind up flopping your hand back and forth like a fish on land.,a fish on land,fish,land,awkward,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 3, 2)","(3, 4, 3)",0.6666666666666666,0.8888888888888888,0.2222222222222222,0.0,False,0.2222222222222222,"{0: ['fish', 'land'], 1: ['fish', 'animal', 'land'], 2: ['fish', 'animal', 'land'], 3: ['fish', 'animal', 'land'], 4: ['fish', 'animal', 'land'], 5: ['fish', 'animal', 'land']}",['animal'],"['{""property"": ""helpless""}']","['{""property"": ""helplessness""}']","['{""property"": ""helpless""}']",{'property': 'helpless'},helpless,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556,{'property': 'helplessness'},helplessness,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556,{'property': 'helpless'},helpless,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556
"The barrier was raised, and by it perfect mountains had drifted and clouds of snow were whirling round like witches on broomsticks.",witches on broomsticks,witch,broomstick,flying,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 3, 4)","(4, 5, 3)",0.2222222222222222,0.8888888888888888,0.6666666666666666,0.1111111111111111,False,0.6666666666666666,"{0: ['witch', 'broomstick'], 1: ['broom', 'witch'], 2: ['broom', 'witch'], 3: ['broom', 'witch'], 4: ['broom', 'witch'], 5: ['broom', 'witch']}",['broom'],"['{""property"": ""flying""}']","['{""property"": ""mystical""}']","['{""property"": ""flight""}']",{'property': 'flying'},flying,0.8888888888888888,0.6666666666666666,0.0,0.6666666666666666,0.2222222222222222,{'property': 'mystical'},mystical,0.8888888888888888,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.0,{'property': 'flight'},flight,0.7777777777777778,0.6666666666666666,0.0,0.6666666666666666,0.11111111111111116
I was going to say it looks exactly like a dribble castle.,a dribble castle,castle,dribble,fragile,emergent,"(emergent, emergent, emergent)","(2, 5, 5)","(4, 4, 2)","(1, 1, 4)",0.8888888888888888,1.0,0.1111111111111111,0.0,False,0.1111111111111111,"{0: ['castle', 'dribble'], 1: ['dribble', 'castle'], 2: ['dribble', 'castle'], 3: ['dribble', 'castle'], 4: ['dribble', 'castle'], 5: ['dribble', 'castle']}",[],"['{""property"": ""imaginative""}']","['{""property"": ""imaginative""}']","['{""property"": ""imaginative""}']",{'property': 'imaginative'},imaginative,0.7777777777777778,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.2222222222222222,{'property': 'imaginative'},imaginative,0.7777777777777778,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.2222222222222222,{'property': 'imaginative'},imaginative,0.7777777777777778,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.2222222222222222
"A man still maintaining a visible egoism in a period of dominant altruism, would feel as uncomfortable as a man with a tail.",a man with a tail,man,tail,unnatural,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 1, 2)","(1, 5, 2)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.0,False,0.1111111111111111,"{0: ['man', 'tail'], 1: ['man', 'tail'], 2: ['man', 'tail'], 3: ['man', 'tail'], 4: ['man', 'tail'], 5: ['man', 'tail']}",[],"['{""property"": ""unexpected""}']","['{""property"": ""mythical""}']","['{""property"": ""peculiar""}']",{'property': 'unexpected'},unexpected,0.8888888888888888,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5555555555555556,{'property': 'mythical'},mythical,0.7777777777777778,0.0,0.0,0.0,0.7777777777777778,{'property': 'peculiar'},peculiar,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556
