sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_emergence,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt-4o_relevance,meta.toxicity,meta.gpt-4o_indiv_max,claude-3-5-sonnet-20241022_naive_0_generated_,claude-3-5-sonnet-20241022_naive_1_generated_,claude-3-5-sonnet-20241022_naive_2_generated_,claude-3-5-sonnet-20241022_naive_0_generated,claude-3-5-sonnet-20241022_naive_0_property,claude-3-5-sonnet-20241022_naive_0_combination_relevance,claude-3-5-sonnet-20241022_naive_0_root_relevance,claude-3-5-sonnet-20241022_naive_0_modifier_relevance,claude-3-5-sonnet-20241022_naive_0_indiv_max,claude-3-5-sonnet-20241022_naive_0_emergence,claude-3-5-sonnet-20241022_naive_1_generated,claude-3-5-sonnet-20241022_naive_1_property,claude-3-5-sonnet-20241022_naive_1_combination_relevance,claude-3-5-sonnet-20241022_naive_1_root_relevance,claude-3-5-sonnet-20241022_naive_1_modifier_relevance,claude-3-5-sonnet-20241022_naive_1_indiv_max,claude-3-5-sonnet-20241022_naive_1_emergence,claude-3-5-sonnet-20241022_naive_2_generated,claude-3-5-sonnet-20241022_naive_2_property,claude-3-5-sonnet-20241022_naive_2_combination_relevance,claude-3-5-sonnet-20241022_naive_2_root_relevance,claude-3-5-sonnet-20241022_naive_2_modifier_relevance,claude-3-5-sonnet-20241022_naive_2_indiv_max,claude-3-5-sonnet-20241022_naive_2_emergence
This is as subtle as a brick to the head is nonviolent.,a brick to the head,brick,head,forceful,emergent,"(emergent, component, emergent)","(5, 5, 4)","(4, 4, 1)","(2, 2, 1)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""concussion-inducing""}']","['{""property"": ""concussion-inducing""}']","['{""property"": ""concussion""}']",{'property': 'concussion-inducing'},concussion-inducing,0.8888888888888888,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.33333333333333326,{'property': 'concussion-inducing'},concussion-inducing,0.8888888888888888,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.33333333333333326,{'property': 'concussion'},concussion,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556
Joe and Elon walked deeper into the ship to find that all the doors slid open like supermarket doors as they approached.,supermarket doors,door,supermarket,automatic,emergent,"(component, emergent, emergent)","(4, 4, 4)","(3, 2, 2)","(2, 1, 3)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""automatic""}']","['{""property"": ""automatic""}']","['{""property"": ""automatic""}']",{'property': 'automatic'},automatic,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'automatic'},automatic,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'automatic'},automatic,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556
"They serve the Valar, the main god's, and the evil ones are basically like twisted archangels. ",twisted archangels,archangel,twist,evil,emergent,"(component, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(3, 3, 4)",0.0,0.3333333333333333,0.0,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""corrupted""}']","['{""property"": ""blasphemous""}']","['{""property"": ""fallen""}']",{'property': 'corrupted'},corrupted,0.7777777777777778,0.0,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'blasphemous'},blasphemous,0.7777777777777778,0.0,0.0,0.0,0.7777777777777778,{'property': 'fallen'},fallen,0.5555555555555556,0.0,0.0,0.0,0.5555555555555556
"It's basically like a handicapped spot, but doesn't carry the fine for parking in it if you are not expecting.",a handicapped spot,spot,handicapped,designate,emergent,"(component, emergent, emergent)","(5, 5, 4)","(4, 3, 3)","(3, 2, 3)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""reserved""}']","['{""property"": ""reserved""}']","['{""property"": ""reserved""}']",{'property': 'reserved'},reserved,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'reserved'},reserved,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'reserved'},reserved,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667
"Surely she was trapped there like a villager under ice, and she needed me to save her. ",a villager under ice,villager,ice,in need of rescue,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 4)","(4, 3, 5)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""preserved""}']","['{""property"": ""tragically preserved""}']","['{""property"": ""preserved""}']",{'property': 'preserved'},preserved,0.7777777777777778,0.3333333333333333,0.8888888888888888,0.8888888888888888,0.0,{'property': 'tragically preserved'},tragically preserved,0.5555555555555556,0.0,0.3333333333333333,0.3333333333333333,0.22222222222222227,{'property': 'preserved'},preserved,0.7777777777777778,0.3333333333333333,0.8888888888888888,0.8888888888888888,0.0
The first revival in Oroomiah seemed to burst forth like a fountain in the desert.,a fountain in the desert,fountain,desert,life,emergent,"(emergent, emergent, component)","(5, 5, 5)","(3, 4, 4)","(1, 2, 2)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""mirage-like""}']","['{""property"": ""mirage-like""}']","['{""property"": ""mirage""}']",{'property': 'mirage-like'},mirage-like,0.3333333333333333,0.1111111111111111,0.5555555555555556,0.5555555555555556,0.0,{'property': 'mirage-like'},mirage-like,0.3333333333333333,0.1111111111111111,0.5555555555555556,0.5555555555555556,0.0,{'property': 'mirage'},mirage,0.2222222222222222,0.0,0.5555555555555556,0.5555555555555556,0.0
He stood and looked as puzzled as a bee in a bottle.,a bee in a bottle,bee,bottle,trapped,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 2)","(5, 4, 4)",0.6666666666666666,0.8888888888888888,0.1111111111111111,0.2222222222222222,False,0.2222222222222222,"['{""property"": ""trapped""}']","['{""property"": ""trapped""}']","['{""property"": ""trapped""}']",{'property': 'trapped'},trapped,0.8888888888888888,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.6666666666666666,{'property': 'trapped'},trapped,0.8888888888888888,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.6666666666666666,{'property': 'trapped'},trapped,0.8888888888888888,0.1111111111111111,0.0,0.1111111111111111,0.7777777777777777
Almost like shattered glass.,shattered glass,glass,shatter,dangerous,emergent,"(component, emergent, emergent)","(5, 5, 5)","(3, 3, 2)","(4, 4, 4)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""hazardous""}']","['{""property"": ""dangerous""}']","['{""property"": ""dangerous""}']",{'property': 'hazardous'},hazardous,0.8888888888888888,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.11111111111111105,{'property': 'dangerous'},dangerous,0.6666666666666666,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.11111111111111105,{'property': 'dangerous'},dangerous,0.7777777777777778,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.2222222222222222
so he was trapped as surely as a firefly in a jar .,a firefly in a jar,firefly,jar,trapped,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 3, 1)","(4, 4, 2)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.2222222222222222,False,0.3333333333333333,"['{""property"": ""whimsical""}']","['{""property"": ""decorative""}']","['{""property"": ""trapped luminescence""}']",{'property': 'whimsical'},whimsical,0.7777777777777778,0.7777777777777778,0.0,0.7777777777777778,0.0,{'property': 'decorative'},decorative,0.7777777777777778,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.2222222222222222,{'property': 'trapped luminescence'},trapped luminescence,1.0,1.0,0.1111111111111111,1.0,0.0
"that thing was too goddamn heavy , and about as useful as a trapdoor on a canoe . ",a trapdoor on a canoe,trapdoor,canoe,unnecessary,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 2, 2)","(1, 2, 2)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""capsizable""}']","['{""property"": ""capsizeable""}']","['{""property"": ""destabilizing""}']",{'property': 'capsizable'},capsizable,0.0,0.3333333333333333,0.8888888888888888,0.8888888888888888,0.0,{'property': 'capsizeable'},capsizeable,0.0,0.0,0.7777777777777778,0.7777777777777778,0.0,{'property': 'destabilizing'},destabilizing,0.5555555555555556,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.0
A Government without people is as useful as a clock without power.,a clock without power,clock,power,useless,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 3, 1)","(1, 4, 1)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.0,False,0.1111111111111111,"['{""property"": ""decorative""}']","['{""property"": ""misleading""}']","['{""property"": ""misleading""}']",{'property': 'decorative'},decorative,0.7777777777777778,0.5555555555555556,0.0,0.5555555555555556,0.2222222222222222,{'property': 'misleading'},misleading,0.8888888888888888,0.1111111111111111,0.5555555555555556,0.5555555555555556,0.33333333333333326,{'property': 'misleading'},misleading,0.8888888888888888,0.2222222222222222,0.5555555555555556,0.5555555555555556,0.33333333333333326
"These impressive attributes however were not very necessary when talking to the general, his emotional responses were about as subtle as a truck to the face.",a truck to the face,truck,face,painful,emergent,"(component, emergent, emergent)","(5, 5, 5)","(4, 3, 3)","(4, 3, 4)",0.8888888888888888,1.0,0.0,0.1111111111111111,False,0.1111111111111111,"['{""property"": ""fatal""}']","['{""property"": ""devastating""}']","['{""property"": ""catastrophic""}']",{'property': 'fatal'},fatal,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667,{'property': 'devastating'},devastating,1.0,0.5555555555555556,0.0,0.5555555555555556,0.4444444444444444,{'property': 'catastrophic'},catastrophic,1.0,0.1111111111111111,0.0,0.1111111111111111,0.8888888888888888
"Striking his spurs deeply into his horse, and giving him bridle enough, the major seemed to shoot forward like a shell through the air.",a shell through the air,shell,air,projectile,emergent,"(emergent, component, emergent)","(5, 5, 5)","(4, 4, 4)","(3, 3, 2)",0.4444444444444444,1.0,0.5555555555555556,0.0,False,0.5555555555555556,"['{""property"": ""lethal""}']","['{""property"": ""whistling""}']","['{""property"": ""whistling""}']",{'property': 'lethal'},lethal,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888,{'property': 'whistling'},whistling,0.7777777777777778,0.0,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'whistling'},whistling,0.8888888888888888,0.0,0.3333333333333333,0.3333333333333333,0.5555555555555556
At SwaffhamonSea eligible bachelors were as rare as snow in summer.,snow in summer,snow,summer,uncommon,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 4, 2)","(2, 3, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""unusual""}']","['{""property"": ""unnatural""}']","['{""property"": ""abnormal""}']",{'property': 'unusual'},unusual,0.8888888888888888,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5555555555555556,{'property': 'unnatural'},unnatural,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888,{'property': 'abnormal'},abnormal,0.8888888888888888,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.7777777777777777
So the verse is saying that your most selfless and morally good act is as righteous as a used tampon.,a used tampon,tampon,use,undesirable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(4, 4, 1)",0.8888888888888888,1.0,0.1111111111111111,0.1111111111111111,False,0.1111111111111111,"['{""property"": ""biohazardous""}']","['{""property"": ""biohazardous""}']","['{""property"": ""biohazardous""}']",{'property': 'biohazardous'},biohazardous,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667,{'property': 'biohazardous'},biohazardous,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556,{'property': 'biohazardous'},biohazardous,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667
Glad you didnt splat like an insect in a windshield this time.,an insect in a windshield,insect,windshield,squished,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 3, 3)","(1, 4, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""distracting""}']","['{""property"": ""splattered""}']","['{""property"": ""hazardous for driving""}']",{'property': 'distracting'},distracting,0.3333333333333333,0.5555555555555556,0.1111111111111111,0.5555555555555556,0.0,{'property': 'splattered'},splattered,1.0,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.4444444444444444,{'property': 'hazardous for driving'},hazardous for driving,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0
"It may have been a bit before my time, but I still quite like the spaghetti tree",the spaghetti tree,tree,spaghetti,bizarre,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(2, 2, 2)","(4, 4, 4)",0.7777777777777778,1.0,0.1111111111111111,0.2222222222222222,False,0.2222222222222222,"['{""property"": ""deceptive""}']","['{""property"": ""impossible""}']","['{""property"": ""fictional""}']",{'property': 'deceptive'},deceptive,0.5555555555555556,0.0,0.0,0.0,0.5555555555555556,{'property': 'impossible'},impossible,1.0,0.0,0.0,0.0,1.0,{'property': 'fictional'},fictional,1.0,0.0,0.0,0.0,1.0
,automated checkouts,checkout,automate,replacing human employees,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 3, 2)","(5, 4, 4)",0.0,0.7777777777777778,0.3333333333333333,0.7777777777777778,False,0.7777777777777778,"['{""property"": ""dehumanizing""}']","['{""property"": ""job-threatening""}']","['{""property"": ""socially isolating""}']",{'property': 'dehumanizing'},dehumanizing,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.0,{'property': 'job-threatening'},job-threatening,0.6666666666666666,0.1111111111111111,0.7777777777777778,0.7777777777777778,0.0,{'property': 'socially isolating'},socially isolating,0.6666666666666666,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.11111111111111105
his face was as blank as a washed blackboard .,a washed blackboard,blackboard,washed,blank,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(4, 4, 4)","(2, 3, 3)",0.6666666666666667,1.0,0.3333333333333333,0.0,True,0.3333333333333333,"['{""property"": ""ineffective for writing""}']","['{""property"": ""ineffective""}']","['{""property"": ""ineffective""}']",{'property': 'ineffective for writing'},ineffective for writing,0.8888888888888888,0.0,1.0,1.0,0.0,{'property': 'ineffective'},ineffective,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.0,{'property': 'ineffective'},ineffective,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.0
"When last I saw you, you looked as dead as a beached dogfish.",a beached dogfish,dogfish,beach,lifeless,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 2, 2)","(1, 3, 2)",0.7777777777777777,0.8888888888888888,0.0,0.1111111111111111,False,0.1111111111111111,"['{""property"": ""stranded""}']","['{""property"": ""helpless""}']","['{""property"": ""stranded""}']",{'property': 'stranded'},stranded,0.8888888888888888,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.6666666666666666,{'property': 'helpless'},helpless,0.8888888888888888,0.2222222222222222,0.0,0.2222222222222222,0.6666666666666666,{'property': 'stranded'},stranded,0.8888888888888888,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.6666666666666666
But I know nothing about motorcycles so my opinion is probably as useful as a gun with zero bullets.,a gun with zero bullets,gun,bullet,useless,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 3)","(2, 3, 2)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.0,False,0.1111111111111111,"['{""property"": ""harmless""}']","['{""property"": ""harmless""}']","['{""property"": ""harmless""}']",{'property': 'harmless'},harmless,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888,{'property': 'harmless'},harmless,0.7777777777777778,0.0,0.0,0.0,0.7777777777777778,{'property': 'harmless'},harmless,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888
It is kind of like a needle in the haystack.,a needle in the haystack,needle,haystack,elusive,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(3, 1, 2)","(3, 1, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.2222222222222222,False,0.3333333333333333,"['{""property"": ""impossible to find""}']","['{""property"": ""impossible to find""}']","['{""property"": ""impossible to find""}']",{'property': 'impossible to find'},impossible to find,0.8888888888888888,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.5555555555555556,{'property': 'impossible to find'},impossible to find,0.8888888888888888,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.33333333333333326,{'property': 'impossible to find'},impossible to find,0.8888888888888888,0.5555555555555556,0.2222222222222222,0.5555555555555556,0.33333333333333326
"Moreover, snow is one of the chief natural productions of the country and without it Russia is as uninteresting as an orchard without fruit.",an orchard without fruit,orchard,fruit,barren,emergent,"(emergent, emergent, component)","(5, 5, 5)","(3, 3, 4)","(4, 5, 4)",0.8888888888888888,0.8888888888888888,0.0,0.0,False,0.0,"['{""property"": ""abandoned""}']","['{""property"": ""abandoned""}']","['{""property"": ""barren""}']",{'property': 'abandoned'},abandoned,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.22222222222222227,{'property': 'abandoned'},abandoned,0.5555555555555556,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.33333333333333337,{'property': 'barren'},barren,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888
his eyes were as black as the sky between stars .,the sky between stars,sky,star,empty,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(3, 3, 4)","(2, 2, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""mysterious""}']","['{""property"": ""mysterious""}']","['{""property"": ""loneliness""}']",{'property': 'mysterious'},mysterious,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.0,{'property': 'mysterious'},mysterious,0.7777777777777778,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.2222222222222222,{'property': 'loneliness'},loneliness,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.22222222222222227
"But, Jean objected, we're not in the least like people in a book.",people in a book,people,book,not real,emergent,"(emergent, emergent, emergent)","(4, 4, 5)","(1, 2, 1)","(1, 3, 1)",0.8888888888888888,1.0,0.0,0.1111111111111111,False,0.1111111111111111,"['{""property"": ""fictional""}']","['{""property"": ""fictional""}']","['{""property"": ""fictional""}']",{'property': 'fictional'},fictional,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'fictional'},fictional,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'fictional'},fictional,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666667
Sometimes drinking makes me about as bright as a burnt out lightbulb,a burnt out lightbulb,lightbulb,burn,not bright,emergent,"(emergent, component, emergent)","(5, 5, 5)","(3, 2, 4)","(4, 4, 5)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""disposable""}']","['{""property"": ""recyclable""}']","['{""property"": ""decorative""}']",{'property': 'disposable'},disposable,0.8888888888888888,0.3333333333333333,1.0,1.0,0.0,{'property': 'recyclable'},recyclable,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,{'property': 'decorative'},decorative,0.1111111111111111,0.3333333333333333,0.0,0.3333333333333333,0.0
"She will, sir, as sure as country eggs are eggs, which they mostly are, sir.",country eggs,egg,country,farm-fresh,emergent,"(component, emergent, emergent)","(5, 5, 5)","(5, 4, 4)","(5, 5, 3)",0.3333333333333332,0.8888888888888888,0.5555555555555556,0.3333333333333333,False,0.5555555555555556,"['{""property"": ""farm fresh""}']","['{""property"": ""homegrown""}']","['{""property"": ""farm fresh""}']",{'property': 'farm fresh'},farm fresh,0.8888888888888888,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.33333333333333326,{'property': 'homegrown'},homegrown,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'farm fresh'},farm fresh,0.8888888888888888,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.33333333333333326
,gloves on a chicken,glove,chicken,not useful,emergent,"(emergent, component, emergent)","(4, 5, 5)","(1, 4, 4)","(1, 4, 3)",0.5555555555555556,0.7777777777777778,0.0,0.2222222222222222,False,0.2222222222222222,"['{""property"": ""comical""}']","['{""property"": ""comical""}']","['{""property"": ""comical""}']",{'property': 'comical'},comical,0.7777777777777778,0.1111111111111111,0.5555555555555556,0.5555555555555556,0.2222222222222222,{'property': 'comical'},comical,0.7777777777777778,0.1111111111111111,0.5555555555555556,0.5555555555555556,0.2222222222222222,{'property': 'comical'},comical,0.7777777777777778,0.1111111111111111,0.5555555555555556,0.5555555555555556,0.2222222222222222
he looks about as relaxed as a wound spring .,a wound spring,spring,wound,tense,emergent,"(emergent, emergent, component)","(5, 5, 5)","(4, 4, 4)","(4, 4, 5)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""dangerous""}']","['{""property"": ""explosive""}']","['{""property"": ""potentially dangerous""}']",{'property': 'dangerous'},dangerous,0.3333333333333333,0.1111111111111111,0.5555555555555556,0.5555555555555556,0.0,{'property': 'explosive'},explosive,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,{'property': 'potentially dangerous'},potentially dangerous,0.3333333333333333,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.0
"An uncontrollable giggle erupts from me, spewing forth like a breaking dam. ",a breaking dam,dam,break,uncontrollable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 1, 2)","(5, 1, 4)",0.5555555555555556,0.8888888888888888,0.0,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""catastrophic""}']","['{""property"": ""catastrophic""}']","['{""property"": ""catastrophic""}']",{'property': 'catastrophic'},catastrophic,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'catastrophic'},catastrophic,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'catastrophic'},catastrophic,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556
The weapon is there like the sword in the stone .,the sword in the stone,sword,stone,legendary,emergent,"(emergent, component, emergent)","(4, 2, 5)","(3, 2, 3)","(2, 1, 2)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""prophetic""}']","['{""property"": ""destined""}']","['{""property"": ""legendary""}']",{'property': 'prophetic'},prophetic,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,{'property': 'destined'},destined,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556,{'property': 'legendary'},legendary,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667
Lol no we had almost like bleachers as desks so the seats behind would be also a foot above.,bleachers as desks,bleacher,desk,makeshift,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 2, 2)","(1, 3, 1)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.2222222222222222,False,0.3333333333333333,"['{""property"": ""uncomfortable""}']","['{""property"": ""uncomfortable""}']","['{""property"": ""uncomfortable""}']",{'property': 'uncomfortable'},uncomfortable,0.7777777777777778,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.11111111111111116,{'property': 'uncomfortable'},uncomfortable,0.7777777777777778,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.0,{'property': 'uncomfortable'},uncomfortable,0.7777777777777778,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.11111111111111116
She had turned towards him as irresistibly as the needle to the pole.,the needle to the pole,needle,pole,attract,emergent,"(2, emergent, emergent)","(4, 5, 5)","(1, 2, 2)","(2, 4, 1)",1.0,1.0,0.0,0.0,False,0.0,"['{""property"": ""magnetic""}']","['{""property"": ""directional""}']","['{""property"": ""magnetic""}']",{'property': 'magnetic'},magnetic,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'directional'},directional,1.0,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.4444444444444444,{'property': 'magnetic'},magnetic,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667
"Thirteen years ago I wrote, Socialism without democracy is as impossible as a shadow without light.",a shadow without light,shadow,light,contradictory,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 1, 2)","(4, 1, 1)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""impossible""}']","['{""property"": ""impossible""}']","['{""property"": ""nonexistent""}']",{'property': 'impossible'},impossible,1.0,0.0,0.0,0.0,1.0,{'property': 'impossible'},impossible,1.0,0.0,0.0,0.0,1.0,{'property': 'nonexistent'},nonexistent,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667
And you just lay there like a beached whale....,a beached whale,whale,beach,helpless,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 2)","(1, 3, 4)",0.6666666666666666,0.8888888888888888,0.2222222222222222,0.0,False,0.2222222222222222,"['{""property"": ""helpless""}']","['{""property"": ""helpless""}']","['{""property"": ""tragic""}']",{'property': 'helpless'},helpless,0.8888888888888888,0.2222222222222222,0.0,0.2222222222222222,0.6666666666666666,{'property': 'helpless'},helpless,0.8888888888888888,0.1111111111111111,0.0,0.1111111111111111,0.7777777777777777,{'property': 'tragic'},tragic,0.8888888888888888,0.1111111111111111,0.0,0.1111111111111111,0.7777777777777777
So the symbols of Romanticism became the realities of Bohemia after all that they symbolized was as lifeless as a cancelled banknote.,a cancelled banknote,banknote,cancel,worthless,emergent,"(component, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(5, 4, 5)",0.6666666666666667,1.0,0.0,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""worthless""}']","['{""property"": ""fraudulent""}']","['{""property"": ""fraudulent""}']",{'property': 'worthless'},worthless,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'fraudulent'},fraudulent,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,{'property': 'fraudulent'},fraudulent,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0
Often the solutions are not as important as the empathy for politicians.,the empathy for politicians,empathy,politician,low,emergent,"(emergent, emergent, emergent)","(3, 5, 4)","(2, 3, 2)","(3, 3, 3)",0.4444444444444445,0.7777777777777778,0.0,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""naive""}']","['{""property"": ""naive""}']","['{""property"": ""contradictory""}']",{'property': 'naive'},naive,0.6666666666666666,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.3333333333333333,{'property': 'naive'},naive,0.6666666666666666,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.3333333333333333,{'property': 'contradictory'},contradictory,0.7777777777777778,0.0,0.7777777777777778,0.7777777777777778,0.0
