sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_emergence,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt-4o_relevance,meta.toxicity,meta.gpt-4o_indiv_max,claude-3-5-sonnet-20241022_naive_0_generated_,claude-3-5-sonnet-20241022_naive_1_generated_,claude-3-5-sonnet-20241022_naive_2_generated_,claude-3-5-sonnet-20241022_naive_0_generated,claude-3-5-sonnet-20241022_naive_0_combination,claude-3-5-sonnet-20241022_naive_0_modifier,claude-3-5-sonnet-20241022_naive_0_combination_relevance,claude-3-5-sonnet-20241022_naive_0_modifier_relevance,claude-3-5-sonnet-20241022_naive_0_indiv_max,claude-3-5-sonnet-20241022_naive_0_emergence,claude-3-5-sonnet-20241022_naive_1_generated,claude-3-5-sonnet-20241022_naive_1_combination,claude-3-5-sonnet-20241022_naive_1_modifier,claude-3-5-sonnet-20241022_naive_1_combination_relevance,claude-3-5-sonnet-20241022_naive_1_modifier_relevance,claude-3-5-sonnet-20241022_naive_1_indiv_max,claude-3-5-sonnet-20241022_naive_1_emergence,claude-3-5-sonnet-20241022_naive_2_generated,claude-3-5-sonnet-20241022_naive_2_combination,claude-3-5-sonnet-20241022_naive_2_modifier,claude-3-5-sonnet-20241022_naive_2_combination_relevance,claude-3-5-sonnet-20241022_naive_2_modifier_relevance,claude-3-5-sonnet-20241022_naive_2_indiv_max,claude-3-5-sonnet-20241022_naive_2_emergence
"It's almost like polite smiles rather than, you know, real, robust, coming from your innersoul kind of a smile.",polite smiles,smile,polite,superficial,emergent,"(emergent, emergent, emergent)","(5, 5, 4)","(2, 3, 2)","(4, 4, 4)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""business smile"", ""modifier"": ""business""}']","['{""combination"": ""business smile"", ""modifier"": ""business""}']","['{""combination"": ""plastic smile"", ""modifier"": ""plastic""}']","{'combination': 'business smile', 'modifier': 'business'}",business smile,business,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.5555555555555556,"{'combination': 'business smile', 'modifier': 'business'}",business smile,business,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.5555555555555556,"{'combination': 'plastic smile', 'modifier': 'plastic'}",plastic smile,plastic,1.0,0.5555555555555556,0.5555555555555556,0.4444444444444444
He stood and looked as puzzled as a bee in a bottle.,a bee in a bottle,bee,bottle,trapped,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 2)","(5, 4, 4)",0.6666666666666666,0.8888888888888888,0.1111111111111111,0.2222222222222222,False,0.2222222222222222,"['{""combination"": ""glass bee"", ""modifier"": ""glass""}']","['{""combination"": ""plastic bee"", ""modifier"": ""plastic""}']","['{""combination"": ""glass bee"", ""modifier"": ""glass""}']","{'combination': 'glass bee', 'modifier': 'glass'}",glass bee,glass,0.5555555555555556,0.0,0.1111111111111111,0.4444444444444445,"{'combination': 'plastic bee', 'modifier': 'plastic'}",plastic bee,plastic,0.0,0.0,0.1111111111111111,0.0,"{'combination': 'glass bee', 'modifier': 'glass'}",glass bee,glass,0.3333333333333333,0.0,0.1111111111111111,0.2222222222222222
"Fanny's face was clean, and her hair was nicely brushed she did not look now like a child of the gutter.",a child of the gutter,child,gutter,underprivileged,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 3, 3)","(1, 5, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""orphan child"", ""modifier"": ""orphan""}']","['{""combination"": ""orphaned child"", ""modifier"": ""orphaned""}']","['{""combination"": ""foster child"", ""modifier"": ""foster""}']","{'combination': 'orphan child', 'modifier': 'orphan'}",orphan child,orphan,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.2222222222222222,"{'combination': 'orphaned child', 'modifier': 'orphaned'}",orphaned child,orphan,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.2222222222222222,"{'combination': 'foster child', 'modifier': 'foster'}",foster child,foster,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0
"james ' voice was as soft as the rustling of the leaves , and when i looked at him , i could see goose bumps standing out on his tanned legs .",the rustling of the leaves,rustling,leave,calm,emergent,"(emergent, emergent, emergent)","(3, 3, 3)","(2, 2, 1)","(1, 2, 2)",0.4444444444444445,0.5555555555555556,0.1111111111111111,0.1111111111111111,False,0.1111111111111111,"['{""combination"": ""distant rustling"", ""modifier"": ""distant""}']","['{""combination"": ""distant rustling"", ""modifier"": ""distant""}']","['{""combination"": ""distant rustling"", ""modifier"": ""distant""}']","{'combination': 'distant rustling', 'modifier': 'distant'}",distant rustling,distant,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'distant rustling', 'modifier': 'distant'}",distant rustling,distant,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'distant rustling', 'modifier': 'distant'}",distant rustling,distant,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
A Government without people is as useful as a clock without power.,a clock without power,clock,power,useless,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 3, 1)","(1, 4, 1)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.0,False,0.1111111111111111,"['{""combination"": ""wooden clock"", ""modifier"": ""wooden""}']","['{""combination"": ""wooden clock"", ""modifier"": ""wooden""}']","['{""combination"": ""plastic clock"", ""modifier"": ""plastic""}']","{'combination': 'wooden clock', 'modifier': 'wooden'}",wooden clock,wooden,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.1111111111111111,"{'combination': 'wooden clock', 'modifier': 'wooden'}",wooden clock,wooden,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.1111111111111111,"{'combination': 'plastic clock', 'modifier': 'plastic'}",plastic clock,plastic,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.1111111111111111
"My body was as tense as a wound up spring, and when one of the waiters reached for a gun it seemed like time slowed down.",a wound up spring,wound,spring,tense,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 3, 2)","(3, 5, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""battle wound"", ""modifier"": ""battle""}']","['{""combination"": ""fresh wound"", ""modifier"": ""fresh""}']","['{""combination"": ""open wound"", ""modifier"": ""open""}']","{'combination': 'battle wound', 'modifier': 'battle'}",battle wound,battle,0.5555555555555556,0.8888888888888888,0.8888888888888888,0.0,"{'combination': 'fresh wound', 'modifier': 'fresh'}",fresh wound,fresh,0.7777777777777778,0.0,0.3333333333333333,0.4444444444444445,"{'combination': 'open wound', 'modifier': 'open'}",open wound,open,0.3333333333333333,0.0,0.3333333333333333,0.0
More like things before the marathon.,things before the marathon,thing,marathon,preparatory,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(2, 1, 2)","(4, 2, 4)",0.2222222222222222,0.7777777777777778,0.3333333333333333,0.5555555555555556,False,0.5555555555555556,"['{""combination"": ""first thing"", ""modifier"": ""first""}']","['{""combination"": ""practice thing"", ""modifier"": ""practice""}']","['{""combination"": ""preliminary thing"", ""modifier"": ""preliminary""}']","{'combination': 'first thing', 'modifier': 'first'}",first thing,first,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0,"{'combination': 'practice thing', 'modifier': 'practice'}",practice thing,practice,0.7777777777777778,1.0,1.0,0.0,"{'combination': 'preliminary thing', 'modifier': 'preliminary'}",preliminary thing,preliminary,1.0,1.0,1.0,0.0
Glad you didnt splat like an insect in a windshield this time.,an insect in a windshield,insect,windshield,squished,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 3, 3)","(1, 4, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""flat insect"", ""modifier"": ""flat""}']","['{""combination"": ""flat insect"", ""modifier"": ""flat""}']","['{""combination"": ""flat insect"", ""modifier"": ""flat""}']","{'combination': 'flat insect', 'modifier': 'flat'}",flat insect,flat,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445,"{'combination': 'flat insect', 'modifier': 'flat'}",flat insect,flat,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445,"{'combination': 'flat insect', 'modifier': 'flat'}",flat insect,flat,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445
"The boy had hardly caught a glimpse of it before it vanished, gliding swiftly like an animal into the brush.",an animal into the brush,animal,brush,stealthy,emergent,"(emergent, emergent, component)","(5, 4, 5)","(4, 4, 4)","(3, 5, 4)",0.2222222222222222,0.5555555555555556,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""shadow animal"", ""modifier"": ""shadow""}']","['{""combination"": ""shadow animal"", ""modifier"": ""shadow""}']","['{""combination"": ""urban animal"", ""modifier"": ""urban""}']","{'combination': 'shadow animal', 'modifier': 'shadow'}",shadow animal,shadow,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,"{'combination': 'shadow animal', 'modifier': 'shadow'}",shadow animal,shadow,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,"{'combination': 'urban animal', 'modifier': 'urban'}",urban animal,urban,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
his face was as blank as a washed blackboard .,a washed blackboard,blackboard,washed,blank,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(4, 4, 4)","(2, 3, 3)",0.6666666666666667,1.0,0.3333333333333333,0.0,True,0.3333333333333333,"['{""combination"": ""erased blackboard"", ""modifier"": ""erased""}']","['{""combination"": ""wet blackboard"", ""modifier"": ""wet""}']","['{""combination"": ""new blackboard"", ""modifier"": ""new""}']","{'combination': 'erased blackboard', 'modifier': 'erased'}",erased blackboard,erase,1.0,0.8888888888888888,0.8888888888888888,0.11111111111111116,"{'combination': 'wet blackboard', 'modifier': 'wet'}",wet blackboard,wet,0.3333333333333333,0.0,0.3333333333333333,0.0,"{'combination': 'new blackboard', 'modifier': 'new'}",new blackboard,new,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666667
"When last I saw you, you looked as dead as a beached dogfish.",a beached dogfish,dogfish,beach,lifeless,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 2, 2)","(1, 3, 2)",0.7777777777777777,0.8888888888888888,0.0,0.1111111111111111,False,0.1111111111111111,"['{""combination"": ""wooden dogfish"", ""modifier"": ""wooden""}']","['{""combination"": ""plastic dogfish"", ""modifier"": ""plastic""}']","['{""combination"": ""plastic dogfish"", ""modifier"": ""plastic""}']","{'combination': 'wooden dogfish', 'modifier': 'wooden'}",wooden dogfish,wooden,1.0,0.8888888888888888,0.8888888888888888,0.11111111111111116,"{'combination': 'plastic dogfish', 'modifier': 'plastic'}",plastic dogfish,plastic,1.0,1.0,1.0,0.0,"{'combination': 'plastic dogfish', 'modifier': 'plastic'}",plastic dogfish,plastic,1.0,1.0,1.0,0.0
the memory was as unexpected as a snowstorm in july .,a snowstorm in july,snowstorm,july,surprising,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(2, 3, 3)","(1, 5, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.2222222222222222,False,0.3333333333333333,"['{""combination"": ""summer snowstorm"", ""modifier"": ""summer""}']","['{""combination"": ""summer snowstorm"", ""modifier"": ""summer""}']","['{""combination"": ""summer snowstorm"", ""modifier"": ""summer""}']","{'combination': 'summer snowstorm', 'modifier': 'summer'}",summer snowstorm,summer,0.8888888888888888,0.2222222222222222,0.3333333333333333,0.5555555555555556,"{'combination': 'summer snowstorm', 'modifier': 'summer'}",summer snowstorm,summer,0.8888888888888888,0.2222222222222222,0.3333333333333333,0.5555555555555556,"{'combination': 'summer snowstorm', 'modifier': 'summer'}",summer snowstorm,summer,0.8888888888888888,0.2222222222222222,0.3333333333333333,0.5555555555555556
"Moreover, snow is one of the chief natural productions of the country and without it Russia is as uninteresting as an orchard without fruit.",an orchard without fruit,orchard,fruit,barren,emergent,"(emergent, emergent, component)","(5, 5, 5)","(3, 3, 4)","(4, 5, 4)",0.8888888888888888,0.8888888888888888,0.0,0.0,False,0.0,"['{""combination"": ""winter orchard"", ""modifier"": ""winter""}']","['{""combination"": ""winter orchard"", ""modifier"": ""winter""}']","['{""combination"": ""winter orchard"", ""modifier"": ""winter""}']","{'combination': 'winter orchard', 'modifier': 'winter'}",winter orchard,winter,0.8888888888888888,0.6666666666666666,0.6666666666666666,0.2222222222222222,"{'combination': 'winter orchard', 'modifier': 'winter'}",winter orchard,winter,0.8888888888888888,0.6666666666666666,0.6666666666666666,0.2222222222222222,"{'combination': 'winter orchard', 'modifier': 'winter'}",winter orchard,winter,0.8888888888888888,0.6666666666666666,0.6666666666666666,0.2222222222222222
"But, Jean objected, we're not in the least like people in a book.",people in a book,people,book,not real,emergent,"(emergent, emergent, emergent)","(4, 4, 5)","(1, 2, 1)","(1, 3, 1)",0.8888888888888888,1.0,0.0,0.1111111111111111,False,0.1111111111111111,"['{""combination"": ""cartoon people"", ""modifier"": ""cartoon""}']","['{""combination"": ""digital people"", ""modifier"": ""digital""}']","['{""combination"": ""digital people"", ""modifier"": ""digital""}']","{'combination': 'cartoon people', 'modifier': 'cartoon'}",cartoon people,cartoon,1.0,1.0,1.0,0.0,"{'combination': 'digital people', 'modifier': 'digital'}",digital people,digital,1.0,0.7777777777777778,0.7777777777777778,0.2222222222222222,"{'combination': 'digital people', 'modifier': 'digital'}",digital people,digital,1.0,0.7777777777777778,0.7777777777777778,0.2222222222222222
Sometimes drinking makes me about as bright as a burnt out lightbulb,a burnt out lightbulb,lightbulb,burn,not bright,emergent,"(emergent, component, emergent)","(5, 5, 5)","(3, 2, 4)","(4, 4, 5)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""dusty lightbulb"", ""modifier"": ""dusty""}']","['{""combination"": ""cracked lightbulb"", ""modifier"": ""cracked""}']","['{""combination"": ""old lightbulb"", ""modifier"": ""old""}']","{'combination': 'dusty lightbulb', 'modifier': 'dusty'}",dusty lightbulb,dusty,0.6666666666666666,0.7777777777777778,0.7777777777777778,0.0,"{'combination': 'cracked lightbulb', 'modifier': 'cracked'}",cracked lightbulb,crack,1.0,0.0,0.3333333333333333,0.6666666666666667,"{'combination': 'old lightbulb', 'modifier': 'old'}",old lightbulb,old,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.11111111111111105
"rage shot through me , but it was as explosive as a wet fuse .",a wet fuse,fuse,wet,ineffective,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 3)","(4, 3, 4)",0.6666666666666667,1.0,0.1111111111111111,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""plastic fuse"", ""modifier"": ""plastic""}']","['{""combination"": ""plastic fuse"", ""modifier"": ""plastic""}']","['{""combination"": ""plastic fuse"", ""modifier"": ""plastic""}']","{'combination': 'plastic fuse', 'modifier': 'plastic'}",plastic fuse,plastic,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445,"{'combination': 'plastic fuse', 'modifier': 'plastic'}",plastic fuse,plastic,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445,"{'combination': 'plastic fuse', 'modifier': 'plastic'}",plastic fuse,plastic,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.5555555555555556
"She will, sir, as sure as country eggs are eggs, which they mostly are, sir.",country eggs,egg,country,farm-fresh,emergent,"(component, emergent, emergent)","(5, 5, 5)","(5, 4, 4)","(5, 5, 3)",0.3333333333333332,0.8888888888888888,0.5555555555555556,0.3333333333333333,False,0.5555555555555556,"['{""combination"": ""barn egg"", ""modifier"": ""barn""}']","['{""combination"": ""free range egg"", ""modifier"": ""free range""}']","['{""combination"": ""backyard egg"", ""modifier"": ""backyard""}']","{'combination': 'barn egg', 'modifier': 'barn'}",barn egg,barn,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0,"{'combination': 'free range egg', 'modifier': 'free range'}",free range egg,free,0.8888888888888888,0.3333333333333333,0.5555555555555556,0.33333333333333326,"{'combination': 'backyard egg', 'modifier': 'backyard'}",backyard egg,backyard,0.8888888888888888,0.3333333333333333,0.5555555555555556,0.33333333333333326
,gloves on a chicken,glove,chicken,not useful,emergent,"(emergent, component, emergent)","(4, 5, 5)","(1, 4, 4)","(1, 4, 3)",0.5555555555555556,0.7777777777777778,0.0,0.2222222222222222,False,0.2222222222222222,"['{""combination"": ""lace glove"", ""modifier"": ""lace""}']","['{""combination"": ""silk glove"", ""modifier"": ""silk""}']","['{""combination"": ""silk glove"", ""modifier"": ""silk""}']","{'combination': 'lace glove', 'modifier': 'lace'}",lace glove,lace,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227,"{'combination': 'silk glove', 'modifier': 'silk'}",silk glove,silk,0.3333333333333333,0.0,0.0,0.3333333333333333,"{'combination': 'silk glove', 'modifier': 'silk'}",silk glove,silk,0.2222222222222222,0.0,0.0,0.2222222222222222
he looks about as relaxed as a wound spring .,a wound spring,spring,wound,tense,emergent,"(emergent, emergent, component)","(5, 5, 5)","(4, 4, 4)","(4, 4, 5)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""coiled spring"", ""modifier"": ""coiled""}']","['{""combination"": ""steel spring"", ""modifier"": ""steel""}']","['{""combination"": ""loaded spring"", ""modifier"": ""loaded""}']","{'combination': 'coiled spring', 'modifier': 'coiled'}",coiled spring,coil,0.8888888888888888,0.5555555555555556,0.5555555555555556,0.33333333333333326,"{'combination': 'steel spring', 'modifier': 'steel'}",steel spring,steel,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445,"{'combination': 'loaded spring', 'modifier': 'loaded'}",loaded spring,load,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666667
"An uncontrollable giggle erupts from me, spewing forth like a breaking dam. ",a breaking dam,dam,break,uncontrollable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 1, 2)","(5, 1, 4)",0.5555555555555556,0.8888888888888888,0.0,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""cracked dam"", ""modifier"": ""cracked""}']","['{""combination"": ""broken dam"", ""modifier"": ""broken""}']","['{""combination"": ""cracking dam"", ""modifier"": ""cracking""}']","{'combination': 'cracked dam', 'modifier': 'cracked'}",cracked dam,crack,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.2222222222222222,"{'combination': 'broken dam', 'modifier': 'broken'}",broken dam,break,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.5555555555555556,"{'combination': 'cracking dam', 'modifier': 'cracking'}",cracking dam,crack,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.2222222222222222
"So many are lazy and as useful as soggy hammers, rainbows for the blind, football bats, Nick Cannons acting career, hearing protection for the deaf, swim cleats, skates for paraplegics, wet paper bags, sealion farts, balls on dildos, Nick Cannons rapping career, cinder block pillows, water knives, spicy tampons, triangular wheels, Nick Cannon as AGT host, reflectionless mirrors, spikes on steering wheels, Nick Cannons Drumline, porous condoms, or Macaulay Culkin after Home Alone.",soggy hammers,hammer,soggy,useless,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 1)","(4, 4, 4)",0.2222222222222222,0.7777777777777778,0.0,0.5555555555555556,False,0.5555555555555556,"['{""combination"": ""chocolate hammer"", ""modifier"": ""chocolate""}']","['{""combination"": ""plastic hammer"", ""modifier"": ""plastic""}']","['{""combination"": ""paper hammer"", ""modifier"": ""paper""}']","{'combination': 'chocolate hammer', 'modifier': 'chocolate'}",chocolate hammer,chocolate,0.8888888888888888,0.0,0.0,0.8888888888888888,"{'combination': 'plastic hammer', 'modifier': 'plastic'}",plastic hammer,plastic,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.6666666666666667,"{'combination': 'paper hammer', 'modifier': 'paper'}",paper hammer,paper,1.0,0.2222222222222222,0.2222222222222222,0.7777777777777778
"The official then asked the butcher privately, asked him about the story, he answered exactly like the wife's words.",the wife's words,word,wife,hurtful,emergent,"(emergent, emergent, component)","(4, 4, 4)","(2, 4, 3)","(3, 3, 3)",0.0,0.3333333333333333,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""sharp word"", ""modifier"": ""sharp""}']","['{""combination"": ""sharp word"", ""modifier"": ""sharp""}']","['{""combination"": ""careless word"", ""modifier"": ""careless""}']","{'combination': 'sharp word', 'modifier': 'sharp'}",sharp word,sharp,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.11111111111111116,"{'combination': 'sharp word', 'modifier': 'sharp'}",sharp word,sharp,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,"{'combination': 'careless word', 'modifier': 'careless'}",careless word,careless,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0
"If we declare Tennyson neither epic nor dramatic, but always lyric, adverse criticism melts away like snow in summer.",snow in summer,snow,summer,unexpected,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 3)","(4, 3, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.1111111111111111,False,0.3333333333333333,"['{""combination"": ""summer snow"", ""modifier"": ""summer""}']","['{""combination"": ""july snow"", ""modifier"": ""july""}']","['{""combination"": ""summer snow"", ""modifier"": ""summer""}']","{'combination': 'summer snow', 'modifier': 'summer'}",summer snow,summer,1.0,0.1111111111111111,0.3333333333333333,0.6666666666666667,"{'combination': 'july snow', 'modifier': 'july'}",july snow,july,0.8888888888888888,0.1111111111111111,0.3333333333333333,0.5555555555555556,"{'combination': 'summer snow', 'modifier': 'summer'}",summer snow,summer,1.0,0.1111111111111111,0.3333333333333333,0.6666666666666667
He clung there like a sloth to a branch.,a sloth to a branch,sloth,branch,clingy,emergent,"(emergent, component, emergent)","(5, 5, 5)","(1, 5, 4)","(1, 4, 3)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""baby sloth"", ""modifier"": ""baby""}']","['{""combination"": ""baby sloth"", ""modifier"": ""baby""}']","['{""combination"": ""lonely sloth"", ""modifier"": ""lonely""}']","{'combination': 'baby sloth', 'modifier': 'baby'}",baby sloth,baby,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.11111111111111105,"{'combination': 'baby sloth', 'modifier': 'baby'}",baby sloth,baby,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.11111111111111105,"{'combination': 'lonely sloth', 'modifier': 'lonely'}",lonely sloth,lonely,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0
"If you're get this uncomfortable about washing a cucumber, then you're sexuality is about as brittle as uncooked pasta.",uncooked pasta,pasta,uncooked,brittle,emergent,"(emergent, emergent, component)","(4, 5, 5)","(1, 2, 3)","(1, 4, 5)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""uncooked pasta"", ""modifier"": ""uncooked""}']","['{""combination"": ""uncooked pasta"", ""modifier"": ""uncooked""}']","['{""combination"": ""uncooked pasta"", ""modifier"": ""uncooked""}']","{'combination': 'uncooked pasta', 'modifier': 'uncooked'}",uncooked pasta,uncooked,0.8888888888888888,0.0,0.3333333333333333,0.5555555555555556,"{'combination': 'uncooked pasta', 'modifier': 'uncooked'}",uncooked pasta,uncooked,0.8888888888888888,0.0,0.3333333333333333,0.5555555555555556,"{'combination': 'uncooked pasta', 'modifier': 'uncooked'}",uncooked pasta,uncooked,0.8888888888888888,0.0,0.3333333333333333,0.5555555555555556
For a time they kept side by side but in the distance they were as separate as the two ends of the earth.,the two ends of the earth,end,earth,distant,emergent,"(2, emergent, emergent)","(1, 5, 5)","(2, 3, 3)","(1, 1, 4)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""future end"", ""modifier"": ""future""}']","['{""combination"": ""far end"", ""modifier"": ""far""}']","['{""combination"": ""summer end"", ""modifier"": ""summer""}']","{'combination': 'future end', 'modifier': 'future'}",future end,future,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.11111111111111105,"{'combination': 'far end', 'modifier': 'far'}",far end,far,0.8888888888888888,1.0,1.0,0.0,"{'combination': 'summer end', 'modifier': 'summer'}",summer end,summer,0.3333333333333333,0.0,0.3333333333333333,0.0
"Kings taste good, just like a bubblegum cigarette should!",a bubblegum cigarette,cigarette,bubblegum,pretend,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(2, 2, 2)","(3, 3, 3)",0.7777777777777778,1.0,0.2222222222222222,0.0,False,0.2222222222222222,"['{""combination"": ""chocolate cigarette"", ""modifier"": ""chocolate""}']","['{""combination"": ""chocolate cigarette"", ""modifier"": ""chocolate""}']","['{""combination"": ""chocolate cigarette"", ""modifier"": ""chocolate""}']","{'combination': 'chocolate cigarette', 'modifier': 'chocolate'}",chocolate cigarette,chocolate,0.8888888888888888,0.0,0.2222222222222222,0.6666666666666666,"{'combination': 'chocolate cigarette', 'modifier': 'chocolate'}",chocolate cigarette,chocolate,0.7777777777777778,0.0,0.2222222222222222,0.5555555555555556,"{'combination': 'chocolate cigarette', 'modifier': 'chocolate'}",chocolate cigarette,chocolate,0.7777777777777778,0.0,0.2222222222222222,0.5555555555555556
The cantonal or tribal magistrates were classified and arranged just like the magistrates of a municipality.,the magistrates of a municipality,magistrate,municipality,elected,emergent,"(emergent, component, emergent)","(5, 4, 4)","(3, 3, 4)","(4, 4, 3)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""municipal magistrate"", ""modifier"": ""municipal""}']","['{""combination"": ""local magistrate"", ""modifier"": ""local""}']","['{""combination"": ""city magistrate"", ""modifier"": ""city""}']","{'combination': 'municipal magistrate', 'modifier': 'municipal'}",municipal magistrate,municipal,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'local magistrate', 'modifier': 'local'}",local magistrate,local,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'city magistrate', 'modifier': 'city'}",city magistrate,city,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
"We saw, said Fuller afterwards, there was a gold mine in India, but it was as deep as the centre of the earth.",the centre of the earth,centre,earth,hot,emergent,"(emergent, emergent, component)","(5, 5, 5)","(2, 1, 1)","(3, 1, 3)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""trade centre"", ""modifier"": ""trade""}']","['{""combination"": ""desert centre"", ""modifier"": ""desert""}']","['{""combination"": ""desert centre"", ""modifier"": ""desert""}']","{'combination': 'trade centre', 'modifier': 'trade'}",trade centre,trade,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'desert centre', 'modifier': 'desert'}",desert centre,desert,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0,"{'combination': 'desert centre', 'modifier': 'desert'}",desert centre,desert,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0
