sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_emergence,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt-4o_relevance,meta.toxicity,meta.gpt-4o_indiv_max,gpt-4o_naive_0_generated_,gpt-4o_naive_1_generated_,gpt-4o_naive_2_generated_,gpt-4o_naive_0_generated,gpt-4o_naive_0_property,gpt-4o_naive_0_combination_relevance,gpt-4o_naive_0_root_relevance,gpt-4o_naive_0_modifier_relevance,gpt-4o_naive_0_indiv_max,gpt-4o_naive_0_emergence,gpt-4o_naive_1_generated,gpt-4o_naive_1_property,gpt-4o_naive_1_combination_relevance,gpt-4o_naive_1_root_relevance,gpt-4o_naive_1_modifier_relevance,gpt-4o_naive_1_indiv_max,gpt-4o_naive_1_emergence,gpt-4o_naive_2_generated,gpt-4o_naive_2_property,gpt-4o_naive_2_combination_relevance,gpt-4o_naive_2_root_relevance,gpt-4o_naive_2_modifier_relevance,gpt-4o_naive_2_indiv_max,gpt-4o_naive_2_emergence
Joe and Elon walked deeper into the ship to find that all the doors slid open like supermarket doors as they approached.,supermarket doors,door,supermarket,automatic,emergent,"(component, emergent, emergent)","(4, 4, 4)","(3, 2, 2)","(2, 1, 3)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""welcoming""}']","['{""property"": ""welcoming""}']","['{""property"": ""welcoming""}']",{'property': 'welcoming'},welcoming,0.7777777777777778,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.2222222222222222,{'property': 'welcoming'},welcoming,0.7777777777777778,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.2222222222222222,{'property': 'welcoming'},welcoming,0.7777777777777778,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.2222222222222222
"They serve the Valar, the main god's, and the evil ones are basically like twisted archangels. ",twisted archangels,archangel,twist,evil,emergent,"(component, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(3, 3, 4)",0.0,0.3333333333333333,0.0,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""chaotic""}']","['{""property"": ""chaotic""}']","['{""property"": ""chaotic""}']",{'property': 'chaotic'},chaotic,0.7777777777777778,0.2222222222222222,0.5555555555555556,0.5555555555555556,0.2222222222222222,{'property': 'chaotic'},chaotic,0.7777777777777778,0.2222222222222222,0.5555555555555556,0.5555555555555556,0.2222222222222222,{'property': 'chaotic'},chaotic,0.7777777777777778,0.1111111111111111,0.5555555555555556,0.5555555555555556,0.2222222222222222
"It's basically like a handicapped spot, but doesn't carry the fine for parking in it if you are not expecting.",a handicapped spot,spot,handicapped,designate,emergent,"(component, emergent, emergent)","(5, 5, 4)","(4, 3, 3)","(3, 2, 3)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""reserved""}']","['{""property"": ""reserved""}']","['{""property"": ""reserved""}']",{'property': 'reserved'},reserved,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'reserved'},reserved,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'reserved'},reserved,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667
"Surely she was trapped there like a villager under ice, and she needed me to save her. ",a villager under ice,villager,ice,in need of rescue,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 4)","(4, 3, 5)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""preserved""}']","['{""property"": ""preserved""}']","['{""property"": ""preserved""}']",{'property': 'preserved'},preserved,0.7777777777777778,0.3333333333333333,0.8888888888888888,0.8888888888888888,0.0,{'property': 'preserved'},preserved,0.7777777777777778,0.3333333333333333,0.8888888888888888,0.8888888888888888,0.0,{'property': 'preserved'},preserved,0.7777777777777778,0.3333333333333333,0.8888888888888888,0.8888888888888888,0.0
The first revival in Oroomiah seemed to burst forth like a fountain in the desert.,a fountain in the desert,fountain,desert,life,emergent,"(emergent, emergent, component)","(5, 5, 5)","(3, 4, 4)","(1, 2, 2)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""oasis-like""}']","['{""property"": ""oasis""}']","['{""property"": ""oasis-like""}']",{'property': 'oasis-like'},oasis-like,0.8888888888888888,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5555555555555556,{'property': 'oasis'},oasis,0.8888888888888888,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5555555555555556,{'property': 'oasis-like'},oasis-like,0.8888888888888888,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5555555555555556
He stood and looked as puzzled as a bee in a bottle.,a bee in a bottle,bee,bottle,trapped,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 2)","(5, 4, 4)",0.6666666666666666,0.8888888888888888,0.1111111111111111,0.2222222222222222,False,0.2222222222222222,"['{""property"": ""trapped""}']","['{""property"": ""trapped""}']","['{""property"": ""trapped""}']",{'property': 'trapped'},trapped,0.8888888888888888,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.6666666666666666,{'property': 'trapped'},trapped,0.8888888888888888,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.6666666666666666,{'property': 'trapped'},trapped,0.8888888888888888,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.6666666666666666
Almost like shattered glass.,shattered glass,glass,shatter,dangerous,emergent,"(component, emergent, emergent)","(5, 5, 5)","(3, 3, 2)","(4, 4, 4)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""dangerous""}']","['{""property"": ""dangerous""}']","['{""property"": ""dangerous""}']",{'property': 'dangerous'},dangerous,0.7777777777777778,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.2222222222222222,{'property': 'dangerous'},dangerous,0.7777777777777778,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.2222222222222222,{'property': 'dangerous'},dangerous,0.7777777777777778,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.2222222222222222
so he was trapped as surely as a firefly in a jar .,a firefly in a jar,firefly,jar,trapped,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 3, 1)","(4, 4, 2)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.2222222222222222,False,0.3333333333333333,"['{""property"": ""captivity""}']","['{""property"": ""captivity""}']","['{""property"": ""captivity""}']",{'property': 'captivity'},captivity,1.0,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'captivity'},captivity,1.0,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'captivity'},captivity,1.0,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.6666666666666667
"that thing was too goddamn heavy , and about as useful as a trapdoor on a canoe . ",a trapdoor on a canoe,trapdoor,canoe,unnecessary,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 2, 2)","(1, 2, 2)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""unexpected""}']","['{""property"": ""unexpected""}']","['{""property"": ""precarious""}']",{'property': 'unexpected'},unexpected,0.7777777777777778,0.7777777777777778,0.2222222222222222,0.7777777777777778,0.0,{'property': 'unexpected'},unexpected,0.7777777777777778,0.7777777777777778,0.2222222222222222,0.7777777777777778,0.0,{'property': 'precarious'},precarious,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0
A Government without people is as useful as a clock without power.,a clock without power,clock,power,useless,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 3, 1)","(1, 4, 1)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.0,False,0.1111111111111111,"['{""property"": ""silent""}']","['{""property"": ""silent""}']","['{""property"": ""silent""}']",{'property': 'silent'},silent,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'silent'},silent,1.0,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.6666666666666667,{'property': 'silent'},silent,1.0,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.6666666666666667
"These impressive attributes however were not very necessary when talking to the general, his emotional responses were about as subtle as a truck to the face.",a truck to the face,truck,face,painful,emergent,"(component, emergent, emergent)","(5, 5, 5)","(4, 3, 3)","(4, 3, 4)",0.8888888888888888,1.0,0.0,0.1111111111111111,False,0.1111111111111111,"['{""property"": ""catastrophic""}']","['{""property"": ""unexpected""}']","['{""property"": ""catastrophic""}']",{'property': 'catastrophic'},catastrophic,1.0,0.2222222222222222,0.0,0.2222222222222222,0.7777777777777778,{'property': 'unexpected'},unexpected,0.8888888888888888,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.6666666666666666,{'property': 'catastrophic'},catastrophic,1.0,0.2222222222222222,0.0,0.2222222222222222,0.7777777777777778
"Striking his spurs deeply into his horse, and giving him bridle enough, the major seemed to shoot forward like a shell through the air.",a shell through the air,shell,air,projectile,emergent,"(emergent, component, emergent)","(5, 5, 5)","(4, 4, 4)","(3, 3, 2)",0.4444444444444444,1.0,0.5555555555555556,0.0,False,0.5555555555555556,"['{""property"": ""projectile""}']","['{""property"": ""trajectory""}']","['{""property"": ""whistling""}']",{'property': 'projectile'},projectile,1.0,0.5555555555555556,0.0,0.5555555555555556,0.4444444444444444,{'property': 'trajectory'},trajectory,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667,{'property': 'whistling'},whistling,0.8888888888888888,0.0,0.3333333333333333,0.3333333333333333,0.5555555555555556
At SwaffhamonSea eligible bachelors were as rare as snow in summer.,snow in summer,snow,summer,uncommon,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 4, 2)","(2, 3, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""anomalous""}']","['{""property"": ""unexpected""}']","['{""property"": ""paradoxical""}']",{'property': 'anomalous'},anomalous,0.8888888888888888,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5555555555555556,{'property': 'unexpected'},unexpected,0.8888888888888888,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5555555555555556,{'property': 'paradoxical'},paradoxical,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888
So the verse is saying that your most selfless and morally good act is as righteous as a used tampon.,a used tampon,tampon,use,undesirable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(4, 4, 1)",0.8888888888888888,1.0,0.1111111111111111,0.1111111111111111,False,0.1111111111111111,"['{""property"": ""unsanitary""}']","['{""property"": ""unsanitary""}']","['{""property"": ""embarrassing""}']",{'property': 'unsanitary'},unsanitary,1.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'unsanitary'},unsanitary,1.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'embarrassing'},embarrassing,0.7777777777777778,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.4444444444444445
Glad you didnt splat like an insect in a windshield this time.,an insect in a windshield,insect,windshield,squished,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 3, 3)","(1, 4, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""splat""}']","['{""property"": ""splattered""}']","['{""property"": ""splattered""}']",{'property': 'splat'},splat,1.0,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.4444444444444444,{'property': 'splattered'},splattered,1.0,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.4444444444444444,{'property': 'splattered'},splattered,1.0,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.4444444444444444
"It may have been a bit before my time, but I still quite like the spaghetti tree",the spaghetti tree,tree,spaghetti,bizarre,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(2, 2, 2)","(4, 4, 4)",0.7777777777777778,1.0,0.1111111111111111,0.2222222222222222,False,0.2222222222222222,"['{""property"": ""mythical""}']","['{""property"": ""mythical""}']","['{""property"": ""mythical""}']",{'property': 'mythical'},mythical,1.0,0.0,0.0,0.0,1.0,{'property': 'mythical'},mythical,1.0,0.0,0.0,0.0,1.0,{'property': 'mythical'},mythical,1.0,0.0,0.0,0.0,1.0
,automated checkouts,checkout,automate,replacing human employees,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 3, 2)","(5, 4, 4)",0.0,0.7777777777777778,0.3333333333333333,0.7777777777777778,False,0.7777777777777778,"['{""property"": ""efficiency""}']","['{""property"": ""streamlined""}']","['{""property"": ""convenience""}']",{'property': 'efficiency'},efficiency,0.7777777777777778,0.5555555555555556,0.8888888888888888,0.8888888888888888,0.0,{'property': 'streamlined'},streamlined,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.7777777777777778,0.0,{'property': 'convenience'},convenience,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0
his face was as blank as a washed blackboard .,a washed blackboard,blackboard,washed,blank,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(4, 4, 4)","(2, 3, 3)",0.6666666666666667,1.0,0.3333333333333333,0.0,True,0.3333333333333333,"['{""property"": ""renewed""}']","['{""property"": ""ready""}']","['{""property"": ""reset""}']",{'property': 'renewed'},renewed,0.7777777777777778,0.2222222222222222,0.5555555555555556,0.5555555555555556,0.2222222222222222,{'property': 'ready'},ready,1.0,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.2222222222222222,{'property': 'reset'},reset,1.0,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.4444444444444444
"When last I saw you, you looked as dead as a beached dogfish.",a beached dogfish,dogfish,beach,lifeless,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 2, 2)","(1, 3, 2)",0.7777777777777777,0.8888888888888888,0.0,0.1111111111111111,False,0.1111111111111111,"['{""property"": ""vulnerable""}']","['{""property"": ""vulnerable""}']","['{""property"": ""vulnerability""}']",{'property': 'vulnerable'},vulnerable,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'vulnerable'},vulnerable,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'vulnerability'},vulnerability,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556
But I know nothing about motorcycles so my opinion is probably as useful as a gun with zero bullets.,a gun with zero bullets,gun,bullet,useless,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 3)","(2, 3, 2)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.0,False,0.1111111111111111,"['{""property"": ""harmless""}']","['{""property"": ""harmless""}']","['{""property"": ""ineffectiveness""}']",{'property': 'harmless'},harmless,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888,{'property': 'harmless'},harmless,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888,{'property': 'ineffectiveness'},ineffectiveness,1.0,0.1111111111111111,0.0,0.1111111111111111,0.8888888888888888
It is kind of like a needle in the haystack.,a needle in the haystack,needle,haystack,elusive,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(3, 1, 2)","(3, 1, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.2222222222222222,False,0.3333333333333333,"['{""property"": ""undetectable""}']","['{""property"": ""hard to find""}']","['{""property"": ""elusive""}']",{'property': 'undetectable'},undetectable,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'hard to find'},hard to find,0.8888888888888888,0.7777777777777778,0.2222222222222222,0.7777777777777778,0.11111111111111105,{'property': 'elusive'},elusive,0.8888888888888888,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.5555555555555556
"Moreover, snow is one of the chief natural productions of the country and without it Russia is as uninteresting as an orchard without fruit.",an orchard without fruit,orchard,fruit,barren,emergent,"(emergent, emergent, component)","(5, 5, 5)","(3, 3, 4)","(4, 5, 4)",0.8888888888888888,0.8888888888888888,0.0,0.0,False,0.0,"['{""property"": ""unproductive""}']","['{""property"": ""barren""}']","['{""property"": ""barren""}']",{'property': 'unproductive'},unproductive,0.8888888888888888,0.2222222222222222,0.0,0.2222222222222222,0.6666666666666666,{'property': 'barren'},barren,0.7777777777777778,0.1111111111111111,0.0,0.1111111111111111,0.6666666666666667,{'property': 'barren'},barren,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888
his eyes were as black as the sky between stars .,the sky between stars,sky,star,empty,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(3, 3, 4)","(2, 2, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""mystical""}']","['{""property"": ""infinite""}']","['{""property"": ""mystical""}']",{'property': 'mystical'},mystical,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.0,{'property': 'infinite'},infinite,0.7777777777777778,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.0,{'property': 'mystical'},mystical,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.0
"But, Jean objected, we're not in the least like people in a book.",people in a book,people,book,not real,emergent,"(emergent, emergent, emergent)","(4, 4, 5)","(1, 2, 1)","(1, 3, 1)",0.8888888888888888,1.0,0.0,0.1111111111111111,False,0.1111111111111111,"['{""property"": ""fictional""}']","['{""property"": ""fictional""}']","['{""property"": ""fictional""}']",{'property': 'fictional'},fictional,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'fictional'},fictional,0.8888888888888888,0.0,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'fictional'},fictional,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666667
Sometimes drinking makes me about as bright as a burnt out lightbulb,a burnt out lightbulb,lightbulb,burn,not bright,emergent,"(emergent, component, emergent)","(5, 5, 5)","(3, 2, 4)","(4, 4, 5)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""darkness""}']","['{""property"": ""darkness""}']","['{""property"": ""inoperative""}']",{'property': 'darkness'},darkness,0.7777777777777778,0.0,0.0,0.0,0.7777777777777778,{'property': 'darkness'},darkness,0.5555555555555556,0.0,0.0,0.0,0.5555555555555556,{'property': 'inoperative'},inoperative,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667
"She will, sir, as sure as country eggs are eggs, which they mostly are, sir.",country eggs,egg,country,farm-fresh,emergent,"(component, emergent, emergent)","(5, 5, 5)","(5, 4, 4)","(5, 5, 3)",0.3333333333333332,0.8888888888888888,0.5555555555555556,0.3333333333333333,False,0.5555555555555556,"['{""property"": ""rustic""}']","['{""property"": ""rustic""}']","['{""property"": ""rustic""}']",{'property': 'rustic'},rustic,0.7777777777777778,0.0,0.7777777777777778,0.7777777777777778,0.0,{'property': 'rustic'},rustic,0.7777777777777778,0.0,0.6666666666666666,0.6666666666666666,0.11111111111111116,{'property': 'rustic'},rustic,0.7777777777777778,0.0,0.5555555555555556,0.5555555555555556,0.2222222222222222
,gloves on a chicken,glove,chicken,not useful,emergent,"(emergent, component, emergent)","(4, 5, 5)","(1, 4, 4)","(1, 4, 3)",0.5555555555555556,0.7777777777777778,0.0,0.2222222222222222,False,0.2222222222222222,"['{""property"": ""humorous""}']","['{""property"": ""absurd""}']","['{""property"": ""quirky""}']",{'property': 'humorous'},humorous,0.7777777777777778,0.0,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'absurd'},absurd,0.7777777777777778,0.0,0.1111111111111111,0.1111111111111111,0.6666666666666667,{'property': 'quirky'},quirky,0.7777777777777778,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.4444444444444445
he looks about as relaxed as a wound spring .,a wound spring,spring,wound,tense,emergent,"(emergent, emergent, component)","(5, 5, 5)","(4, 4, 4)","(4, 4, 5)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""potential energy""}']","['{""property"": ""potential energy""}']","['{""property"": ""potential energy""}']",{'property': 'potential energy'},potential energy,0.8888888888888888,1.0,0.0,1.0,0.0,{'property': 'potential energy'},potential energy,0.8888888888888888,0.8888888888888888,0.0,0.8888888888888888,0.0,{'property': 'potential energy'},potential energy,0.8888888888888888,0.8888888888888888,0.0,0.8888888888888888,0.0
"An uncontrollable giggle erupts from me, spewing forth like a breaking dam. ",a breaking dam,dam,break,uncontrollable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 1, 2)","(5, 1, 4)",0.5555555555555556,0.8888888888888888,0.0,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""catastrophic""}']","['{""property"": ""catastrophic""}']","['{""property"": ""catastrophic""}']",{'property': 'catastrophic'},catastrophic,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'catastrophic'},catastrophic,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'catastrophic'},catastrophic,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556
The weapon is there like the sword in the stone .,the sword in the stone,sword,stone,legendary,emergent,"(emergent, component, emergent)","(4, 2, 5)","(3, 2, 3)","(2, 1, 2)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""legendary""}']","['{""property"": ""legendary""}']","['{""property"": ""legendary""}']",{'property': 'legendary'},legendary,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667,{'property': 'legendary'},legendary,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556,{'property': 'legendary'},legendary,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556
Lol no we had almost like bleachers as desks so the seats behind would be also a foot above.,bleachers as desks,bleacher,desk,makeshift,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 2, 2)","(1, 3, 1)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.2222222222222222,False,0.3333333333333333,"['{""property"": ""innovative""}']","['{""property"": ""unorthodox""}']","['{""property"": ""improvisational""}']",{'property': 'innovative'},innovative,0.5555555555555556,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.4444444444444445,{'property': 'unorthodox'},unorthodox,0.7777777777777778,0.1111111111111111,0.0,0.1111111111111111,0.6666666666666667,{'property': 'improvisational'},improvisational,0.7777777777777778,0.1111111111111111,0.0,0.1111111111111111,0.6666666666666667
She had turned towards him as irresistibly as the needle to the pole.,the needle to the pole,needle,pole,attract,emergent,"(2, emergent, emergent)","(4, 5, 5)","(1, 2, 2)","(2, 4, 1)",1.0,1.0,0.0,0.0,False,0.0,"['{""property"": ""directional""}']","['{""property"": ""guidance""}']","['{""property"": ""directional""}']",{'property': 'directional'},directional,1.0,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.4444444444444444,{'property': 'guidance'},guidance,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'directional'},directional,1.0,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.4444444444444444
"Thirteen years ago I wrote, Socialism without democracy is as impossible as a shadow without light.",a shadow without light,shadow,light,contradictory,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 1, 2)","(4, 1, 1)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""paradoxical""}']","['{""property"": ""paradoxical""}']","['{""property"": ""paradoxical""}']",{'property': 'paradoxical'},paradoxical,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'paradoxical'},paradoxical,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'paradoxical'},paradoxical,1.0,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.4444444444444444
And you just lay there like a beached whale....,a beached whale,whale,beach,helpless,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 2)","(1, 3, 4)",0.6666666666666666,0.8888888888888888,0.2222222222222222,0.0,False,0.2222222222222222,"['{""property"": ""monumental""}']","['{""property"": ""spectacle""}']","['{""property"": ""spectacle""}']",{'property': 'monumental'},monumental,0.7777777777777778,0.5555555555555556,0.2222222222222222,0.5555555555555556,0.2222222222222222,{'property': 'spectacle'},spectacle,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.2222222222222222,{'property': 'spectacle'},spectacle,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.2222222222222222
So the symbols of Romanticism became the realities of Bohemia after all that they symbolized was as lifeless as a cancelled banknote.,a cancelled banknote,banknote,cancel,worthless,emergent,"(component, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(5, 4, 5)",0.6666666666666667,1.0,0.0,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""curiosity""}']","['{""property"": ""intriguing""}']","['{""property"": ""novelty""}']",{'property': 'curiosity'},curiosity,0.3333333333333333,0.1111111111111111,0.0,0.1111111111111111,0.2222222222222222,{'property': 'intriguing'},intriguing,0.2222222222222222,0.3333333333333333,0.0,0.3333333333333333,0.0,{'property': 'novelty'},novelty,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.0
Often the solutions are not as important as the empathy for politicians.,the empathy for politicians,empathy,politician,low,emergent,"(emergent, emergent, emergent)","(3, 5, 4)","(2, 3, 2)","(3, 3, 3)",0.4444444444444445,0.7777777777777778,0.0,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""cynicism""}']","['{""property"": ""cynicism""}']","['{""property"": ""complexity""}']",{'property': 'cynicism'},cynicism,0.5555555555555556,0.0,0.6666666666666666,0.6666666666666666,0.0,{'property': 'cynicism'},cynicism,0.5555555555555556,0.0,0.6666666666666666,0.6666666666666666,0.0,{'property': 'complexity'},complexity,0.5555555555555556,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0
LOL a Jeep in the Qld Outback is as useful as tits on a bull.,tits on a bull,tit,bull,unnecessary,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 2)","(1, 4, 3)",0.6666666666666667,1.0,0.3333333333333333,0.2222222222222222,True,0.3333333333333333,"['{""property"": ""pointless""}']","['{""property"": ""pointless""}']","['{""property"": ""pointless""}']",{'property': 'pointless'},pointless,1.0,0.2222222222222222,0.0,0.2222222222222222,0.7777777777777778,{'property': 'pointless'},pointless,1.0,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.7777777777777778,{'property': 'pointless'},pointless,1.0,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.7777777777777778
Also sometimes snapbacks can look just as cuntish as beanies in the summer.,beanies in the summer,beanie,summer,impractical,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 3, 3)","(1, 5, 4)",0.5555555555555556,0.7777777777777778,0.2222222222222222,0.2222222222222222,False,0.2222222222222222,"['{""property"": ""uncomfortable""}']","['{""property"": ""uncomfortable""}']","['{""property"": ""uncomfortable""}']",{'property': 'uncomfortable'},uncomfortable,0.7777777777777778,0.2222222222222222,0.5555555555555556,0.5555555555555556,0.2222222222222222,{'property': 'uncomfortable'},uncomfortable,0.6666666666666666,0.2222222222222222,0.5555555555555556,0.5555555555555556,0.11111111111111105,{'property': 'uncomfortable'},uncomfortable,0.6666666666666666,0.1111111111111111,0.5555555555555556,0.5555555555555556,0.11111111111111105
