sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_emergence,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt-4o_relevance,meta.toxicity,meta.gpt-4o_indiv_max,Meta-Llama-3.1-70B-Instruct_multi_0_generated_,Meta-Llama-3.1-70B-Instruct_multi_1_generated_,Meta-Llama-3.1-70B-Instruct_multi_2_generated_
his eyes were as black as the sky between stars .,the sky between stars,sky,star,black,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 3, 4)","(1, 2, 1)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""stormy sky"", ""modifier"": ""stormy""}', '{""combination"": ""stormy sky"", ""modifier"": ""stormy""}', '{""combination"": ""stormy sky"", ""modifier"": ""stormy""}', '{""combination"": ""stormy sky"", ""modifier"": ""stormy""}', '{""combination"": ""stormy sky"", ""modifier"": ""stormy""}']","['{""combination"": ""stormy sky"", ""modifier"": ""stormy""}', '{""combination"": ""stormy sky"", ""modifier"": ""stormy""}', '{""combination"": ""stormy sky"", ""modifier"": ""stormy""}', '{""combination"": ""stormy sky"", ""modifier"": ""stormy""}', '{""combination"": ""stormy sky"", ""modifier"": ""stormy""}']","['{""combination"": ""stormy sky"", ""modifier"": ""stormy""}', '{""combination"": ""stormy sky"", ""modifier"": ""stormy""}', '{""combination"": ""stormy sky"", ""modifier"": ""stormy""}', '{""combination"": ""stormy sky"", ""modifier"": ""stormy""}', '{""combination"": ""stormy sky"", ""modifier"": ""stormy""}']"
the interior was as chilly as a meat locker .,a meat locker,locker,meat,very cold,emergent,"(emergent, component, emergent)","(5, 5, 5)","(2, 2, 3)","(4, 3, 2)",0.5555555555555556,0.8888888888888888,0.0,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""walk-in freezer locker"", ""modifier"": ""walk-in freezer""}', '{""combination"": ""walk-in freezer locker"", ""modifier"": ""walk-in freezer""}', '{""combination"": ""walk-in freezer locker"", ""modifier"": ""walk-in freezer""}', '{""combination"": ""walk-in freezer locker"", ""modifier"": ""walk-in freezer""}', '{""combination"": ""Arctic locker"", ""modifier"": ""Arctic""}']","['{""combination"": ""walk-in freezer locker"", ""modifier"": ""walk-in freezer""}', '{""combination"": ""metal locker"", ""modifier"": ""metal""}', '{""combination"": ""walk-in freezer locker"", ""modifier"": ""walk-in freezer""}', '{""combination"": ""walk-in freezer locker"", ""modifier"": ""walk-in freezer""}', '{""combination"": ""walk-in freezer locker"", ""modifier"": ""walk-in freezer""}']","['{""combination"": ""walk-in freezer locker"", ""modifier"": ""walk-in freezer""}', '{""combination"": ""refrigerated locker"", ""modifier"": ""refrigerated""}', '{""combination"": ""walk-in freezer locker"", ""modifier"": ""walk-in freezer""}', '{""combination"": ""arctic locker"", ""modifier"": ""arctic""}', '{""combination"": ""metal locker"", ""modifier"": ""metal""}']"
"eventually , the fantasy falls apart like a mansion without a foundation , and all thats left to do is to clean up the rubble . ",a mansion without a foundation,mansion,foundation,unstable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 2)","(1, 5, 4)",0.8888888888888888,1.0,0.1111111111111111,0.1111111111111111,False,0.1111111111111111,"['{""combination"": ""leaning mansion"", ""modifier"": ""leaning""}', '{""combination"": ""leaning mansion"", ""modifier"": ""leaning""}', '{""combination"": ""leaning mansion"", ""modifier"": ""leaning""}', '{""combination"": ""leaning mansion"", ""modifier"": ""leaning""}', '{""combination"": ""half-built mansion"", ""modifier"": ""half-built""}']","['{""combination"": ""leaning mansion"", ""modifier"": ""leaning""}', '{""combination"": ""leaning mansion"", ""modifier"": ""leaning""}', '{""combination"": ""half-built mansion"", ""modifier"": ""half-built""}', '{""combination"": ""leaning mansion"", ""modifier"": ""leaning""}', '{""combination"": ""leaning mansion"", ""modifier"": ""leaning""}']","['{""combination"": ""leaning mansion"", ""modifier"": ""leaning""}', '{""combination"": ""leaning mansion"", ""modifier"": ""leaning""}', '{""combination"": ""leaning mansion"", ""modifier"": ""leaning""}', '{""combination"": ""leaning mansion"", ""modifier"": ""leaning""}', '{""combination"": ""leaning mansion"", ""modifier"": ""leaning""}']"
But I know nothing about motorcycles so my opinion is probably as useful as a gun with zero bullets.,a gun with zero bullets,gun,bullet,ineffective,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(3, 2, 3)","(2, 1, 2)",0.8888888888888888,1.0,0.1111111111111111,0.0,False,0.1111111111111111,"['{""combination"": ""broken gun"", ""modifier"": ""broken""}', '{""combination"": ""toy gun"", ""modifier"": ""toy""}', '{""combination"": ""water gun"", ""modifier"": ""water""}', '{""combination"": ""broken gun"", ""modifier"": ""broken""}', '{""combination"": ""broken gun"", ""modifier"": ""broken""}']","['{""combination"": ""rusty gun"", ""modifier"": ""rusty""}', '{""combination"": ""broken gun"", ""modifier"": ""broken""}', '{""combination"": ""broken gun"", ""modifier"": ""broken""}', '{""combination"": ""broken gun"", ""modifier"": ""broken""}', '{""combination"": ""broken gun"", ""modifier"": ""broken""}']","['{""combination"": ""broken gun"", ""modifier"": ""broken""}', '{""combination"": ""toy gun"", ""modifier"": ""toy""}', '{""combination"": ""broken gun"", ""modifier"": ""broken""}', '{""combination"": ""toy gun"", ""modifier"": ""toy""}', '{""combination"": ""toy gun"", ""modifier"": ""toy""}']"
his tail was wagging as fast as a metronome out of control .,a metronome out of control,metronome,control,erratic,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 3, 2)","(5, 4, 3)",0.6666666666666667,0.7777777777777778,0.1111111111111111,0.1111111111111111,False,0.1111111111111111,"['{""combination"": ""broken metronome"", ""modifier"": ""broken""}', '{""combination"": ""broken metronome"", ""modifier"": ""broken""}', '{""combination"": ""broken metronome"", ""modifier"": ""broken""}', '{""combination"": ""broken metronome"", ""modifier"": ""broken""}', '{""combination"": ""broken metronome"", ""modifier"": ""broken""}']","['{""combination"": ""broken metronome"", ""modifier"": ""broken""}', '{""combination"": ""broken metronome"", ""modifier"": ""broken""}', '{""combination"": ""drunk metronome"", ""modifier"": ""drunk""}', '{""combination"": ""broken metronome"", ""modifier"": ""broken""}', '{""combination"": ""broken metronome"", ""modifier"": ""broken""}']","['{""combination"": ""broken metronome"", ""modifier"": ""broken""}', '{""combination"": ""broken metronome"", ""modifier"": ""broken""}', '{""combination"": ""drunken metronome"", ""modifier"": ""drunken""}', '{""combination"": ""broken metronome"", ""modifier"": ""broken""}', '{""combination"": ""broken metronome"", ""modifier"": ""broken""}']"
holds ears The sound of that cardboard brushing together is as bad as nails on a chalkboard!,nails on a chalkboard,nail,chalkboard,unpleasant,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 3)","(4, 3, 4)",0.6666666666666667,1.0,0.2222222222222222,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""rusty nail"", ""modifier"": ""rusty""}', '{""combination"": ""rusty nail"", ""modifier"": ""rusty""}', '{""combination"": ""rusty nail"", ""modifier"": ""rusty""}', '{""combination"": ""rusty nail"", ""modifier"": ""rusty""}', '{""combination"": ""rusty nail"", ""modifier"": ""rusty""}']","['{""combination"": ""rusty nail"", ""modifier"": ""rusty""}', '{""combination"": ""rusty nail"", ""modifier"": ""rusty""}', '{""combination"": ""rusty nail"", ""modifier"": ""rusty""}', '{""combination"": ""rusty nail"", ""modifier"": ""rusty""}', '{""combination"": ""rusty nail"", ""modifier"": ""rusty""}']","['{""combination"": ""rusty nail"", ""modifier"": ""rusty""}', '{""combination"": ""rusty nail"", ""modifier"": ""rusty""}', '{""combination"": ""rusty nail"", ""modifier"": ""rusty""}', '{""combination"": ""rusty nail"", ""modifier"": ""rusty""}', '{""combination"": ""rusty nail"", ""modifier"": ""rusty""}']"
She jabs them with her stinger and he goes as limp as a boned fish!,a boned fish,fish,boned,lifeless,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(2, 1, 2)","(4, 1, 4)",0.6666666666666667,1.0,0.0,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""dead fish"", ""modifier"": ""dead""}', '{""combination"": ""dead fish"", ""modifier"": ""dead""}', '{""combination"": ""dead fish"", ""modifier"": ""dead""}', '{""combination"": ""dead fish"", ""modifier"": ""dead""}', '{""combination"": ""frozen fish"", ""modifier"": ""frozen""}']","['{""combination"": ""frozen fish"", ""modifier"": ""frozen""}', '{""combination"": ""frozen fish"", ""modifier"": ""frozen""}', '{""combination"": ""frozen fish"", ""modifier"": ""frozen""}', '{""combination"": ""dead fish"", ""modifier"": ""dead""}', '{""combination"": ""dead fish"", ""modifier"": ""dead""}']","['{""combination"": ""frozen fish"", ""modifier"": ""frozen""}', '{""combination"": ""dead fish"", ""modifier"": ""dead""}', '{""combination"": ""dead fish"", ""modifier"": ""dead""}', '{""combination"": ""frozen fish"", ""modifier"": ""frozen""}', '{""combination"": ""frozen fish"", ""modifier"": ""frozen""}']"
,a brick through a window,brick,window,destructive,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 4, 4)","(2, 4, 3)",0.6666666666666666,0.8888888888888888,0.2222222222222222,0.0,False,0.2222222222222222,"['{""combination"": ""exploding brick"", ""modifier"": ""exploding""}', '{""combination"": ""exploding brick"", ""modifier"": ""exploding""}', '{""combination"": ""exploding brick"", ""modifier"": ""exploding""}', '{""combination"": ""exploding brick"", ""modifier"": ""exploding""}', '{""combination"": ""exploding brick"", ""modifier"": ""exploding""}']","['{""combination"": ""exploding brick"", ""modifier"": ""exploding""}', '{""combination"": ""exploding brick"", ""modifier"": ""exploding""}', '{""combination"": ""exploding brick"", ""modifier"": ""exploding""}', '{""combination"": ""exploding brick"", ""modifier"": ""exploding""}', '{""combination"": ""exploding brick"", ""modifier"": ""exploding""}']","['{""combination"": ""exploding brick"", ""modifier"": ""exploding""}', '{""combination"": ""exploding brick"", ""modifier"": ""exploding""}', '{""combination"": ""exploding brick"", ""modifier"": ""exploding""}', '{""combination"": ""exploding brick"", ""modifier"": ""exploding""}', '{""combination"": ""exploding brick"", ""modifier"": ""exploding""}']"
Was he hollow like a chocolate bunny?,a chocolate bunny,bunny,chocolate,hollow,emergent,"(emergent, component, emergent)","(5, 5, 5)","(2, 3, 2)","(4, 4, 2)",0.7777777777777777,0.8888888888888888,0.0,0.1111111111111111,False,0.1111111111111111,"['{""combination"": ""stuffed bunny"", ""modifier"": ""stuffed""}', '{""combination"": ""stuffed bunny"", ""modifier"": ""stuffed""}', '{""combination"": ""stuffed bunny"", ""modifier"": ""stuffed""}', '{""combination"": ""stuffed bunny"", ""modifier"": ""stuffed""}', '{""combination"": ""stuffed bunny"", ""modifier"": ""stuffed""}']","['{""combination"": ""wooden bunny"", ""modifier"": ""wooden""}', '{""combination"": ""stuffed bunny"", ""modifier"": ""stuffed""}', '{""combination"": ""stuffed bunny"", ""modifier"": ""stuffed""}', '{""combination"": ""stuffed bunny"", ""modifier"": ""stuffed""}', '{""combination"": ""stuffed bunny"", ""modifier"": ""stuffed""}']","['{""combination"": ""stuffed bunny"", ""modifier"": ""stuffed""}', '{""combination"": ""stuffed bunny"", ""modifier"": ""stuffed""}', '{""combination"": ""stuffed bunny"", ""modifier"": ""stuffed""}', '{""combination"": ""stuffed bunny"", ""modifier"": ""stuffed""}', '{""combination"": ""stuffed bunny"", ""modifier"": ""stuffed""}']"
"The block is shaped rather like a slice of cake , with its narrow point on Seven Dials and the two sides radiating outwards .",a slice of cake,slice,cake,wedge,emergent,"(component, emergent, emergent)","(5, 5, 4)","(4, 5, 5)","(2, 1, 2)",0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""pizza slice"", ""modifier"": ""pizza""}', '{""combination"": ""pizza slice"", ""modifier"": ""pizza""}', '{""combination"": ""pizza slice"", ""modifier"": ""pizza""}', '{""combination"": ""pizza slice"", ""modifier"": ""pizza""}', '{""combination"": ""pizza slice"", ""modifier"": ""pizza""}']","['{""combination"": ""pizza slice"", ""modifier"": ""pizza""}', '{""combination"": ""pizza slice"", ""modifier"": ""pizza""}', '{""combination"": ""pizza slice"", ""modifier"": ""pizza""}', '{""combination"": ""pie slice"", ""modifier"": ""pie""}', '{""combination"": ""pizza slice"", ""modifier"": ""pizza""}']","['{""combination"": ""pizza slice"", ""modifier"": ""pizza""}', '{""combination"": ""pizza slice"", ""modifier"": ""pizza""}', '{""combination"": ""pizza slice"", ""modifier"": ""pizza""}', '{""combination"": ""pizza slice"", ""modifier"": ""pizza""}', '{""combination"": ""wedge slice of pizza"", ""modifier"": ""of pizza""}']"
"I throw it away like a blade of grass, and so far from lamenting, I feel rather as if I had been born again.",a blade of grass,blade,grass,unimportant,emergent,"(emergent, emergent, emergent)","(4, 3, 3)","(1, 1, 1)","(1, 2, 2)",0.2222222222222222,0.5555555555555556,0.1111111111111111,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""dull blade"", ""modifier"": ""dull""}', '{""combination"": ""dull blade"", ""modifier"": ""dull""}', '{""combination"": ""dull blade"", ""modifier"": ""dull""}', '{""combination"": ""dull blade"", ""modifier"": ""dull""}', '{""combination"": ""dull blade"", ""modifier"": ""dull""}']","['{""combination"": ""dull blade"", ""modifier"": ""dull""}', '{""combination"": ""dull blade"", ""modifier"": ""dull""}', '{""combination"": ""dull blade"", ""modifier"": ""dull""}', '{""combination"": ""dull blade"", ""modifier"": ""dull""}', '{""combination"": ""dull blade"", ""modifier"": ""dull""}']","['{""combination"": ""dull blade"", ""modifier"": ""dull""}', '{""combination"": ""dull blade"", ""modifier"": ""dull""}', '{""combination"": ""dull blade"", ""modifier"": ""dull""}', '{""combination"": ""dull blade"", ""modifier"": ""dull""}', '{""combination"": ""dull blade"", ""modifier"": ""dull""}']"
"Much like the Dutch cartoons, the radical elements in the middle east took something fairly harmless, distorted and outright lied about it and used it as a cover to commit murder and strengthen their own political power.",the Dutch cartoons,cartoon,dutch,controversial,emergent,"(emergent, component, emergent)","(4, 2, 4)","(3, 4, 2)","(2, 2, 2)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""racist cartoon"", ""modifier"": ""racist""}', '{""combination"": ""adult cartoon"", ""modifier"": ""adult""}', '{""combination"": ""racist cartoon"", ""modifier"": ""racist""}', '{""combination"": ""adult cartoon"", ""modifier"": ""adult""}', '{""combination"": ""adult cartoon"", ""modifier"": ""adult""}']","['{""combination"": ""adult cartoon"", ""modifier"": ""adult""}', '{""combination"": ""blasphemous cartoon"", ""modifier"": ""blasphemous""}', '{""combination"": ""adult cartoon"", ""modifier"": ""adult""}', '{""combination"": ""racist cartoon"", ""modifier"": ""racist""}', '{""combination"": ""offensive cartoon"", ""modifier"": ""offensive""}']","['{""combination"": ""racist cartoon"", ""modifier"": ""racist""}', '{""combination"": ""political cartoon"", ""modifier"": ""political""}', '{""combination"": ""racist cartoon"", ""modifier"": ""racist""}', '{""combination"": ""adult cartoon"", ""modifier"": ""adult""}', '{""combination"": ""adult cartoon"", ""modifier"": ""adult""}']"
"christina was nice enough , but her brain often seemed about as functional as a cardboard lifeboat . ",a cardboard lifeboat,lifeboat,cardboard,not functional,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 4, 2)","(5, 4, 4)",0.6666666666666667,1.0,0.1111111111111111,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""deflated lifeboat"", ""modifier"": ""deflated""}', '{""combination"": ""deflated lifeboat"", ""modifier"": ""deflated""}', '{""combination"": ""damaged lifeboat"", ""modifier"": ""damaged""}', '{""combination"": ""rusty lifeboat"", ""modifier"": ""rusty""}', '{""combination"": ""sunken lifeboat"", ""modifier"": ""sunken""}']","['{""combination"": ""sinking lifeboat"", ""modifier"": ""sinking""}', '{""combination"": ""abandoned lifeboat"", ""modifier"": ""abandoned""}', '{""combination"": ""sunken lifeboat"", ""modifier"": ""sunken""}', '{""combination"": ""deflated lifeboat"", ""modifier"": ""deflated""}', '{""combination"": ""wrecked lifeboat"", ""modifier"": ""wrecked""}']","['{""combination"": ""sunken lifeboat"", ""modifier"": ""sunken""}', '{""combination"": ""deflated lifeboat"", ""modifier"": ""deflated""}', '{""combination"": ""deflated lifeboat"", ""modifier"": ""deflated""}', '{""combination"": ""sunken lifeboat"", ""modifier"": ""sunken""}', '{""combination"": ""rusty lifeboat"", ""modifier"": ""rusty""}']"
The software is almost like a side consideration.,a side consideration,consideration,side,minor,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(2, 3, 3)","(4, 4, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""initial consideration"", ""modifier"": ""initial""}', '{""combination"": ""initial consideration"", ""modifier"": ""initial""}', '{""combination"": ""initial consideration"", ""modifier"": ""initial""}', '{""combination"": ""initial consideration"", ""modifier"": ""initial""}', '{""combination"": ""initial consideration"", ""modifier"": ""initial""}']","['{""combination"": ""token consideration"", ""modifier"": ""token""}', '{""combination"": ""initial consideration"", ""modifier"": ""initial""}', '{""combination"": ""initial consideration"", ""modifier"": ""initial""}', '{""combination"": ""token consideration"", ""modifier"": ""token""}', '{""combination"": ""initial consideration"", ""modifier"": ""initial""}']","['{""combination"": ""token consideration"", ""modifier"": ""token""}', '{""combination"": ""initial consideration"", ""modifier"": ""initial""}', '{""combination"": ""secondary consideration"", ""modifier"": ""secondary""}', '{""combination"": ""token consideration"", ""modifier"": ""token""}', '{""combination"": ""initial consideration"", ""modifier"": ""initial""}']"
"If I suddenly became famous over night about as likely as pigs flying I wouldn't need to ask who told what, I'd know based on their personalities.",pigs flying,pig,fly,impossible,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 1)","(1, 3, 1)",1.0,1.0,0.0,0.0,False,0.0,"['{""combination"": ""dead pig"", ""modifier"": ""dead""}', '{""combination"": ""stone pig"", ""modifier"": ""stone""}', '{""combination"": ""flying pig"", ""modifier"": ""flying""}', '{""combination"": ""stone pig"", ""modifier"": ""stone""}', '{""combination"": ""flying pig"", ""modifier"": ""flying""}']","['{""combination"": ""flying pig"", ""modifier"": ""flying""}', '{""combination"": ""flying pig"", ""modifier"": ""flying""}', '{""combination"": ""flying pig"", ""modifier"": ""flying""}', '{""combination"": ""flying pig"", ""modifier"": ""flying""}', '{""combination"": ""flying pig"", ""modifier"": ""flying""}']","['{""combination"": ""pregnant male pig"", ""modifier"": ""pregnant male""}', '{""combination"": ""flying pig"", ""modifier"": ""flying""}', '{""combination"": ""flying pig"", ""modifier"": ""flying""}', '{""combination"": ""flying pig"", ""modifier"": ""flying""}', '{""combination"": ""flying pig"", ""modifier"": ""flying""}']"
"The excitement of chasing something evaporated away like the Martian atmosphere, slowly and over billions of years, as Reginald tried to make sense of his brand new a pearly white situation.","the Martian atmosphere,",atmosphere,martian,thin,emergent,"(component, emergent, emergent)","(5, 5, 5)","(4, 4, 4)","(2, 3, 3)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""high-altitude atmosphere"", ""modifier"": ""high-altitude""}', '{""combination"": ""mountain atmosphere"", ""modifier"": ""mountain""}', '{""combination"": ""high-altitude atmosphere"", ""modifier"": ""high-altitude""}', '{""combination"": ""high-altitude atmosphere"", ""modifier"": ""high-altitude""}', '{""combination"": ""high-altitude atmosphere"", ""modifier"": ""high-altitude""}']","['{""combination"": ""high-altitude atmosphere"", ""modifier"": ""high-altitude""}', '{""combination"": ""high-altitude atmosphere"", ""modifier"": ""high-altitude""}', '{""combination"": ""high-altitude atmosphere"", ""modifier"": ""high-altitude""}', '{""combination"": ""high-altitude atmosphere"", ""modifier"": ""high-altitude""}', '{""combination"": ""high-altitude atmosphere"", ""modifier"": ""high-altitude""}']","['{""combination"": ""high-altitude atmosphere"", ""modifier"": ""high-altitude""}', '{""combination"": ""high-altitude atmosphere"", ""modifier"": ""high-altitude""}', '{""combination"": ""high-altitude atmosphere"", ""modifier"": ""high-altitude""}', '{""combination"": ""mountainous atmosphere"", ""modifier"": ""mountainous""}', '{""combination"": ""high-altitude atmosphere"", ""modifier"": ""high-altitude""}']"
"He then discovered that he was in a gallery at the end of the great old hall, but raised as high as the capitals of the columns, and below him a strange sight presented itself by the faint light which reigned in the hall.",the capitals of the columns,capital,column,ornate,emergent,"(component, emergent, emergent)","(5, 4, 5)","(4, 1, 3)","(3, 2, 4)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,True,0.3333333333333333,"['{""combination"": ""Victorian capital"", ""modifier"": ""Victorian""}', '{""combination"": ""Victorian capital"", ""modifier"": ""Victorian""}', '{""combination"": ""Victorian capital"", ""modifier"": ""Victorian""}', '{""combination"": ""Victorian capital"", ""modifier"": ""Victorian""}', '{""combination"": ""Victorian capital"", ""modifier"": ""Victorian""}']","['{""combination"": ""Victorian capital"", ""modifier"": ""Victorian""}', '{""combination"": ""Victorian capital"", ""modifier"": ""Victorian""}', '{""combination"": ""Victorian capital"", ""modifier"": ""Victorian""}', '{""combination"": ""baroque capital"", ""modifier"": ""baroque""}', '{""combination"": ""Victorian capital"", ""modifier"": ""Victorian""}']","['{""combination"": ""Victorian capital"", ""modifier"": ""Victorian""}', '{""combination"": ""Victorian capital"", ""modifier"": ""Victorian""}', '{""combination"": ""Victorian capital"", ""modifier"": ""Victorian""}', '{""combination"": ""Victorian capital"", ""modifier"": ""Victorian""}', '{""combination"": ""Victorian capital"", ""modifier"": ""Victorian""}']"
"the surge of sorrow was a tidal force , as inescapable as the pull of the moon .",the pull of the moon,pull,moon,inescapable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 4, 4)","(3, 3, 3)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""irresistible pull"", ""modifier"": ""irresistible""}', '{""combination"": ""irresistible pull"", ""modifier"": ""irresistible""}', '{""combination"": ""irresistible pull"", ""modifier"": ""irresistible""}', '{""combination"": ""irresistible pull"", ""modifier"": ""irresistible""}', '{""combination"": ""irresistible pull"", ""modifier"": ""irresistible""}']","['{""combination"": ""irresistible pull"", ""modifier"": ""irresistible""}', '{""combination"": ""irresistible pull"", ""modifier"": ""irresistible""}', '{""combination"": ""irresistible pull"", ""modifier"": ""irresistible""}', '{""combination"": ""inescapable pull"", ""modifier"": ""irresistible""}', '{""combination"": ""irresistible pull"", ""modifier"": ""irresistible""}']","['{""combination"": ""irresistible pull"", ""modifier"": ""irresistible""}', '{""combination"": ""irresistible pull"", ""modifier"": ""irresistible""}', '{""combination"": ""irresistible pull"", ""modifier"": ""irresistible""}', '{""combination"": ""irresistible pull"", ""modifier"": ""irresistible""}', '{""combination"": ""irresistible pull"", ""modifier"": ""irresistible""}']"
"Your face was as red as a setting sun, and you were full of experiencesa fulness that did not in the slightest impair your appetite.",a setting sun,sun,set,colorful,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 3, 3)","(5, 3, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""setting sun"", ""modifier"": ""setting""}', '{""combination"": ""setting sun"", ""modifier"": ""setting""}', '{""combination"": ""sunset"", ""modifier"": ""set""}', '{""combination"": ""setting sun"", ""modifier"": ""setting""}', '{""combination"": ""sunset"", ""modifier"": ""set""}']","['{""combination"": ""sunset"", ""modifier"": ""set""}', '{""combination"": ""sunset"", ""modifier"": ""set""}', '{""combination"": ""sunset"", ""modifier"": ""set""}', '{""combination"": ""sunset"", ""modifier"": ""set""}', '{""combination"": ""setting sun"", ""modifier"": ""setting""}']","['{""combination"": ""setting sun"", ""modifier"": ""setting""}', '{""combination"": ""setting sun"", ""modifier"": ""setting""}', '{""combination"": ""setting sun"", ""modifier"": ""setting""}', '{""combination"": ""sunset"", ""modifier"": ""set""}', '{""combination"": ""setting sun"", ""modifier"": ""setting""}']"
,the light in the fridge,light,fridge,turning off when the door closes,emergent,"(emergent, component, emergent)","(5, 5, 5)","(2, 4, 2)","(4, 5, 2)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""automatic light"", ""modifier"": ""automatic""}', '{""combination"": ""automatic light"", ""modifier"": ""automatic""}', '{""combination"": ""automatic light"", ""modifier"": ""automatic""}', '{""combination"": ""automatic light"", ""modifier"": ""automatic""}', '{""combination"": ""automatic light"", ""modifier"": ""automatic""}']","['{""combination"": ""automatic light"", ""modifier"": ""automatic""}', '{""combination"": ""automatic light"", ""modifier"": ""automatic""}', '{""combination"": ""automatic light"", ""modifier"": ""automatic""}', '{""combination"": ""automatic light"", ""modifier"": ""automatic""}', '{""combination"": ""automatic light"", ""modifier"": ""automatic""}']","['{""combination"": ""automatic light"", ""modifier"": ""automatic""}', '{""combination"": ""automatic light"", ""modifier"": ""automatic""}', '{""combination"": ""automatic light"", ""modifier"": ""automatic""}', '{""combination"": ""automatic light"", ""modifier"": ""automatic""}', '{""combination"": ""automatic light"", ""modifier"": ""automatic""}']"
their maju was low like a dying fire .,a dying fire,fire,die,low intensity,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 3, 3)","(1, 4, 5)",0.6666666666666666,0.8888888888888888,0.2222222222222222,0.0,False,0.2222222222222222,"['{""combination"": ""small fire"", ""modifier"": ""small""}', '{""combination"": ""small fire"", ""modifier"": ""small""}', '{""combination"": ""small fire"", ""modifier"": ""small""}', '{""combination"": ""small fire"", ""modifier"": ""small""}', '{""combination"": ""small fire"", ""modifier"": ""small""}']","['{""combination"": ""small fire"", ""modifier"": ""small""}', '{""combination"": ""small fire"", ""modifier"": ""small""}', '{""combination"": ""small fire"", ""modifier"": ""small""}', '{""combination"": ""small fire"", ""modifier"": ""small""}', '{""combination"": ""smoldering fire"", ""modifier"": ""smoldering""}']","['{""combination"": ""small fire"", ""modifier"": ""small""}', '{""combination"": ""small fire"", ""modifier"": ""small""}', '{""combination"": ""small fire"", ""modifier"": ""small""}', '{""combination"": ""small fire"", ""modifier"": ""small""}', '{""combination"": ""small fire"", ""modifier"": ""small""}']"
I really dont understand how these two get mixed up as they look about as similar as a house and a dragonfly.,a house and a dragonfly,house,dragonfly,disparate,emergent,"(emergent, emergent, emergent)","(4, 5, 4)","(1, 1, 2)","(1, 1, 3)",0.7777777777777778,0.7777777777777778,0.0,0.0,False,0.0,"['{""combination"": ""eclectic house"", ""modifier"": ""eclectic""}', '{""combination"": ""modern and ancient house"", ""modifier"": ""modern and ancient""}', '{""combination"": ""mixed-style house"", ""modifier"": ""mixed-style""}', '{""combination"": ""eclectic house"", ""modifier"": ""eclectic""}', '{""combination"": ""patchwork house"", ""modifier"": ""patchwork""}']","['{""combination"": ""patchwork house"", ""modifier"": ""patchwork""}', '{""combination"": ""eclectic house"", ""modifier"": ""eclectic""}', '{""combination"": ""eclectic house"", ""modifier"": ""eclectic""}', '{""combination"": ""eclectic house"", ""modifier"": ""eclectic""}', '{""combination"": ""eclectic house"", ""modifier"": ""eclectic""}']","['{""combination"": ""patchwork house"", ""modifier"": ""patchwork""}', '{""combination"": ""eclectic house"", ""modifier"": ""eclectic""}', '{""combination"": ""Victorian Italianate house"", ""modifier"": ""Victorian Italianate""}', '{""combination"": ""mixed house"", ""modifier"": ""mixed""}', '{""combination"": ""eclectic house"", ""modifier"": ""eclectic""}']"
