sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_emergence,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt-4o_relevance,meta.toxicity,meta.gpt-4o_indiv_max,o1-mini-2024-09-12_naive_0_generated_,o1-mini-2024-09-12_naive_1_generated_,o1-mini-2024-09-12_naive_2_generated_,o1-mini-2024-09-12_naive_0_generated,o1-mini-2024-09-12_naive_0_combination,o1-mini-2024-09-12_naive_0_modifier,o1-mini-2024-09-12_naive_0_combination_relevance,o1-mini-2024-09-12_naive_0_modifier_relevance,o1-mini-2024-09-12_naive_0_indiv_max,o1-mini-2024-09-12_naive_0_emergence,o1-mini-2024-09-12_naive_1_generated,o1-mini-2024-09-12_naive_1_combination,o1-mini-2024-09-12_naive_1_modifier,o1-mini-2024-09-12_naive_1_combination_relevance,o1-mini-2024-09-12_naive_1_modifier_relevance,o1-mini-2024-09-12_naive_1_indiv_max,o1-mini-2024-09-12_naive_1_emergence,o1-mini-2024-09-12_naive_2_generated,o1-mini-2024-09-12_naive_2_combination,o1-mini-2024-09-12_naive_2_modifier,o1-mini-2024-09-12_naive_2_combination_relevance,o1-mini-2024-09-12_naive_2_modifier_relevance,o1-mini-2024-09-12_naive_2_indiv_max,o1-mini-2024-09-12_naive_2_emergence
He stood and looked as puzzled as a bee in a bottle.,a bee in a bottle,bee,bottle,trapped,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 2)","(5, 4, 4)",0.6666666666666666,0.8888888888888888,0.1111111111111111,0.2222222222222222,False,0.2222222222222222,"['{""combination"": ""glass bee"", ""modifier"": ""glass""}']","['{""combination"": ""glass bee"", ""modifier"": ""glass""}']","['{""combination"": ""frozen bee"", ""modifier"": ""frozen""}']","{'combination': 'glass bee', 'modifier': 'glass'}",glass bee,glass,0.5555555555555556,0.0,0.1111111111111111,0.4444444444444445,"{'combination': 'glass bee', 'modifier': 'glass'}",glass bee,glass,0.2222222222222222,0.0,0.1111111111111111,0.1111111111111111,"{'combination': 'frozen bee', 'modifier': 'frozen'}",frozen bee,frozen,0.8888888888888888,0.6666666666666666,0.6666666666666666,0.2222222222222222
"Fanny's face was clean, and her hair was nicely brushed she did not look now like a child of the gutter.",a child of the gutter,child,gutter,underprivileged,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 3, 3)","(1, 5, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""street child"", ""modifier"": ""street""}']","['{""combination"": ""street child"", ""modifier"": ""street""}']","['{""combination"": ""street child"", ""modifier"": ""street""}']","{'combination': 'street child', 'modifier': 'street'}",street child,street,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445,"{'combination': 'street child', 'modifier': 'street'}",street child,street,0.8888888888888888,0.2222222222222222,0.3333333333333333,0.5555555555555556,"{'combination': 'street child', 'modifier': 'street'}",street child,street,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.5555555555555556
"james ' voice was as soft as the rustling of the leaves , and when i looked at him , i could see goose bumps standing out on his tanned legs .",the rustling of the leaves,rustling,leave,calm,emergent,"(emergent, emergent, emergent)","(3, 3, 3)","(2, 2, 1)","(1, 2, 2)",0.4444444444444445,0.5555555555555556,0.1111111111111111,0.1111111111111111,False,0.1111111111111111,"['{""combination"": ""gentle rustling"", ""modifier"": ""gentle""}']","['{""combination"": ""distant rustling"", ""modifier"": ""distant""}']","['{""combination"": ""soft rustling"", ""modifier"": ""soft""}']","{'combination': 'gentle rustling', 'modifier': 'gentle'}",gentle rustling,gentle,0.7777777777777778,0.8888888888888888,0.8888888888888888,0.0,"{'combination': 'distant rustling', 'modifier': 'distant'}",distant rustling,distant,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'soft rustling', 'modifier': 'soft'}",soft rustling,soft,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333
A Government without people is as useful as a clock without power.,a clock without power,clock,power,useless,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 3, 1)","(1, 4, 1)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.0,False,0.1111111111111111,"['{""combination"": ""decorative clock"", ""modifier"": ""decorative""}']","['{""combination"": ""decorative clock"", ""modifier"": ""decorative""}']","['{""combination"": ""decorative clock"", ""modifier"": ""decorative""}']","{'combination': 'decorative clock', 'modifier': 'decorative'}",decorative clock,decorative,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'decorative clock', 'modifier': 'decorative'}",decorative clock,decorative,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.0,"{'combination': 'decorative clock', 'modifier': 'decorative'}",decorative clock,decorative,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.0
"My body was as tense as a wound up spring, and when one of the waiters reached for a gun it seemed like time slowed down.",a wound up spring,wound,spring,tense,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 3, 2)","(3, 5, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""tight wound"", ""modifier"": ""tight""}']","['```json\n{""combination"": ""new wound"", ""modifier"": ""new""}\n```']","['{""combination"": ""tight wound"", ""modifier"": ""tight""}']","{'combination': 'tight wound', 'modifier': 'tight'}",tight wound,tight,0.8888888888888888,0.6666666666666666,0.6666666666666666,0.2222222222222222,"{'combination': 'new wound', 'modifier': 'new'}",new wound,new,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445,"{'combination': 'tight wound', 'modifier': 'tight'}",tight wound,tight,1.0,0.7777777777777778,0.7777777777777778,0.2222222222222222
More like things before the marathon.,things before the marathon,thing,marathon,preparatory,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(2, 1, 2)","(4, 2, 4)",0.2222222222222222,0.7777777777777778,0.3333333333333333,0.5555555555555556,False,0.5555555555555556,"['{""combination"": ""auxiliary thing"", ""modifier"": ""auxiliary""}']","['{""combination"": ""trial thing"", ""modifier"": ""trial""}']","['{""combination"": ""initial thing"", ""modifier"": ""initial""}']","{'combination': 'auxiliary thing', 'modifier': 'auxiliary'}",auxiliary thing,auxiliary,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.11111111111111105,"{'combination': 'trial thing', 'modifier': 'trial'}",trial thing,trial,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,"{'combination': 'initial thing', 'modifier': 'initial'}",initial thing,initial,0.5555555555555556,0.8888888888888888,0.8888888888888888,0.0
Glad you didnt splat like an insect in a windshield this time.,an insect in a windshield,insect,windshield,squished,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 3, 3)","(1, 4, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""dead insect"", ""modifier"": ""dead""}']","['```json\n{""combination"": ""dead insect"", ""modifier"": ""dead""}\n```']","['{""combination"": ""road-killed insect"", ""modifier"": ""road-killed""}']","{'combination': 'dead insect', 'modifier': 'dead'}",dead insect,dead,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'dead insect', 'modifier': 'dead'}",dead insect,dead,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'road-killed insect', 'modifier': 'road-killed'}",road-killed insect,road,1.0,0.0,0.3333333333333333,0.6666666666666667
"The boy had hardly caught a glimpse of it before it vanished, gliding swiftly like an animal into the brush.",an animal into the brush,animal,brush,stealthy,emergent,"(emergent, emergent, component)","(5, 4, 5)","(4, 4, 4)","(3, 5, 4)",0.2222222222222222,0.5555555555555556,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""small animal"", ""modifier"": ""small""}']","['{""combination"": ""black animal"", ""modifier"": ""black""}']","['{""combination"": ""black animal"", ""modifier"": ""black""}']","{'combination': 'small animal', 'modifier': 'small'}",small animal,small,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'black animal', 'modifier': 'black'}",black animal,black,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0,"{'combination': 'black animal', 'modifier': 'black'}",black animal,black,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.0
his face was as blank as a washed blackboard .,a washed blackboard,blackboard,washed,blank,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(4, 4, 4)","(2, 3, 3)",0.6666666666666667,1.0,0.3333333333333333,0.0,True,0.3333333333333333,"['{""combination"": ""clean blackboard"", ""modifier"": ""clean""}']","['{""combination"": ""clean blackboard"", ""modifier"": ""clean""}']","['{""combination"": ""clean blackboard"", ""modifier"": ""clean""}']","{'combination': 'clean blackboard', 'modifier': 'clean'}",clean blackboard,clean,1.0,0.0,0.3333333333333333,0.6666666666666667,"{'combination': 'clean blackboard', 'modifier': 'clean'}",clean blackboard,clean,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.5555555555555556,"{'combination': 'clean blackboard', 'modifier': 'clean'}",clean blackboard,clean,0.8888888888888888,0.0,0.3333333333333333,0.5555555555555556
"When last I saw you, you looked as dead as a beached dogfish.",a beached dogfish,dogfish,beach,lifeless,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 2, 2)","(1, 3, 2)",0.7777777777777777,0.8888888888888888,0.0,0.1111111111111111,False,0.1111111111111111,"['{""combination"": ""plastic dogfish"", ""modifier"": ""plastic""}']","['{""combination"": ""plastic dogfish"", ""modifier"": ""plastic""}']","['{""combination"": ""paper dogfish"", ""modifier"": ""paper""}']","{'combination': 'plastic dogfish', 'modifier': 'plastic'}",plastic dogfish,plastic,1.0,1.0,1.0,0.0,"{'combination': 'plastic dogfish', 'modifier': 'plastic'}",plastic dogfish,plastic,1.0,1.0,1.0,0.0,"{'combination': 'paper dogfish', 'modifier': 'paper'}",paper dogfish,paper,0.7777777777777778,1.0,1.0,0.0
the memory was as unexpected as a snowstorm in july .,a snowstorm in july,snowstorm,july,surprising,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(2, 3, 3)","(1, 5, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.2222222222222222,False,0.3333333333333333,"['{""combination"": ""colorful snowstorm"", ""modifier"": ""colorful""}']","['{""combination"": ""rare snowstorm"", ""modifier"": ""rare""}']","['{""combination"": ""rare snowstorm"", ""modifier"": ""rare""}']","{'combination': 'colorful snowstorm', 'modifier': 'colorful'}",colorful snowstorm,colorful,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445,"{'combination': 'rare snowstorm', 'modifier': 'rare'}",rare snowstorm,rare,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.11111111111111105,"{'combination': 'rare snowstorm', 'modifier': 'rare'}",rare snowstorm,rare,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.11111111111111105
"Moreover, snow is one of the chief natural productions of the country and without it Russia is as uninteresting as an orchard without fruit.",an orchard without fruit,orchard,fruit,barren,emergent,"(emergent, emergent, component)","(5, 5, 5)","(3, 3, 4)","(4, 5, 4)",0.8888888888888888,0.8888888888888888,0.0,0.0,False,0.0,"['{""combination"": ""dry orchard"", ""modifier"": ""dry""}']","['{""combination"": ""winter orchard"", ""modifier"": ""winter""}']","['{""combination"": ""empty orchard"", ""modifier"": ""empty""}']","{'combination': 'dry orchard', 'modifier': 'dry'}",dry orchard,dry,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,"{'combination': 'winter orchard', 'modifier': 'winter'}",winter orchard,winter,0.8888888888888888,0.6666666666666666,0.6666666666666666,0.2222222222222222,"{'combination': 'empty orchard', 'modifier': 'empty'}",empty orchard,empty,0.6666666666666666,0.8888888888888888,0.8888888888888888,0.0
"But, Jean objected, we're not in the least like people in a book.",people in a book,people,book,not real,emergent,"(emergent, emergent, emergent)","(4, 4, 5)","(1, 2, 1)","(1, 3, 1)",0.8888888888888888,1.0,0.0,0.1111111111111111,False,0.1111111111111111,"['{""combination"": ""paper people"", ""modifier"": ""paper""}']","['{""combination"": ""paper people"", ""modifier"": ""paper""}']","['{""combination"": ""shadow people"", ""modifier"": ""shadow""}']","{'combination': 'paper people', 'modifier': 'paper'}",paper people,paper,1.0,0.0,0.0,1.0,"{'combination': 'paper people', 'modifier': 'paper'}",paper people,paper,1.0,0.0,0.0,1.0,"{'combination': 'shadow people', 'modifier': 'shadow'}",shadow people,shadow,0.8888888888888888,1.0,1.0,0.0
Sometimes drinking makes me about as bright as a burnt out lightbulb,a burnt out lightbulb,lightbulb,burn,not bright,emergent,"(emergent, component, emergent)","(5, 5, 5)","(3, 2, 4)","(4, 4, 5)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""old lightbulb"", ""modifier"": ""old""}']","['{""combination"": ""old lightbulb"", ""modifier"": ""old""}']","['{""combination"": ""old lightbulb"", ""modifier"": ""old""}']","{'combination': 'old lightbulb', 'modifier': 'old'}",old lightbulb,old,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.2222222222222222,"{'combination': 'old lightbulb', 'modifier': 'old'}",old lightbulb,old,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445,"{'combination': 'old lightbulb', 'modifier': 'old'}",old lightbulb,old,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333
"rage shot through me , but it was as explosive as a wet fuse .",a wet fuse,fuse,wet,ineffective,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 3)","(4, 3, 4)",0.6666666666666667,1.0,0.1111111111111111,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""old fuse"", ""modifier"": ""old""}']","['{""combination"": ""old fuse"", ""modifier"": ""old""}']","['{""combination"": ""old fuse"", ""modifier"": ""old""}']","{'combination': 'old fuse', 'modifier': 'old'}",old fuse,old,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.2222222222222222,"{'combination': 'old fuse', 'modifier': 'old'}",old fuse,old,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.2222222222222222,"{'combination': 'old fuse', 'modifier': 'old'}",old fuse,old,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.2222222222222222
"She will, sir, as sure as country eggs are eggs, which they mostly are, sir.",country eggs,egg,country,farm-fresh,emergent,"(component, emergent, emergent)","(5, 5, 5)","(5, 4, 4)","(5, 5, 3)",0.3333333333333332,0.8888888888888888,0.5555555555555556,0.3333333333333333,False,0.5555555555555556,"['{""combination"": ""local egg"", ""modifier"": ""local""}']","['{""combination"": ""local egg"", ""modifier"": ""local""}']","['{""combination"": ""local egg"", ""modifier"": ""local""}']","{'combination': 'local egg', 'modifier': 'local'}",local egg,local,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.2222222222222222,"{'combination': 'local egg', 'modifier': 'local'}",local egg,local,0.8888888888888888,0.3333333333333333,0.5555555555555556,0.33333333333333326,"{'combination': 'local egg', 'modifier': 'local'}",local egg,local,0.8888888888888888,0.5555555555555556,0.5555555555555556,0.33333333333333326
,gloves on a chicken,glove,chicken,not useful,emergent,"(emergent, component, emergent)","(4, 5, 5)","(1, 4, 4)","(1, 4, 3)",0.5555555555555556,0.7777777777777778,0.0,0.2222222222222222,False,0.2222222222222222,"['```json\n{""combination"": ""left glove"", ""modifier"": ""left""}\n```']","['{""combination"": ""old glove"", ""modifier"": ""old""}']","['{""combination"": ""used glove"", ""modifier"": ""used""}']","{'combination': 'left glove', 'modifier': 'left'}",left glove,leave,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'old glove', 'modifier': 'old'}",old glove,old,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445,"{'combination': 'used glove', 'modifier': 'used'}",used glove,use,0.3333333333333333,0.0,0.0,0.3333333333333333
he looks about as relaxed as a wound spring .,a wound spring,spring,wound,tense,emergent,"(emergent, emergent, component)","(5, 5, 5)","(4, 4, 4)","(4, 4, 5)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""coiled spring"", ""modifier"": ""coiled""}']","['{""combination"": ""compressed spring"", ""modifier"": ""compressed""}']","['{""combination"": ""heavy spring"", ""modifier"": ""heavy""}']","{'combination': 'coiled spring', 'modifier': 'coiled'}",coiled spring,coil,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445,"{'combination': 'compressed spring', 'modifier': 'compressed'}",compressed spring,compress,0.8888888888888888,0.4444444444444444,0.4444444444444444,0.4444444444444444,"{'combination': 'heavy spring', 'modifier': 'heavy'}",heavy spring,heavy,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227
"An uncontrollable giggle erupts from me, spewing forth like a breaking dam. ",a breaking dam,dam,break,uncontrollable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 1, 2)","(5, 1, 4)",0.5555555555555556,0.8888888888888888,0.0,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""leaky dam"", ""modifier"": ""leaky""}']","['{""combination"": ""broken dam"", ""modifier"": ""broken""}']","['{""combination"": ""broken dam"", ""modifier"": ""broken""}']","{'combination': 'leaky dam', 'modifier': 'leaky'}",leaky dam,leaky,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227,"{'combination': 'broken dam', 'modifier': 'broken'}",broken dam,break,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.5555555555555556,"{'combination': 'broken dam', 'modifier': 'broken'}",broken dam,break,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.5555555555555556
"So many are lazy and as useful as soggy hammers, rainbows for the blind, football bats, Nick Cannons acting career, hearing protection for the deaf, swim cleats, skates for paraplegics, wet paper bags, sealion farts, balls on dildos, Nick Cannons rapping career, cinder block pillows, water knives, spicy tampons, triangular wheels, Nick Cannon as AGT host, reflectionless mirrors, spikes on steering wheels, Nick Cannons Drumline, porous condoms, or Macaulay Culkin after Home Alone.",soggy hammers,hammer,soggy,useless,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 1)","(4, 4, 4)",0.2222222222222222,0.7777777777777778,0.0,0.5555555555555556,False,0.5555555555555556,"['{""combination"": ""toy hammer"", ""modifier"": ""toy""}']","['{""combination"": ""gold hammer"", ""modifier"": ""gold""}']","['{""combination"": ""decorative hammer"", ""modifier"": ""decorative""}']","{'combination': 'toy hammer', 'modifier': 'toy'}",toy hammer,toy,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'gold hammer', 'modifier': 'gold'}",gold hammer,gold,0.2222222222222222,0.0,0.0,0.2222222222222222,"{'combination': 'decorative hammer', 'modifier': 'decorative'}",decorative hammer,decorative,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227
"The official then asked the butcher privately, asked him about the story, he answered exactly like the wife's words.",the wife's words,word,wife,hurtful,emergent,"(emergent, emergent, component)","(4, 4, 4)","(2, 4, 3)","(3, 3, 3)",0.0,0.3333333333333333,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""sour word"", ""modifier"": ""sour""}']","['{""combination"": ""cutting word"", ""modifier"": ""cutting""}']","['{""combination"": ""rough word"", ""modifier"": ""rough""}']","{'combination': 'sour word', 'modifier': 'sour'}",sour word,sour,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,"{'combination': 'cutting word', 'modifier': 'cutting'}",cutting word,cut,0.7777777777777778,0.8888888888888888,0.8888888888888888,0.0,"{'combination': 'rough word', 'modifier': 'rough'}",rough word,rough,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227
"If we declare Tennyson neither epic nor dramatic, but always lyric, adverse criticism melts away like snow in summer.",snow in summer,snow,summer,unexpected,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 3)","(4, 3, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.1111111111111111,False,0.3333333333333333,"['{""combination"": ""black snow"", ""modifier"": ""black""}']","['{""combination"": ""rare snow"", ""modifier"": ""rare""}']","['{""combination"": ""sudden snow"", ""modifier"": ""sudden""}']","{'combination': 'black snow', 'modifier': 'black'}",black snow,black,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.5555555555555556,"{'combination': 'rare snow', 'modifier': 'rare'}",rare snow,rare,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0,"{'combination': 'sudden snow', 'modifier': 'sudden'}",sudden snow,sudden,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0
He clung there like a sloth to a branch.,a sloth to a branch,sloth,branch,clingy,emergent,"(emergent, component, emergent)","(5, 5, 5)","(1, 5, 4)","(1, 4, 3)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""young sloth"", ""modifier"": ""young""}']","['{""combination"": ""baby sloth"", ""modifier"": ""baby""}']","['{""combination"": ""baby sloth"", ""modifier"": ""baby""}']","{'combination': 'young sloth', 'modifier': 'young'}",young sloth,young,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.2222222222222222,"{'combination': 'baby sloth', 'modifier': 'baby'}",baby sloth,baby,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.11111111111111105,"{'combination': 'baby sloth', 'modifier': 'baby'}",baby sloth,baby,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.11111111111111105
"If you're get this uncomfortable about washing a cucumber, then you're sexuality is about as brittle as uncooked pasta.",uncooked pasta,pasta,uncooked,brittle,emergent,"(emergent, emergent, component)","(4, 5, 5)","(1, 2, 3)","(1, 4, 5)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""dry pasta"", ""modifier"": ""dry""}']","['{""combination"": ""dry pasta"", ""modifier"": ""dry""}']","['{""combination"": ""dry pasta"", ""modifier"": ""dry""}']","{'combination': 'dry pasta', 'modifier': 'dry'}",dry pasta,dry,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.11111111111111105,"{'combination': 'dry pasta', 'modifier': 'dry'}",dry pasta,dry,0.8888888888888888,0.6666666666666666,0.6666666666666666,0.2222222222222222,"{'combination': 'dry pasta', 'modifier': 'dry'}",dry pasta,dry,0.8888888888888888,0.5555555555555556,0.5555555555555556,0.33333333333333326
For a time they kept side by side but in the distance they were as separate as the two ends of the earth.,the two ends of the earth,end,earth,distant,emergent,"(2, emergent, emergent)","(1, 5, 5)","(2, 3, 3)","(1, 1, 4)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""hazy end"", ""modifier"": ""hazy""}']","['{""combination"": ""eastern end"", ""modifier"": ""eastern""}']","['{""combination"": ""outer end"", ""modifier"": ""outer""}']","{'combination': 'hazy end', 'modifier': 'hazy'}",hazy end,hazy,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0,"{'combination': 'eastern end', 'modifier': 'eastern'}",eastern end,eastern,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227,"{'combination': 'outer end', 'modifier': 'outer'}",outer end,outer,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.2222222222222222
"Kings taste good, just like a bubblegum cigarette should!",a bubblegum cigarette,cigarette,bubblegum,pretend,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(2, 2, 2)","(3, 3, 3)",0.7777777777777778,1.0,0.2222222222222222,0.0,False,0.2222222222222222,"['{""combination"": ""plastic cigarette"", ""modifier"": ""plastic""}']","['{""combination"": ""plastic cigarette"", ""modifier"": ""plastic""}']","['{""combination"": ""toy cigarette"", ""modifier"": ""toy""}']","{'combination': 'plastic cigarette', 'modifier': 'plastic'}",plastic cigarette,plastic,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,"{'combination': 'plastic cigarette', 'modifier': 'plastic'}",plastic cigarette,plastic,1.0,0.2222222222222222,0.2222222222222222,0.7777777777777778,"{'combination': 'toy cigarette', 'modifier': 'toy'}",toy cigarette,toy,1.0,1.0,1.0,0.0
The cantonal or tribal magistrates were classified and arranged just like the magistrates of a municipality.,the magistrates of a municipality,magistrate,municipality,elected,emergent,"(emergent, component, emergent)","(5, 4, 4)","(3, 3, 4)","(4, 4, 3)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""people\'s magistrate"", ""modifier"": ""people\'s""}']","['{""combination"": ""people\'s magistrate"", ""modifier"": ""people\'s""}']","['{""combination"": ""democratic magistrate"", ""modifier"": ""democratic""}']","{'combination': ""people's magistrate"", 'modifier': ""people's""}",people's magistrate,people,0.5555555555555556,0.2222222222222222,0.3333333333333333,0.22222222222222227,"{'combination': ""people's magistrate"", 'modifier': ""people's""}",people's magistrate,people,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'democratic magistrate', 'modifier': 'democratic'}",democratic magistrate,democratic,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.11111111111111105
"We saw, said Fuller afterwards, there was a gold mine in India, but it was as deep as the centre of the earth.",the centre of the earth,centre,earth,hot,emergent,"(emergent, emergent, component)","(5, 5, 5)","(2, 1, 1)","(3, 1, 3)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""arid centre"", ""modifier"": ""arid""}']","['{""combination"": ""dry centre"", ""modifier"": ""dry""}']","['{""combination"": ""industrial centre"", ""modifier"": ""industrial""}']","{'combination': 'arid centre', 'modifier': 'arid'}",arid centre,arid,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.11111111111111116,"{'combination': 'dry centre', 'modifier': 'dry'}",dry centre,dry,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227,"{'combination': 'industrial centre', 'modifier': 'industrial'}",industrial centre,industrial,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0
"yright like , berry says , as he watches the two girls walk away , fiona coopers arse like a sack of spuds .",a sack of spuds,sack,spud,unattractive,emergent,"(emergent, component, emergent)","(3, 3, 3)","(2, 2, 2)","(3, 3, 2)",0.2222222222222222,0.7777777777777778,0.5555555555555556,0.3333333333333333,False,0.5555555555555556,"['{""combination"": ""brown sack"", ""modifier"": ""brown""}']","['{""combination"": ""plain sack"", ""modifier"": ""plain""}']","['{""combination"": ""brown sack"", ""modifier"": ""brown""}']","{'combination': 'brown sack', 'modifier': 'brown'}",brown sack,brown,0.5555555555555556,0.2222222222222222,0.5555555555555556,0.0,"{'combination': 'plain sack', 'modifier': 'plain'}",plain sack,plain,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0,"{'combination': 'brown sack', 'modifier': 'brown'}",brown sack,brown,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.0
gthealthy patriotism somehow healthy patriotism sounds always like healthy cancer.,healthy cancer,cancer,healthy,contradictory,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 3, 3)","(3, 3, 4)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""peaceful cancer"", ""modifier"": ""peaceful""}']","['{""combination"": ""healthy cancer"", ""modifier"": ""healthy""}']","['{""combination"": ""beneficial cancer"", ""modifier"": ""beneficial""}']","{'combination': 'peaceful cancer', 'modifier': 'peaceful'}",peaceful cancer,peaceful,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,"{'combination': 'healthy cancer', 'modifier': 'healthy'}",healthy cancer,healthy,1.0,0.0,0.3333333333333333,0.6666666666666667,"{'combination': 'beneficial cancer', 'modifier': 'beneficial'}",beneficial cancer,beneficial,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.5555555555555556
