sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_emergence,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt-4o_relevance,meta.toxicity,meta.gpt-4o_indiv_max,o1-2024-12-17_naive_0_generated_,o1-2024-12-17_naive_1_generated_,o1-2024-12-17_naive_2_generated_,o1-2024-12-17_naive_0_generated,o1-2024-12-17_naive_0_combination,o1-2024-12-17_naive_0_modifier,o1-2024-12-17_naive_0_combination_relevance,o1-2024-12-17_naive_0_modifier_relevance,o1-2024-12-17_naive_0_indiv_max,o1-2024-12-17_naive_0_emergence,o1-2024-12-17_naive_1_generated,o1-2024-12-17_naive_1_combination,o1-2024-12-17_naive_1_modifier,o1-2024-12-17_naive_1_combination_relevance,o1-2024-12-17_naive_1_modifier_relevance,o1-2024-12-17_naive_1_indiv_max,o1-2024-12-17_naive_1_emergence,o1-2024-12-17_naive_2_generated,o1-2024-12-17_naive_2_combination,o1-2024-12-17_naive_2_modifier,o1-2024-12-17_naive_2_combination_relevance,o1-2024-12-17_naive_2_modifier_relevance,o1-2024-12-17_naive_2_indiv_max,o1-2024-12-17_naive_2_emergence
He stood and looked as puzzled as a bee in a bottle.,a bee in a bottle,bee,bottle,trapped,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 2)","(5, 4, 4)",0.6666666666666666,0.8888888888888888,0.1111111111111111,0.2222222222222222,False,0.2222222222222222,"['{""combination"": ""bottle bee"", ""modifier"": ""bottle""}']","['{""combination"": ""amber bee"", ""modifier"": ""amber""}']","['{""combination"": ""jar bee"", ""modifier"": ""jar""}']","{'combination': 'bottle bee', 'modifier': 'bottle'}",bottle bee,bottle,1.0,0.2222222222222222,0.2222222222222222,0.7777777777777778,"{'combination': 'amber bee', 'modifier': 'amber'}",amber bee,amber,0.3333333333333333,0.8888888888888888,0.8888888888888888,0.0,"{'combination': 'jar bee', 'modifier': 'jar'}",jar bee,jar,0.8888888888888888,0.2222222222222222,0.2222222222222222,0.6666666666666666
"Fanny's face was clean, and her hair was nicely brushed she did not look now like a child of the gutter.",a child of the gutter,child,gutter,underprivileged,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 3, 3)","(1, 5, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""street child"", ""modifier"": ""street""}']","['{""combination"": ""street child"", ""modifier"": ""street""}']","['{""combination"": ""street child"", ""modifier"": ""street""}']","{'combination': 'street child', 'modifier': 'street'}",street child,street,0.8888888888888888,0.2222222222222222,0.3333333333333333,0.5555555555555556,"{'combination': 'street child', 'modifier': 'street'}",street child,street,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445,"{'combination': 'street child', 'modifier': 'street'}",street child,street,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.5555555555555556
"james ' voice was as soft as the rustling of the leaves , and when i looked at him , i could see goose bumps standing out on his tanned legs .",the rustling of the leaves,rustling,leave,calm,emergent,"(emergent, emergent, emergent)","(3, 3, 3)","(2, 2, 1)","(1, 2, 2)",0.4444444444444445,0.5555555555555556,0.1111111111111111,0.1111111111111111,False,0.1111111111111111,"['{""combination"": ""distant rustling"", ""modifier"": ""distant""}']","['{""combination"": ""soft rustling"", ""modifier"": ""soft""}']","['{""combination"": ""faint rustling"", ""modifier"": ""faint""}']","{'combination': 'distant rustling', 'modifier': 'distant'}",distant rustling,distant,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'soft rustling', 'modifier': 'soft'}",soft rustling,soft,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.11111111111111105,"{'combination': 'faint rustling', 'modifier': 'faint'}",faint rustling,faint,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
A Government without people is as useful as a clock without power.,a clock without power,clock,power,useless,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 3, 1)","(1, 4, 1)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.0,False,0.1111111111111111,"['{""combination"": ""rusty clock"", ""modifier"": ""rusty""}']","['{""combination"": ""wet clock"", ""modifier"": ""wet""}']","['{""combination"": ""dusty clock"", ""modifier"": ""dusty""}']","{'combination': 'rusty clock', 'modifier': 'rusty'}",rusty clock,rusty,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.11111111111111116,"{'combination': 'wet clock', 'modifier': 'wet'}",wet clock,wet,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445,"{'combination': 'dusty clock', 'modifier': 'dusty'}",dusty clock,dusty,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333
"My body was as tense as a wound up spring, and when one of the waiters reached for a gun it seemed like time slowed down.",a wound up spring,wound,spring,tense,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 3, 2)","(3, 5, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""secret wound"", ""modifier"": ""secret""}']","['{""combination"": ""raw wound"", ""modifier"": ""raw""}']","['{""combination"": ""stitched wound"", ""modifier"": ""stitched""}']","{'combination': 'secret wound', 'modifier': 'secret'}",secret wound,secret,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.11111111111111116,"{'combination': 'raw wound', 'modifier': 'raw'}",raw wound,raw,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227,"{'combination': 'stitched wound', 'modifier': 'stitched'}",stitched wound,stitch,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333
More like things before the marathon.,things before the marathon,thing,marathon,preparatory,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(2, 1, 2)","(4, 2, 4)",0.2222222222222222,0.7777777777777778,0.3333333333333333,0.5555555555555556,False,0.5555555555555556,"['{""combination"": ""pilot thing"", ""modifier"": ""pilot""}']","['{""combination"": ""dummy thing"", ""modifier"": ""dummy""}']","['{""combination"": ""dummy thing"", ""modifier"": ""dummy""}']","{'combination': 'pilot thing', 'modifier': 'pilot'}",pilot thing,pilot,0.5555555555555556,0.7777777777777778,0.7777777777777778,0.0,"{'combination': 'dummy thing', 'modifier': 'dummy'}",dummy thing,dummy,0.2222222222222222,0.0,0.3333333333333333,0.0,"{'combination': 'dummy thing', 'modifier': 'dummy'}",dummy thing,dummy,0.0,0.1111111111111111,0.3333333333333333,0.0
Glad you didnt splat like an insect in a windshield this time.,an insect in a windshield,insect,windshield,squished,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 3, 3)","(1, 4, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""windshield insect"", ""modifier"": ""windshield""}']","['{""combination"": ""underfoot insect"", ""modifier"": ""underfoot""}']","['{""combination"": ""windshield insect"", ""modifier"": ""windshield""}']","{'combination': 'windshield insect', 'modifier': 'windshield'}",windshield insect,windshield,0.8888888888888888,0.0,0.3333333333333333,0.5555555555555556,"{'combination': 'underfoot insect', 'modifier': 'underfoot'}",underfoot insect,underfoot,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.2222222222222222,"{'combination': 'windshield insect', 'modifier': 'windshield'}",windshield insect,windshield,0.7777777777777778,0.0,0.3333333333333333,0.4444444444444445
"The boy had hardly caught a glimpse of it before it vanished, gliding swiftly like an animal into the brush.",an animal into the brush,animal,brush,stealthy,emergent,"(emergent, emergent, component)","(5, 4, 5)","(4, 4, 4)","(3, 5, 4)",0.2222222222222222,0.5555555555555556,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""striped animal"", ""modifier"": ""striped""}']","['{""combination"": ""black animal"", ""modifier"": ""black""}']","['{""combination"": ""black animal"", ""modifier"": ""black""}']","{'combination': 'striped animal', 'modifier': 'striped'}",striped animal,stripe,0.5555555555555556,0.2222222222222222,0.3333333333333333,0.22222222222222227,"{'combination': 'black animal', 'modifier': 'black'}",black animal,black,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.0,"{'combination': 'black animal', 'modifier': 'black'}",black animal,black,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0
his face was as blank as a washed blackboard .,a washed blackboard,blackboard,washed,blank,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(4, 4, 4)","(2, 3, 3)",0.6666666666666667,1.0,0.3333333333333333,0.0,True,0.3333333333333333,"['{""combination"": ""clean blackboard"", ""modifier"": ""clean""}']","['{""combination"": ""clean blackboard"", ""modifier"": ""clean""}']","['{""combination"": ""new blackboard"", ""modifier"": ""new""}']","{'combination': 'clean blackboard', 'modifier': 'clean'}",clean blackboard,clean,1.0,0.0,0.3333333333333333,0.6666666666666667,"{'combination': 'clean blackboard', 'modifier': 'clean'}",clean blackboard,clean,0.8888888888888888,0.0,0.3333333333333333,0.5555555555555556,"{'combination': 'new blackboard', 'modifier': 'new'}",new blackboard,new,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666667
"When last I saw you, you looked as dead as a beached dogfish.",a beached dogfish,dogfish,beach,lifeless,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 2, 2)","(1, 3, 2)",0.7777777777777777,0.8888888888888888,0.0,0.1111111111111111,False,0.1111111111111111,"['{""combination"": ""stuffed dogfish"", ""modifier"": ""stuffed""}']","['{""combination"": ""stuffed dogfish"", ""modifier"": ""stuffed""}']","['{""combination"": ""ceramic dogfish"", ""modifier"": ""ceramic""}']","{'combination': 'stuffed dogfish', 'modifier': 'stuffed'}",stuffed dogfish,stuff,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,"{'combination': 'stuffed dogfish', 'modifier': 'stuffed'}",stuffed dogfish,stuff,1.0,0.5555555555555556,0.5555555555555556,0.4444444444444444,"{'combination': 'ceramic dogfish', 'modifier': 'ceramic'}",ceramic dogfish,ceramic,1.0,1.0,1.0,0.0
the memory was as unexpected as a snowstorm in july .,a snowstorm in july,snowstorm,july,surprising,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(2, 3, 3)","(1, 5, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.2222222222222222,False,0.3333333333333333,"['{""combination"": ""summer snowstorm"", ""modifier"": ""summer""}']","['{""combination"": ""tropical snowstorm"", ""modifier"": ""tropical""}']","['{""combination"": ""summer snowstorm"", ""modifier"": ""summer""}']","{'combination': 'summer snowstorm', 'modifier': 'summer'}",summer snowstorm,summer,1.0,0.1111111111111111,0.3333333333333333,0.6666666666666667,"{'combination': 'tropical snowstorm', 'modifier': 'tropical'}",tropical snowstorm,tropical,0.8888888888888888,0.2222222222222222,0.3333333333333333,0.5555555555555556,"{'combination': 'summer snowstorm', 'modifier': 'summer'}",summer snowstorm,summer,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666667
"Moreover, snow is one of the chief natural productions of the country and without it Russia is as uninteresting as an orchard without fruit.",an orchard without fruit,orchard,fruit,barren,emergent,"(emergent, emergent, component)","(5, 5, 5)","(3, 3, 4)","(4, 5, 4)",0.8888888888888888,0.8888888888888888,0.0,0.0,False,0.0,"['{""combination"": ""winter orchard"", ""modifier"": ""winter""}']","['{""combination"": ""winter orchard"", ""modifier"": ""winter""}']","['{""combination"": ""winter orchard"", ""modifier"": ""winter""}']","{'combination': 'winter orchard', 'modifier': 'winter'}",winter orchard,winter,0.8888888888888888,0.6666666666666666,0.6666666666666666,0.2222222222222222,"{'combination': 'winter orchard', 'modifier': 'winter'}",winter orchard,winter,0.8888888888888888,0.6666666666666666,0.6666666666666666,0.2222222222222222,"{'combination': 'winter orchard', 'modifier': 'winter'}",winter orchard,winter,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.11111111111111105
"But, Jean objected, we're not in the least like people in a book.",people in a book,people,book,not real,emergent,"(emergent, emergent, emergent)","(4, 4, 5)","(1, 2, 1)","(1, 3, 1)",0.8888888888888888,1.0,0.0,0.1111111111111111,False,0.1111111111111111,"['{""combination"": ""paper people"", ""modifier"": ""paper""}']","['{""combination"": ""stone people"", ""modifier"": ""stone""}']","['{""combination"": ""paper people"", ""modifier"": ""paper""}']","{'combination': 'paper people', 'modifier': 'paper'}",paper people,paper,1.0,0.0,0.0,1.0,"{'combination': 'stone people', 'modifier': 'stone'}",stone people,stone,1.0,0.0,0.0,1.0,"{'combination': 'paper people', 'modifier': 'paper'}",paper people,paper,1.0,0.0,0.0,1.0
Sometimes drinking makes me about as bright as a burnt out lightbulb,a burnt out lightbulb,lightbulb,burn,not bright,emergent,"(emergent, component, emergent)","(5, 5, 5)","(3, 2, 4)","(4, 4, 5)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""dusty lightbulb"", ""modifier"": ""dusty""}']","['{""combination"": ""dusty lightbulb"", ""modifier"": ""dusty""}']","['{""combination"": ""dirty lightbulb"", ""modifier"": ""dirty""}']","{'combination': 'dusty lightbulb', 'modifier': 'dusty'}",dusty lightbulb,dusty,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,"{'combination': 'dusty lightbulb', 'modifier': 'dusty'}",dusty lightbulb,dusty,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.0,"{'combination': 'dirty lightbulb', 'modifier': 'dirty'}",dirty lightbulb,dirty,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333
"rage shot through me , but it was as explosive as a wet fuse .",a wet fuse,fuse,wet,ineffective,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 3)","(4, 3, 4)",0.6666666666666667,1.0,0.1111111111111111,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""wet fuse"", ""modifier"": ""wet""}']","['{""combination"": ""damp fuse"", ""modifier"": ""damp""}']","['{""combination"": ""damp fuse"", ""modifier"": ""damp""}']","{'combination': 'wet fuse', 'modifier': 'wet'}",wet fuse,wet,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,"{'combination': 'damp fuse', 'modifier': 'damp'}",damp fuse,damp,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.5555555555555556,"{'combination': 'damp fuse', 'modifier': 'damp'}",damp fuse,damp,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.5555555555555556
"She will, sir, as sure as country eggs are eggs, which they mostly are, sir.",country eggs,egg,country,farm-fresh,emergent,"(component, emergent, emergent)","(5, 5, 5)","(5, 4, 4)","(5, 5, 3)",0.3333333333333332,0.8888888888888888,0.5555555555555556,0.3333333333333333,False,0.5555555555555556,"['{""combination"": ""local egg"", ""modifier"": ""local""}']","['{""combination"": ""brown egg"", ""modifier"": ""brown""}']","['{""combination"": ""brown egg"", ""modifier"": ""brown""}']","{'combination': 'local egg', 'modifier': 'local'}",local egg,local,0.8888888888888888,0.6666666666666666,0.6666666666666666,0.2222222222222222,"{'combination': 'brown egg', 'modifier': 'brown'}",brown egg,brown,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.0,"{'combination': 'brown egg', 'modifier': 'brown'}",brown egg,brown,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.0
,gloves on a chicken,glove,chicken,not useful,emergent,"(emergent, component, emergent)","(4, 5, 5)","(1, 4, 4)","(1, 4, 3)",0.5555555555555556,0.7777777777777778,0.0,0.2222222222222222,False,0.2222222222222222,"['{""combination"": ""tiny glove"", ""modifier"": ""tiny""}']","['{""combination"": ""wooden glove"", ""modifier"": ""wooden""}']","['{""combination"": ""wooden glove"", ""modifier"": ""wooden""}']","{'combination': 'tiny glove', 'modifier': 'tiny'}",tiny glove,tiny,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227,"{'combination': 'wooden glove', 'modifier': 'wooden'}",wooden glove,wooden,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445,"{'combination': 'wooden glove', 'modifier': 'wooden'}",wooden glove,wooden,0.8888888888888888,0.1111111111111111,0.1111111111111111,0.7777777777777777
he looks about as relaxed as a wound spring .,a wound spring,spring,wound,tense,emergent,"(emergent, emergent, component)","(5, 5, 5)","(4, 4, 4)","(4, 4, 5)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""coiled spring"", ""modifier"": ""coiled""}']","['{""combination"": ""coiled spring"", ""modifier"": ""coiled""}']","['{""combination"": ""coiled spring"", ""modifier"": ""coiled""}']","{'combination': 'coiled spring', 'modifier': 'coiled'}",coiled spring,coil,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.2222222222222222,"{'combination': 'coiled spring', 'modifier': 'coiled'}",coiled spring,coil,0.8888888888888888,0.4444444444444444,0.4444444444444444,0.4444444444444444,"{'combination': 'coiled spring', 'modifier': 'coiled'}",coiled spring,coil,0.8888888888888888,0.5555555555555556,0.5555555555555556,0.33333333333333326
"An uncontrollable giggle erupts from me, spewing forth like a breaking dam. ",a breaking dam,dam,break,uncontrollable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 1, 2)","(5, 1, 4)",0.5555555555555556,0.8888888888888888,0.0,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""abandoned dam"", ""modifier"": ""abandoned""}']","['{""combination"": ""cracked dam"", ""modifier"": ""cracked""}']","['{""combination"": ""cracked dam"", ""modifier"": ""cracked""}']","{'combination': 'abandoned dam', 'modifier': 'abandoned'}",abandoned dam,abandon,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.0,"{'combination': 'cracked dam', 'modifier': 'cracked'}",cracked dam,crack,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445,"{'combination': 'cracked dam', 'modifier': 'cracked'}",cracked dam,crack,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445
"So many are lazy and as useful as soggy hammers, rainbows for the blind, football bats, Nick Cannons acting career, hearing protection for the deaf, swim cleats, skates for paraplegics, wet paper bags, sealion farts, balls on dildos, Nick Cannons rapping career, cinder block pillows, water knives, spicy tampons, triangular wheels, Nick Cannon as AGT host, reflectionless mirrors, spikes on steering wheels, Nick Cannons Drumline, porous condoms, or Macaulay Culkin after Home Alone.",soggy hammers,hammer,soggy,useless,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 1)","(4, 4, 4)",0.2222222222222222,0.7777777777777778,0.0,0.5555555555555556,False,0.5555555555555556,"['{""combination"": ""cardboard hammer"", ""modifier"": ""cardboard""}']","['{""combination"": ""toy hammer"", ""modifier"": ""toy""}']","['{""combination"": ""paper hammer"", ""modifier"": ""paper""}']","{'combination': 'cardboard hammer', 'modifier': 'cardboard'}",cardboard hammer,cardboard,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.5555555555555556,"{'combination': 'toy hammer', 'modifier': 'toy'}",toy hammer,toy,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'paper hammer', 'modifier': 'paper'}",paper hammer,paper,1.0,0.2222222222222222,0.2222222222222222,0.7777777777777778
"The official then asked the butcher privately, asked him about the story, he answered exactly like the wife's words.",the wife's words,word,wife,hurtful,emergent,"(emergent, emergent, component)","(4, 4, 4)","(2, 4, 3)","(3, 3, 3)",0.0,0.3333333333333333,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""thoughtless word"", ""modifier"": ""thoughtless""}']","['{""combination"": ""careless word"", ""modifier"": ""careless""}']","['{""combination"": ""careless word"", ""modifier"": ""careless""}']","{'combination': 'thoughtless word', 'modifier': 'thoughtless'}",thoughtless word,thoughtless,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,"{'combination': 'careless word', 'modifier': 'careless'}",careless word,careless,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.11111111111111105,"{'combination': 'careless word', 'modifier': 'careless'}",careless word,careless,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.11111111111111116
"If we declare Tennyson neither epic nor dramatic, but always lyric, adverse criticism melts away like snow in summer.",snow in summer,snow,summer,unexpected,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 3)","(4, 3, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.1111111111111111,False,0.3333333333333333,"['{""combination"": ""desert snow"", ""modifier"": ""desert""}']","['{""combination"": ""summer snow"", ""modifier"": ""summer""}']","['{""combination"": ""summer snow"", ""modifier"": ""summer""}']","{'combination': 'desert snow', 'modifier': 'desert'}",desert snow,desert,1.0,0.2222222222222222,0.3333333333333333,0.6666666666666667,"{'combination': 'summer snow', 'modifier': 'summer'}",summer snow,summer,1.0,0.1111111111111111,0.3333333333333333,0.6666666666666667,"{'combination': 'summer snow', 'modifier': 'summer'}",summer snow,summer,1.0,0.1111111111111111,0.3333333333333333,0.6666666666666667
He clung there like a sloth to a branch.,a sloth to a branch,sloth,branch,clingy,emergent,"(emergent, component, emergent)","(5, 5, 5)","(1, 5, 4)","(1, 4, 3)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""cold sloth"", ""modifier"": ""cold""}']","['{""combination"": ""frightened sloth"", ""modifier"": ""frightened""}']","['{""combination"": ""fearful sloth"", ""modifier"": ""fearful""}']","{'combination': 'cold sloth', 'modifier': 'cold'}",cold sloth,cold,0.5555555555555556,0.0,0.3333333333333333,0.22222222222222227,"{'combination': 'frightened sloth', 'modifier': 'frightened'}",frightened sloth,frighten,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445,"{'combination': 'fearful sloth', 'modifier': 'fearful'}",fearful sloth,fearful,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.11111111111111105
"If you're get this uncomfortable about washing a cucumber, then you're sexuality is about as brittle as uncooked pasta.",uncooked pasta,pasta,uncooked,brittle,emergent,"(emergent, emergent, component)","(4, 5, 5)","(1, 2, 3)","(1, 4, 5)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""raw pasta"", ""modifier"": ""raw""}']","['{""combination"": ""icy pasta"", ""modifier"": ""icy""}']","['{""combination"": ""dried pasta"", ""modifier"": ""dried""}']","{'combination': 'raw pasta', 'modifier': 'raw'}",raw pasta,raw,0.8888888888888888,0.2222222222222222,0.3333333333333333,0.5555555555555556,"{'combination': 'icy pasta', 'modifier': 'icy'}",icy pasta,icy,0.5555555555555556,0.7777777777777778,0.7777777777777778,0.0,"{'combination': 'dried pasta', 'modifier': 'dried'}",dried pasta,dry,0.8888888888888888,0.6666666666666666,0.6666666666666666,0.2222222222222222
For a time they kept side by side but in the distance they were as separate as the two ends of the earth.,the two ends of the earth,end,earth,distant,emergent,"(2, emergent, emergent)","(1, 5, 5)","(2, 3, 3)","(1, 1, 4)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""delayed end"", ""modifier"": ""delayed""}']","['{""combination"": ""outer end"", ""modifier"": ""outer""}']","['{""combination"": ""unknown end"", ""modifier"": ""unknown""}']","{'combination': 'delayed end', 'modifier': 'delayed'}",delayed end,delay,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.1111111111111111,"{'combination': 'outer end', 'modifier': 'outer'}",outer end,outer,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.11111111111111116,"{'combination': 'unknown end', 'modifier': 'unknown'}",unknown end,unknown,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227
"Kings taste good, just like a bubblegum cigarette should!",a bubblegum cigarette,cigarette,bubblegum,pretend,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(2, 2, 2)","(3, 3, 3)",0.7777777777777778,1.0,0.2222222222222222,0.0,False,0.2222222222222222,"['{""combination"": ""paper cigarette"", ""modifier"": ""paper""}']","['{""combination"": ""candy cigarette"", ""modifier"": ""candy""}']","['{""combination"": ""wooden cigarette"", ""modifier"": ""wooden""}']","{'combination': 'paper cigarette', 'modifier': 'paper'}",paper cigarette,paper,0.7777777777777778,0.0,0.2222222222222222,0.5555555555555556,"{'combination': 'candy cigarette', 'modifier': 'candy'}",candy cigarette,candy,0.8888888888888888,0.0,0.2222222222222222,0.6666666666666666,"{'combination': 'wooden cigarette', 'modifier': 'wooden'}",wooden cigarette,wooden,0.7777777777777778,0.0,0.2222222222222222,0.5555555555555556
The cantonal or tribal magistrates were classified and arranged just like the magistrates of a municipality.,the magistrates of a municipality,magistrate,municipality,elected,emergent,"(emergent, component, emergent)","(5, 4, 4)","(3, 3, 4)","(4, 4, 3)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""municipal magistrate"", ""modifier"": ""municipal""}']","['{""combination"": ""popular magistrate"", ""modifier"": ""popular""}']","['{""combination"": ""democratic magistrate"", ""modifier"": ""democratic""}']","{'combination': 'municipal magistrate', 'modifier': 'municipal'}",municipal magistrate,municipal,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'popular magistrate', 'modifier': 'popular'}",popular magistrate,popular,0.8888888888888888,0.5555555555555556,0.5555555555555556,0.33333333333333326,"{'combination': 'democratic magistrate', 'modifier': 'democratic'}",democratic magistrate,democratic,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.0
"We saw, said Fuller afterwards, there was a gold mine in India, but it was as deep as the centre of the earth.",the centre of the earth,centre,earth,hot,emergent,"(emergent, emergent, component)","(5, 5, 5)","(2, 1, 1)","(3, 1, 3)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""sunny centre"", ""modifier"": ""sunny""}']","['{""combination"": ""crowded centre"", ""modifier"": ""crowded""}']","['{""combination"": ""crowded centre"", ""modifier"": ""crowded""}']","{'combination': 'sunny centre', 'modifier': 'sunny'}",sunny centre,sunny,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.11111111111111116,"{'combination': 'crowded centre', 'modifier': 'crowded'}",crowded centre,crowd,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0,"{'combination': 'crowded centre', 'modifier': 'crowded'}",crowded centre,crowd,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.0
"yright like , berry says , as he watches the two girls walk away , fiona coopers arse like a sack of spuds .",a sack of spuds,sack,spud,unattractive,emergent,"(emergent, component, emergent)","(3, 3, 3)","(2, 2, 2)","(3, 3, 2)",0.2222222222222222,0.7777777777777778,0.5555555555555556,0.3333333333333333,False,0.5555555555555556,"['{""combination"": ""smelly sack"", ""modifier"": ""smelly""}']","['{""combination"": ""crumpled sack"", ""modifier"": ""crumpled""}']","['{""combination"": ""stained sack"", ""modifier"": ""stained""}']","{'combination': 'smelly sack', 'modifier': 'smelly'}",smelly sack,smelly,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,"{'combination': 'crumpled sack', 'modifier': 'crumpled'}",crumpled sack,crumple,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.11111111111111105,"{'combination': 'stained sack', 'modifier': 'stained'}",stained sack,stain,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0
