sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_emergence,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt-4o_relevance,meta.toxicity,meta.gpt-4o_indiv_max
"His eyes were like a serpent's in their steadiness, and the muscles of his body were drawn as tight as steel springs, ready to loose themselves when the chance came.","steel springs,",spring,steel,tense,emergent,"(emergent, component, emergent)","(5, 5, 5)","(3, 4, 4)","(2, 3, 2)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
My thought was borne farther and farther like a leaf in a tempest....,a leaf in a tempest,leaf,temp,vulnerable,emergent,"(emergent, emergent, emergent)","(5, 5, 4)","(4, 2, 4)","(5, 3, 2)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
It is just like the girls in books!,the girls in books,girl,book,idealize,emergent,"(emergent, emergent, emergent)","(3, 5, 4)","(1, 3, 3)","(1, 3, 3)",0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"And he thumps the ground just like a horse stamping, said Rose.",a horse stamping,horse,stamp,loud,emergent,"(emergent, emergent, component)","(5, 5, 5)","(2, 2, 2)","(4, 4, 4)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.0,False,0.3333333333333333
"before it, though they once covered the land, they have melted away like snow beneath the sun.  ",snow beneath the sun,snow,sun,melted,emergent,"(emergent, component, emergent)","(5, 5, 5)","(4, 3, 4)","(5, 5, 5)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333
Just the perception of a conflict of interest can be as bad as a conflict of interest.,a conflict of interest,conflict,interest,unethical,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 3, 3)","(1, 2, 2)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.2222222222222222,False,0.3333333333333333
"They are the aborigines of the islands in this part of the world, and are as primitive as the Australian blacks, having no social or political organization but that of the family.",the Australian blacks,black,australian,aboriginous,emergent,"(emergent, component, emergent)","(5, 5, 5)","(1, 3, 2)","(4, 4, 4)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"Tasted exactly like bacon and vodka at the same time, but its just wrong like those popcorn jellybeans.",bacon and vodka,bacon,vodka,unusual,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 1, 3)","(2, 1, 3)",0.5555555555555556,0.7777777777777778,0.2222222222222222,0.1111111111111111,False,0.2222222222222222
"her last words echo in my head , swirling around like water down a drain .",water down a drain,water,drain,fleeting,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 3, 3)","(1, 4, 4)",0.6666666666666667,1.0,0.2222222222222222,0.3333333333333333,False,0.3333333333333333
It's sort of like a knife in the back.,a knife in the back,knife,back,betray,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 3, 3)","(4, 5, 4)",0.5555555555555556,0.8888888888888888,0.1111111111111111,0.3333333333333333,False,0.3333333333333333
"just like war of worlds , injected bates .",war of worlds,war,world,imaginary,emergent,"(emergent, emergent, emergent)","(5, 3, 5)","(1, 1, 2)","(1, 1, 2)",1.0,1.0,0.0,0.0,False,0.0
"He was staggering in ragged rings, his mouth gnashing at the bar, moving slower and slower like a machine running down.",a machine running down,machine,run,malfunction,emergent,"(emergent, emergent, component)","(5, 5, 5)","(4, 4, 4)","(3, 3, 3)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.0,False,0.3333333333333333
I was as lively as a dog with wings.,a dog with wings,dog,wing,fantastical,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 3)","(4, 4, 4)",0.7777777777777778,1.0,0.0,0.2222222222222222,False,0.2222222222222222
Although at some point these tiny odds are just thrown out and considered random like the flip of a coin.,the flip of a coin,flip,coin,random,emergent,"(component, emergent, emergent)","(5, 5, 5)","(4, 2, 3)","(4, 1, 4)",0.4444444444444444,1.0,0.3333333333333333,0.5555555555555556,False,0.5555555555555556
They're packed together like sardines in one area.,sardines in one area,sardine,area,crowd,emergent,"(emergent, component, emergent)","(5, 5, 5)","(4, 3, 3)","(2, 5, 2)",0.4444444444444444,1.0,0.5555555555555556,0.3333333333333333,False,0.5555555555555556
"I mean, they go together like a horse and buggy.",a horse and buggy,horse,buggy,old,emergent,"(emergent, component, emergent)","(5, 5, 5)","(2, 3, 2)","(3, 4, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
It is kind of like sports journalism in that it talks about when you get a stock market expert on television generally his area of expertise is the past.,sports journalism,journalism,sport,specialize,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 4, 4)","(4, 3, 3)",0.22222222222222227,0.5555555555555556,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"It made a noise almost like the noise of a hammer, said Paul Solange.",the noise of a hammer,noise,hammer,distinct,emergent,"(emergent, emergent, emergent)","(5, 4, 4)","(3, 3, 3)","(4, 3, 2)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
You are as observant as a pig in muck.,a pig in muck,pig,muck,content,emergent,"(emergent, emergent, emergent)","(4, 4, 3)","(2, 2, 2)","(3, 3, 2)",0.33333333333333326,0.8888888888888888,0.5555555555555556,0.0,False,0.5555555555555556
,a ashtray on a motorbike,ashtray,motorbike,completely impractical,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 4, 3)","(3, 5, 2)",0.6666666666666667,1.0,0.2222222222222222,0.3333333333333333,False,0.3333333333333333
"she might be sleeping with a merimon brother , but he was as different as night from day from gray .",night from day,night,day,dissimilar,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 1, 5)","(3, 1, 5)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333
The screens of our wordmachines glow as serenely as illuminated manuscripts .,illuminated manuscripts,manuscript,illuminate,ornate,emergent,"(emergent, emergent, component)","(5, 5, 5)","(3, 3, 3)","(4, 4, 4)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"He's as solemn as a stuffed owl, and he'llWell, I'm goin' to put MY oar in.","a stuffed owl,",owl,stuff,lifeless,emergent,"(emergent, emergent, emergent)","(5, 5, 4)","(1, 2, 1)","(4, 4, 3)",0.6666666666666667,1.0,0.0,0.3333333333333333,False,0.3333333333333333
,a kite but one without a string,kite,string,uncontrolled,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 3, 3)","(3, 2, 5)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.1111111111111111,False,0.3333333333333333
"Nay, I lie as still as a cat in a gutter.",a cat in a gutter,cat,gutter,vulnerable,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 3, 2)","(1, 4, 1)",0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"The margin is wavy like the edge of a scallop, and may appear ragged because of lingering remnants of the partial veil.",the edge of a scallop,edge,scallop,irregular,emergent,"(emergent, component, emergent)","(5, 5, 5)","(3, 3, 3)","(4, 4, 4)",0.33333333333333326,0.8888888888888888,0.3333333333333333,0.5555555555555556,True,0.5555555555555556
open like a bad ventriloquist ?,a bad ventriloquist,ventriloquist,bad,unconvincing,emergent,"(component, emergent, emergent)","(5, 5, 5)","(2, 3, 3)","(4, 4, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
Mitazono took office on 28 July 2016 and stated at a press conference on his first day that he would seek the suspension of operation at the Sendai Nuclear Power Plant as early as the following month.,the following month,month,follow,upcoming,emergent,"(emergent, component, emergent)","(5, 5, 5)","(3, 3, 3)","(4, 4, 4)",0.4444444444444444,1.0,0.3333333333333333,0.5555555555555556,False,0.5555555555555556
You'll wind up flopping your hand back and forth like a fish on land.,a fish on land,fish,land,awkward,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 3, 2)","(3, 4, 3)",0.6666666666666666,0.8888888888888888,0.2222222222222222,0.0,False,0.2222222222222222
"Although Canning wrote that the newspaper delivered on the laughs, Entertainment Weekly Sandra Gonzalez characterized the newspaper subplot was neither important nor substantive and was unimpressed with the random, frightening costume changes, and Reiter said Sue's storyline was one that felt as tired as secondhand news.",secondhand news,news,secondhand,stale,emergent,"(component, emergent, emergent)","(5, 5, 5)","(2, 3, 2)","(4, 5, 3)",0.3333333333333333,0.6666666666666666,0.2222222222222222,0.3333333333333333,False,0.3333333333333333
,an honest politician,politician,honest,rare,emergent,"(emergent, component, emergent)","(5, 4, 5)","(3, 2, 4)","(4, 4, 4)",0.11111111111111116,0.7777777777777778,0.2222222222222222,0.6666666666666666,False,0.6666666666666666
"Mr. Stratton, don't you think?exactly like a little shepherdess.",a little shepherdess,shepherdess,little,naive,emergent,"(emergent, emergent, emergent)","(3, 3, 4)","(2, 4, 3)","(2, 2, 3)",0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"For every one of these impulses, not being the result of a force locally existing in some other form, implies the creation of force and the creation of force is just as inconceivable as the creation of matter.",the creation of matter,creation,matter,inconceivable,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(3, 2, 3)","(2, 1, 1)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.0,False,0.3333333333333333
almost like a tiny town .,a tiny town,town,tiny,intimate,emergent,"(emergent, emergent, component)","(5, 5, 5)","(3, 3, 3)","(4, 4, 4)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"You, personally, can hate them because you feel the vocalist sounds like a whiny brat and think the music is about as inspiring as lukewarm beer, but that is subjective.",lukewarm beer,beer,lukewarm,undesirable,emergent,"(emergent, emergent, component)","(5, 5, 5)","(2, 2, 2)","(4, 4, 5)",0.4444444444444445,0.7777777777777778,0.2222222222222222,0.3333333333333333,False,0.3333333333333333
It's as bad as a low tavern.,a low tavern,tavern,low,disreputable,emergent,"(emergent, emergent, emergent)","(4, 3, 5)","(3, 1, 3)","(4, 1, 4)",0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"She means working as hard at the guys at impressing the opposite sex, not working as hard as the guys at the job.",the guys at the job,guy,job,hard-working,emergent,"(emergent, emergent, emergent)","(4, 5, 3)","(2, 3, 2)","(4, 5, 4)",0.0,0.3333333333333333,0.3333333333333333,0.5555555555555556,False,0.5555555555555556
"My sleep however, when I went to sleep, was as light as the fall of the dew.",the fall of the dew,fall,dew,gentle,emergent,"(component, emergent, emergent)","(5, 4, 4)","(4, 1, 2)","(5, 2, 1)",0.0,1.0,0.5555555555555556,1.0,False,1.0
"The barrier was raised, and by it perfect mountains had drifted and clouds of snow were whirling round like witches on broomsticks.",witches on broomsticks,witch,broomstick,flying,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 3, 4)","(4, 5, 3)",0.2222222222222222,0.8888888888888888,0.6666666666666666,0.1111111111111111,False,0.6666666666666666
"In an interview with Life in the spring of 1941, Hitler stated that a German invasion of the Western Hemisphere was as fantastic as an invasion of the moon, and he said he was convinced that the idea was being promoted by men who mistakenly thought that war would be good for business.",an invasion of the moon,invasion,moon,improbable,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(3, 3, 2)","(4, 1, 3)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"While the guests were going toward the banquet as brisk as bees to blossoms, Dante caught me by the hand and drew me apart, and entreated me to seek speech with Beatrice, and to entreat her to grant him an interview in private that very night.",bees to blossoms,bee,blossom,draw,emergent,"(emergent, emergent, 2)","(3, 4, 2)","(1, 3, 1)","(2, 3, 1)",0.5555555555555556,0.8888888888888888,0.0,0.3333333333333333,False,0.3333333333333333
"just like old days , '' owen says as he picks up his bass guitar .",old days,day,old,cherish,emergent,"(component, emergent, emergent)","(4, 5, 5)","(1, 3, 2)","(3, 4, 4)",0.22222222222222227,0.5555555555555556,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
I was going to say it looks exactly like a dribble castle.,a dribble castle,castle,dribble,fragile,emergent,"(emergent, emergent, emergent)","(2, 5, 5)","(4, 4, 2)","(1, 1, 4)",0.8888888888888888,1.0,0.1111111111111111,0.0,False,0.1111111111111111
"A man still maintaining a visible egoism in a period of dominant altruism, would feel as uncomfortable as a man with a tail.",a man with a tail,man,tail,unnatural,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 1, 2)","(1, 5, 2)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.0,False,0.1111111111111111
"Yes, you will,' she says, 'an' if you don't I won't make his back sore'an' off they went, an' left me standin' there like a stick in the mud.",a stick in the mud,stick,mud,immobile,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(1, 2, 2)","(2, 4, 4)",0.11111111111111105,0.8888888888888888,0.7777777777777778,0.3333333333333333,False,0.7777777777777778
"stopping was about as appealing as a bat to the kneecaps , but i did it .",a bat to the kneecaps,bat,kneecap,undesirable,emergent,"(emergent, emergent, emergent)","(5, 5, 4)","(4, 3, 4)","(3, 4, 2)",0.6666666666666666,0.8888888888888888,0.2222222222222222,0.1111111111111111,False,0.2222222222222222
"To play devil's advocate I hated being grounded as a kid, so I won't ground my kids is how most people on the other side of the argument see your perspective, as unfair as both views of eachother can be.",both views of eachother,view,eachother,oppose,emergent,"(emergent, component, emergent)","(5, 4, 4)","(3, 2, 2)","(4, 2, 3)",0.22222222222222227,0.5555555555555556,0.0,0.3333333333333333,False,0.3333333333333333
"but when trevor 's eyes caught edgard 's , the punch of lust whomped him as sharply as a hoof to the belly , making him just as breathless .",a hoof to the belly,hoof,belly,painful,emergent,"(emergent, emergent, component)","(5, 5, 5)","(3, 4, 4)","(3, 3, 3)",0.5555555555555556,0.8888888888888888,0.1111111111111111,0.3333333333333333,False,0.3333333333333333
"Then Susan gave a shriek, and fell Just like a piece of lumber And Sammy blew the tiger up, And swore he'd take his number.",a piece of lumber,piece,lumber,unresponsive,emergent,"(emergent, component, emergent)","(4, 5, 2)","(1, 2, 1)","(1, 3, 1)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"This tin comes in sheets packed in flat boxes, which are opened by throwingit is quicker than opening by a hammer, and time is considered as valuable as tin filings.",tin filings,filing,tin,small,emergent,"(emergent, component, emergent)","(4, 5, 5)","(1, 4, 3)","(1, 2, 2)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"Much like small press or selfpublished to some, in fiction.",small press,press,small,independent,emergent,"(emergent, emergent, component)","(5, 5, 5)","(4, 4, 3)","(4, 3, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"It's not as bad as black face, but the metaphorical point he was making still stands even if that metaphor was an hyperbole.",black face,face,black,derogatory,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 1, 3)","(3, 2, 3)",0.7777777777777777,0.8888888888888888,0.0,0.1111111111111111,False,0.1111111111111111
"He should have flopped around like an otter in oil, and say I think this is going to be a good environmental policy.",an otter in oil,otter,oil,helpless,emergent,"(emergent, emergent, emergent)","(5, 5, 4)","(3, 1, 2)","(4, 1, 3)",0.6666666666666666,0.8888888888888888,0.2222222222222222,0.0,False,0.2222222222222222
They look very like yachts at night.,yachts at night,yacht,night,illuminate,emergent,"(emergent, emergent, component)","(4, 5, 5)","(2, 2, 2)","(5, 3, 4)",0.3333333333333333,0.3333333333333333,0.0,0.0,False,0.0
he looks bigger than ever in his gray linen slacks and opencollared white shirt almost like a bear in a tuxedo .,a bear in a tuxedo,bear,tuxedo,ironic,emergent,"(emergent, emergent, emergent)","(4, 5, 3)","(1, 2, 4)","(1, 3, 4)",0.6666666666666667,0.7777777777777778,0.0,0.1111111111111111,False,0.1111111111111111
"My eyes were drawn to the red stone, glowing red like blood on fire, then to those blue eyes, calm as can be. ",blood on fire,blood,fire,glowing red,emergent,"(component, emergent, emergent)","(5, 4, 4)","(3, 3, 4)","(5, 3, 3)",0.11111111111111116,1.0,0.0,0.8888888888888888,False,0.8888888888888888
"Brhmanism and Buddhism, both viewed from their orthodox aspects, are as inimical and as irreconcilable as water and oil.",water and oil,water,oil,irreconcilable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 1, 3)","(3, 1, 3)",0.8888888888888888,0.8888888888888888,0.0,0.0,False,0.0
"i had entered a myriad of thoughts swirling around , blending with each other like hair down a drain after a mixed race orgy in an all men and womens shower .",hair down a drain,hair,drain,tangle,emergent,"(emergent, component, emergent)","(5, 5, 5)","(5, 4, 5)","(2, 3, 3)",0.4444444444444444,1.0,0.5555555555555556,0.0,False,0.5555555555555556
I can not read this posts anymore without the goddamn jolly ranchers grudge coming back again like a wave of bilis.,a wave of bilis,wave,bili,unpleasant,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 1, 2)","(5, 5, 5)",0.4444444444444445,0.7777777777777778,0.2222222222222222,0.3333333333333333,False,0.3333333333333333
"The man's feet sank in the sand to his ankles, his back was bent like a drawn bow, his head was hidden between his shoulders, on his arms the muscles came out so that the skin almost burst from their pressure",a drawn bow,bow,draw,stretch,emergent,"(emergent, emergent, component)","(5, 5, 5)","(4, 4, 4)","(5, 5, 5)",0.11111111111111105,0.8888888888888888,0.7777777777777778,0.3333333333333333,False,0.7777777777777778
"And when she saw that she could not free herself, she whispered to him, Surely I am as fair as the daughters of the sea, and as comely as those that dwell in the blue waters, and she fawned on him and put her face close to his.",the daughters of the sea,daughter,sea,mythical,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(4, 4, 3)",0.6666666666666667,0.7777777777777778,0.0,0.1111111111111111,False,0.1111111111111111
"It was noted the pilots only had basic proficiency in Morse code, and weather reports might have to be transmitted as slow as five words per minute.",five words per minute,word,minute,slow,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 2, 2)","(1, 3, 3)",1.0,1.0,0.0,0.0,False,0.0
,burnt popcorn,popcorn,burn,bad tasting,emergent,"(emergent, component, emergent)","(5, 5, 5)","(3, 3, 2)","(4, 5, 5)",0.5555555555555556,0.8888888888888888,0.1111111111111111,0.3333333333333333,False,0.3333333333333333
"He smiles back, She's better today, not nearly as tired as the last week I smile bigger at that.",the last week,week,last,recently,emergent,"(component, emergent, emergent)","(5, 5, 5)","(3, 3, 2)","(4, 4, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"Nah, I dont go around like an entitled vet. ",an entitled vet,vet,entitled,self-important,emergent,"(emergent, emergent, emergent)","(5, 5, 4)","(3, 2, 3)","(4, 5, 5)",0.0,0.7777777777777778,0.2222222222222222,0.8888888888888888,False,0.8888888888888888
tears just flow out of his eyes uncontrollably like a broken faucet .,a broken faucet,faucet,broken,leak,emergent,"(emergent, emergent, component)","(5, 4, 5)","(2, 3, 4)","(3, 2, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
they just came running through here like bats out of hell .,bats out of hell,bat,hell,fast,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(4, 3, 4)","(1, 1, 1)",0.33333333333333326,0.8888888888888888,0.5555555555555556,0.0,False,0.5555555555555556
"Up, Reinold, and after it, that we may send it home like a plucked goose.",a plucked goose,goose,pluck,defenseless,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 3)","(5, 1, 4)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"Or, rather, should we say, that makes the need of conviction as unnecessary as a lamp in daylight.",a lamp in daylight,lamp,daylight,superfluous,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 2)","(4, 3, 3)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.0,False,0.3333333333333333
"By Jove, he looked as cheerful as a jolly tombstone!",a jolly tombstone,tombstone,jolly,incongruous,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 1, 2)","(5, 1, 4)",0.5555555555555556,0.8888888888888888,0.1111111111111111,0.3333333333333333,False,0.3333333333333333
"It is natural for any one to love himself, and every person loves himself without any special incitement to love my tribe, which supports and defends me, to love my wife, the joy and helpmate of my life, my children, the pleasure and hope of my life, and my parents, who have given me life and an education, is natural and this kind of love, though far from being as strong as the love of self, is met with quite frequently.",the love of self,love,self,narcissistic,emergent,"(emergent, component, emergent)","(5, 3, 5)","(3, 1, 2)","(5, 3, 5)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"Also, deer do not grow as large as plains animals because they do not live in an endless sea of grass.",plains animals,animal,plain,herbivorous,emergent,"(component, emergent, emergent)","(4, 3, 4)","(4, 4, 5)","(1, 2, 2)",0.22222222222222227,0.5555555555555556,0.3333333333333333,0.0,False,0.3333333333333333
"Similarly, a reviewer for GamePro opined about learning the controls is as simple as a rake to the eyes and IGN called the controls easy to use.",a rake to the eyes,rake,eye,unpleasant,emergent,"(component, emergent, emergent)","(5, 5, 5)","(4, 2, 3)","(5, 3, 3)",0.7777777777777778,1.0,0.2222222222222222,0.1111111111111111,False,0.2222222222222222
"In the early years they were as simple as marked cards or loaded dice later, elaborate big cons became the Blonger trademark.",marked cards,card,mark,used for cheating,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 3, 2)","(4, 4, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.1111111111111111,False,0.3333333333333333
But I fear such women are as rare as blue roses.,blue roses,rose,blue,uncommon,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 3, 2)","(2, 3, 4)",0.5555555555555556,0.8888888888888888,0.2222222222222222,0.3333333333333333,False,0.3333333333333333
"The couple made a tour to Harrogate and the English Lake District in 1809, although the former did not meet with her approval A scene without a hill seems to me to be about as interesting as a face without a nose!",a face without a nose,face,nose,unattractive,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(4, 3, 4)","(2, 3, 3)",0.22222222222222227,0.5555555555555556,0.3333333333333333,0.3333333333333333,True,0.3333333333333333
"my duffle of clothes was sitting on a narrow bed , almost as narrow as the bed on the train .",the bed on the train,bed,train,temporary,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 3)","(3, 3, 5)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.2222222222222222,False,0.3333333333333333
his eyes were as black as the sky between stars .,the sky between stars,sky,star,black,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 3, 4)","(1, 2, 1)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333
,a kick in the stones,kick,stone,painful,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(5, 4, 5)","(2, 3, 3)",0.4444444444444444,1.0,0.5555555555555556,0.3333333333333333,False,0.5555555555555556
"Harry had fallen to a sentimental mood, and would talk about their future just as though it had all been settled in the beginning of things, and was as unalterable as the course of the planets.",the course of the planets,course,planet,unchangeable,emergent,"(component, emergent, emergent)","(4, 5, 5)","(2, 3, 3)","(3, 3, 4)",0.5555555555555556,0.8888888888888888,0.2222222222222222,0.3333333333333333,False,0.3333333333333333
"In another famous scene Lady Fidget's selfstyled virtuous gang meet up at Horner's lodging to carouse, throw off their public virtue, and behave exactly like male rakes, singing riotous songs and drinking defiant toasts.","male rakes,",rake,male,debaucherous,emergent,"(component, emergent, emergent)","(5, 5, 5)","(5, 5, 4)","(3, 2, 2)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.1111111111111111,False,0.3333333333333333
He made it scream and exult obscenely he made it lament like a fallen angel.,a fallen angel,angel,fall,exile,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 3)","(4, 4, 4)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.0,False,0.1111111111111111
more like a one storied apartment .,a one storied apartment,apartment,storied,single,emergent,"(emergent, component, emergent)","(5, 5, 4)","(2, 3, 2)","(4, 4, 4)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333
He also considered it shortlived occupied for perhaps as little as a single generation before it was violently destroyed.,a single generation,generation,single,fleeting,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(3, 4, 3)","(2, 3, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"Such instances, however, are almost as rare as ice in the tropics and any man is utterly devoid of sense who imagines that he is safe in trusting to chance, as against skill combined with chicanery.",ice in the tropics,ice,tropic,unlikely,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 3, 3)","(5, 5, 5)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.2222222222222222,False,0.3333333333333333
the interior was as chilly as a meat locker .,a meat locker,locker,meat,very cold,emergent,"(emergent, component, emergent)","(5, 5, 5)","(2, 2, 3)","(4, 3, 2)",0.5555555555555556,0.8888888888888888,0.0,0.3333333333333333,False,0.3333333333333333
"Looking down upon the town of Hartlepool, the boys saw buildings crumple like houses of cards before a gale.",houses of cards,house,card,fragile,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 2)","(4, 4, 4)",0.6666666666666667,1.0,0.1111111111111111,0.3333333333333333,False,0.3333333333333333
The old ship would leap almost out of the ocean and then fall back like a wounded duck.,a wounded duck,duck,wound,helpless,emergent,"(emergent, component, emergent)","(5, 5, 5)","(2, 2, 2)","(4, 4, 4)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
,a cold dinner,dinner,cold,unappetizing,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 3, 2)","(2, 4, 4)",0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
Neither will they be secured by a political party which preaches a certain creed for eight years and then throws it aside like a worn out garment.,a worn out garment,garment,wear,discard,emergent,"(emergent, emergent, emergent)","(5, 5, 4)","(2, 2, 2)","(3, 3, 3)",0.22222222222222227,0.5555555555555556,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"Just like the night king, that guy was a big threat, looming overhead and then didnt do shit",the night king,king,night,menacing,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 3, 2)","(4, 4, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
,a swarm of fireflies,swarm,firefly,swift,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(3, 3, 4)","(4, 4, 3)",0.0,0.5555555555555556,0.7777777777777778,0.5555555555555556,False,0.7777777777777778
"Peter's Row had but one entrance, and was as quiet as a country lane.",a country lane,lane,country,serene,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 3)","(4, 4, 4)",0.2222222222222222,0.7777777777777778,0.5555555555555556,0.5555555555555556,False,0.5555555555555556
"According to Hartzog, the firefall was as appropriate as horns on a rabbit.",horns on a rabbit,horn,rabbit,absurd,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 2)","(1, 3, 1)",1.0,1.0,0.0,0.0,False,0.0
"Are you ever like a child in the dark, your intellect no weapon against the dread of formless things?",a child in the dark,child,dark,afraid,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 3, 3)","(4, 4, 4)",0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"This jellylike flesh, covering all parts of the skeleton, is about as thick as the white of an egg, but it decays immediately after the death of the sponge.",the white of an egg,white,egg,colorless,emergent,"(component, emergent, emergent)","(2, 2, 5)","(4, 1, 4)","(1, 2, 1)",0.3333333333333333,0.3333333333333333,0.0,0.0,False,0.0
